"Mike Trout_LAA","Paul Goldschmidt_ARI","Jake Lamb_ARI","AJ Pollock_ARI","Miguel Cabrera_DET","Justin Upton_DET","Gregory Polanco_PIT","Yasmany Tomas_ARI","Joey Votto_CIN","Ian Kinsler_DET","Chris Owings_ARI","Starling Marte_PIT","Billy Hamilton_CIN","Albert Pujols_LAA","JD Martinez_DET","Nicholas Castellanos_DET","Andrew McCutchen_PIT","Josh Harrison_PIT","Hunter Pence_SF","David Peralta_ARI","Brandon Drury_ARI","Eduardo Nunez_SF","Buster Posey_SF","Adam Duvall_CIN","Kole Calhoun_LAA","Francisco Cervelli_PIT","Brandon Belt_SF","Eugenio Suarez_CIN","Yunel Escobar_LAA","Alex Avila_DET","CJ Cron_LAA","Zack Cozart_CIN","Luis Valbuena_LAA","Cameron Maybin_LAA","Tyler Collins_DET","Josh Bell_PIT","Denard Span_SF","Joe Panik_SF","Christian Arroyo_SF","Jim Adduci_DET","Jefry Marte_LAA","James McCann_DET","Chris Iannetta_ARI","David Freese_PIT","Brandon Crawford_SF","Victor Martinez_DET","Andrew Romine_DET","Alen Hanson_PIT","Jose Peraza_CIN","Ben Revere_LAA","John Jaso_PIT","Jordy Mercer_PIT","Danny Ortiz_PIT","Socrates Brito_ARI","Kevin Newman_PIT","Scooter Gennett_CIN","Jarrett Parker_SF","Scott Schebler_CIN","Andrelton Simmons_LAA","Gregor Blanco_ARI","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Jose Osuna_PIT","Adam Frazier_PIT","Nick Hundley_SF","Danny Espinosa_LAA","Nick Ahmed_ARI","Arismendy Alcantara_CIN","Mac Williamson_SF","Elias Diaz_PIT","Phil Gosselin_PIT","Aaron Hill_SF","Gorkys Hernandez_SF","Kelby Tomlinson_SF","Jesse Winker_CIN","Phillip Ervin_CIN","Daniel Descalso_ARI","Gift Ngoepe_PIT","JaCoby Jones_DET","Max Moroff_PIT","Conor Gillaspie_SF","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Chris Stewart_PIT","Chris Bostick_PIT","John Bormann_PIT","Justin Ruggiano_SF","Drew Stubbs_SF","Devin Mesoraco_CIN","Martin Maldonado_LAA","Juan Graterol_LAA","Jose Iglesias_DET","Michael Morse_SF","Tucker Barnhart_CIN","Carlos Perez_LAA","Jeff Mathis_ARI","Tim Federowicz_SF","Patrick Kivlehan_CIN","Cliff Pennington_LAA","Chris Marrero_SF","Stuart Turner_CIN"
32.6177248677249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76.1960784313726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,50.4798387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,61.5919540229885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,51.1633986928105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,64.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,36.8717948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,74.56,0,0,0,0,0,0,0,0,0,0,0,48.0698529411764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,61.7903225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,49.8961038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
