"Place_lo","Place_hi","Payout"
"1","1","100"
"2","2","75"
"3","3","65"
"4","4","50"
"5","5","45"
"6","6","40"
"7","7","35"
"8","8","30"
"9","9","25"
"10",NA,"20"
"11","12","15"
"13","14","12"
"15","16","10"
"17","20","8"
"21","30","7"
"31","45","6"
"46","65","5"
"66","115","4"
"116","185","3"
"186","352","2"
"353","622","1.5"
