"Wil Myers_SD","Lorenzo Cain_KC","Eric Hosmer_KC","Yoenis Cespedes_NYM","Alex Gordon_KC","Brandon Moss_KC","Jorge Soler_KC","Whit Merrifield_KC","Peter O'Brien_KC","Jose Reyes_NYM","Salvador Perez_KC","Curtis Granderson_NYM","Cheslor Cuthbert_KC","Alcides Escobar_KC","Ryan Schimpf_SD","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Yangervis Solarte_SD","David Wright_NYM","Asdrubal Cabrera_NYM","Manuel Margot_SD","Lucas Duda_NYM","Neil Walker_NYM","Jay Bruce_NYM","Michael Conforto_NYM","Alex Dickerson_SD","Hunter Renfroe_SD","Cory Spangenberg_SD","Ryan O'Hearn_KC","Wilmer Flores_NYM","Terrance Gore_KC","Travis Jankowski_SD","Christian Colon_KC","Travis d'Arnaud_NYM","Brandon Nimmo_NYM","Raul Mondesi_KC","Christian Bethancourt_SD","Austin Hedges_SD","Erick Aybar_SD","Juan Lagares_NYM","Luis Sardinas_SD","Allen Cordoba_SD","Jabari Blash_SD","Drew Butera_KC","Hector Sanchez_SD","Rene Rivera_NYM","Luis Torrens_SD"
0,0,0,0,0,0,0,0,0,0,0,0,24.0833333333333,0.515151515151515,0,0,-3.86363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257575757575758,0,0,-2.70454545454545,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14.4242424242424,0,0,2.18181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,5.72727272727273,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2857142857143,0,0,0,9.54945054945055,0,0,-5.01098901098901,0,0,0,0,0,-14.4615384615385,0,0,0,0,-4.23076923076923,0,0,0,0,1.93846153846154,-11.3846153846154,-3.5,0,-3.06593406593407,-7.25,3.11111111111111,0,0,0,-1.41666666666667
0,0,0,0,0,0,0,0,0,0,0,0,-8.5,-6.90909090909091,0,40.6363636363636,9.36363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18181818181818,0,0,-7.68181818181818,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.454545454545455,0,0,-5.22727272727273,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.3021978021978,0,0,8.1978021978022,0,0,0,0,0,-16.5769230769231,0,0,0,0,2.92307692307692,0,0,0,0,-3.37692307692308,-6.07692307692308,14.3653846153846,0,1.53296703296703,-7.15384615384615,1.66666666666667,0,0,0,-2.62820512820513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,47.8571428571429,0,-6.07142857142857,-12.9285714285714,0,0,0,0,-4.78571428571429,0,0,0,28.5714285714286,0,0,0,0,0,-0.142857142857143,0,0,0,0,0,-3.21428571428571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.956043956044,0,0,0,0,0,-4.84615384615385,0,0,0,0,-3.84615384615385,0,0,0,0,-4.07692307692308,-8.84615384615385,3.41025641025641,0,1.65934065934066,-0.769230769230769,0.355555555555556,0,0,0,-2.05769230769231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.666666666667,0,-17.7380952380952,-15.0714285714286,0,0,0,0,-18.7380952380952,0,0,0,32,0,0,0,0,0,-1.52380952380952,0,0,0,0,0,2.26190476190476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8571428571429,0,3.57142857142857,17.7428571428571,-14.2714285714286,-0.271428571428571,0,0,0,0,7.61428571428571,0,0,0,18.0428571428571,0,0,0,0,0,-8.13151629364128e-20,0,0,0,0,0,-3.64285714285714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.209523809524,-14.8142857142857,0,0,0,0,-15.4190476190476,0,0,0,-15.8714285714286,0,0,0,0,0,-2.76190476190476,0,0,0,0,0,-1.54761904761905,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.6857142857143,0,0,0,0,-1.08571428571429,0,0,0,-0.0857142857142857,0,0,0,0,0,-0.428571428571429,0,0,0,0,0,-2.42857142857143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.2692307692308,0,0,0,0,-10.0769230769231,0,0,0,0,0.923076923076923,6,-14.7820512820513,0,-4.03846153846154,0.237179487179487,-1.20466908053945e-20,0,0,0,2.21153846153846
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2666666666667,0,0,0,43.1714285714286,0,0,0,0,0,-0.833333333333333,0,0,0,0,0,-0.69047619047619,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8461538461538,0,0,0,0,2.09230769230769,-8.23076923076923,4.6025641025641,0,-2.53846153846154,-2.35897435897436,-0.688888888888889,0,0,0,2.50641025641026
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,-0.681818181818182,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.028571428571,0,0,0,0,0,-2.21428571428571,0,0,0,0,0,-8.42857142857143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.6590909090909,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70153846153846,0.507692307692308,-1.65769230769231,0,-1.03846153846154,1.08525641025641,-0.191111111111111,0,0,0,1.48910256410256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7692307692308,-13.8717948717949,0,13.8461538461538,27.3846153846154,-0.488888888888889,0,0,0,-2.51282051282051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0897435897436,0,0,0,-0.222222222222222,0,0,0,-1.27564102564103
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80952380952381,0,0,0,0,0,-0.476190476190476,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01923076923077,0,7.45604395604396,11.025641025641,-0.266666666666667,0,0,0,-0.673076923076923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.31410256410256,0,0,20.3076923076923,-0.711111111111111,0,0,0,0.923076923076923
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52380952380952,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155555555555556,0,0,0,2.1025641025641
