"Corey Seager_LAD","Cody Bellinger_LAD","Khris Davis_OAK","Giancarlo Stanton_MIA","Justin Bour_MIA","Yasiel Puig_LAD","Yonder Alonso_OAK","Dexter Fowler_STL","Justin Turner_LAD","Jed Lowrie_OAK","Dee Gordon_MIA","Logan Forsythe_LAD","Rajai Davis_OAK","Yasmani Grandal_LAD","Chris Taylor_LAD","Marcell Ozuna_MIA","Matt Carpenter_STL","Stephen Piscotty_STL","Trevor Plouffe_OAK","Matt Joyce_OAK","Marcus Semien_OAK","Christian Yelich_MIA","JT Realmuto_MIA","Adrian Gonzalez_LAD","Randal Grichuk_STL","Joc Pederson_LAD","Mark Canha_OAK","Ryon Healy_OAK","Franklin Gutierrez_LAD","Jedd Gyorko_STL","Martin Prado_MIA","Chase Utley_LAD","Kike Hernandez_LAD","Aledmys Diaz_STL","Stephen Vogt_OAK","Tommy Pham_STL","Trayce Thompson_LAD","Derek Dietrich_MIA","Andrew Toles_LAD","Austin Barnes_LAD","Josh Phegley_OAK","Kolten Wong_STL","Rob Segedin_LAD","Yadier Molina_STL","Jhonny Peralta_STL","Andre Ethier_LAD","Jake Smolinski_OAK","Ryan LaMarre_OAK","Chad Pinder_OAK","Scott Van Slyke_LAD","Destin Hood_MIA","Bruce Maxwell_OAK","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Harrison Bader_STL","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","JT Riddle_MIA","Jose Martinez_STL","Greg Garcia_STL","AJ Ellis_MIA","Magneuris Sierra_STL","Mike Aviles_MIA","Adam Rosales_OAK","Carson Kelly_STL","Jaff Decker_OAK","Miguel Rojas_MIA","Eric Fryer_STL","Brett Eibner_LAD","Matt Olson_OAK"
54.8477951635846,9.78571428571429,0,0,0,9.66470588235294,0,0,18.4133064516129,0,0,0,0,24.6390804597701,0,0,0,0,0,0,0,0,0,6.77470355731225,0,14.2357142857143,0,0,0,0,0,-2.73684210526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78571428571429,62.3722943722944,0,0,0,20.4678362573099,0,0,-6.31372549019608,0,0,0,0,-8.21323529411765,0,0,0,0,0,0,0,0,0,9.375,0,-19.5090909090909,0,0,0,0,0,-4.04395604395604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,61.7041251778094,0,0,0,0.370689655172414,0,0,6.04444444444444,0,0,1.15579710144928,0,0,0,0,0,10.5570409982175,4.69444444444444,0,0,0,0,0,0,0,-1.40420168067227,0,0,0,0,0,0,9.20652173913044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93103448275862,0,0,0,0,0,0
0,0,0,82.4102564102564,-3.03781512605042,0,0,0,0,0,-6.85238095238095,0,0,0,0,7.18960863697706,0,0,0,0,0,7.88124156545209,-1.45564516129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.90316205533597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-3.03781512605042,73.9071428571429,0,0,0,0,0,7.42708333333333,0,0,0,0,-2.65714285714286,0,0,0,0,0,11.3,-3.2448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3441558441558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.66470588235294,20.4678362573099,0,0,0,59.9921763869132,0,0,13.9933712121212,0,0,0,0,2.85714285714286,0,0,0,0,0,0,0,0,0,2.58874458874459,0,6.98701298701299,0,0,0,0,0,11.8006535947712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.370689655172414,0,0,0,72.6623655913978,0,0,-1.45320197044335,0,0,18,0,0,0,0,0,4.59401709401709,10.3504273504274,0,0,0,0,0,0,0,-1.96825396825397,0,0,0,0,0,0,-5.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6501976284585,0,0,0,0,0,0
0,0,0,0,0,0,0,74.1333333333333,0,0,0,0,0,0,0,0,-19.2193732193732,1.93506493506494,0,0,0,0,0,0,-1.51282051282051,0,0,0,0,-8.5974025974026,0,0,0,-1.15873015873016,0,0,0,0,0,0,0,-0.873188405797101,0,7.65811965811966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.4133064516129,-6.31372549019608,0,0,0,13.9933712121212,0,0,23.5932773109244,0,0,0,0,11.5753846153846,0,0,0,0,0,0,0,0,0,9.76315789473684,0,6.73684210526316,0,0,0,0,0,6.15833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6.04444444444444,0,0,0,-1.45320197044335,0,0,49.8065433854908,0,0,21.3162055335968,0,0,0,0,0,11.8030303030303,-2.91871921182266,0,0,0,0,0,0,0,11.4781512605042,0,0,0,0,0,0,-6.53230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.703448275862069,0,0,0,0,0,0
