Corey Seager_LAD,Cody Bellinger_LAD,Khris Davis_OAK,Giancarlo Stanton_MIA,Justin Bour_MIA,Yasiel Puig_LAD,Yonder Alonso_OAK,Dexter Fowler_STL,Justin Turner_LAD,Jed Lowrie_OAK,Dee Gordon_MIA,Logan Forsythe_LAD,Rajai Davis_OAK,Yasmani Grandal_LAD,Chris Taylor_LAD,Marcell Ozuna_MIA,Matt Carpenter_STL,Stephen Piscotty_STL,Trevor Plouffe_OAK,Matt Joyce_OAK,Marcus Semien_OAK,Christian Yelich_MIA,JT Realmuto_MIA,Adrian Gonzalez_LAD,Randal Grichuk_STL,Joc Pederson_LAD,Mark Canha_OAK,Ryon Healy_OAK,Franklin Gutierrez_LAD,Jedd Gyorko_STL,Martin Prado_MIA,Chase Utley_LAD,Kike Hernandez_LAD,Aledmys Diaz_STL,Stephen Vogt_OAK,Tommy Pham_STL,Trayce Thompson_LAD,Derek Dietrich_MIA,Andrew Toles_LAD,Austin Barnes_LAD,Josh Phegley_OAK,Kolten Wong_STL,Rob Segedin_LAD,Yadier Molina_STL,Jhonny Peralta_STL,Andre Ethier_LAD,Jake Smolinski_OAK,Ryan LaMarre_OAK,Chad Pinder_OAK,Scott Van Slyke_LAD,Destin Hood_MIA,Bruce Maxwell_OAK,Ichiro Suzuki_MIA,Tyler Moore_MIA,Tomas Telis_MIA,Harrison Bader_STL,Christian Colon_MIA,Steve Lombardozzi_MIA,Adeiny Hechavarria_MIA,JT Riddle_MIA,Jose Martinez_STL,Greg Garcia_STL,AJ Ellis_MIA,Magneuris Sierra_STL,Mike Aviles_MIA,Adam Rosales_OAK,Carson Kelly_STL,Jaff Decker_OAK,Miguel Rojas_MIA,Eric Fryer_STL,Brett Eibner_LAD,Matt Olson_OAK
81.79512195121951,0.0,0.0,0.0,16.738117573483425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,51.45454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,88.21825396825398,0.0,0.0,0.0,0.0,0.0,0.0,0.4286458333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,41.59327731092437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.336339522546421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.90000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.738117573483425,0.0,0.0,0.0,29.396761133603245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,26.05243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.266579447403669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.457113821138211,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,42.2563492063492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.374368686868687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.616863075196408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5079149021980244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.91694352159469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.94621848739497,0.0,1.3980004122861267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,0.0
0.0,0.0,0.4286458333333336,0.0,0.0,0.0,0.0,0.0,0.0,51.76630434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
