"Place_lo","Place_hi","Payout"
"1","1","400"
"2","2","200"
"3","3","150"
"4","4","125"
"5","5","100"
"6","6","75"
"7","7","60"
"8","8","50"
"9","9","40"
"10",NA,"35"
"11","15","30"
"16","20","25"
"21","30","20"
"31","40","17"
"41","50","14"
"51","90","12"
"91","140","10"
