P,P,C,1B,2B,3B,SS,OF,OF,OF
Chris Sale,Ariel Miranda,Devin Mesoraco,Chris Davis,Jonathan Schoop,Todd Frazier,Orlando Arcia,Adam Jones,Seth Smith,Mark Trumbo
Chris Sale,Alex Wood,Kevan Smith,Jose Abreu,Daniel Descalso,Hernan Perez,Tim Anderson,Leury Garcia,Melky Cabrera,Daniel Robertson
Chris Sale,Ariel Miranda,Devin Mesoraco,Jose Abreu,Jason Kipnis,Todd Frazier,Tim Anderson,Avisail Garcia,Mark Trumbo,Melky Cabrera
Chris Sale,Alex Wood,Kevan Smith,Jose Abreu,Jonathan Schoop,Ruben Tejada,JJ Hardy,Mookie Betts,Adam Jones,Seth Smith
Alex Wood,Marcus Stroman,Kevan Smith,Chris Davis,Jonathan Schoop,Nicholas Castellanos,Francisco Lindor,Adam Jones,Seth Smith,Mark Trumbo
Chris Sale,Ariel Miranda,Sandy Leon,Mitch Moreland,Dustin Pedroia,Todd Frazier,Xander Bogaerts,Mookie Betts,Mark Trumbo,Daniel Robertson
Chris Sale,Alex Wood,Kevan Smith,Matt Davidson,Yolmer Sanchez,Todd Frazier,Orlando Arcia,Mookie Betts,Leury Garcia,Daniel Robertson
Chris Sale,Alex Wood,Sandy Leon,Hanley Ramirez,Josh Rutledge,Todd Frazier,Orlando Arcia,Mookie Betts,Jackie Bradley,Melky Cabrera
Chris Sale,Asher Wojciechowski,Kevan Smith,Carlos Santana,Jason Kipnis,Todd Frazier,Francisco Lindor,Mookie Betts,Michael Brantley,Daniel Robertson
Alex Wood,Marcus Stroman,Sandy Leon,Jose Abreu,Ian Kinsler,Todd Frazier,Tim Anderson,Mookie Betts,Avisail Garcia,Melky Cabrera
Chris Sale,Ariel Miranda,Kevan Smith,Chris Davis,Yolmer Sanchez,Kyle Seager,Tim Anderson,Mookie Betts,Leury Garcia,Melky Cabrera
Alex Wood,Marcus Stroman,Sandy Leon,Mitch Moreland,Dustin Pedroia,Nicholas Castellanos,Xander Bogaerts,Aaron Judge,Mookie Betts,Seth Smith
Chris Sale,Asher Wojciechowski,Devin Mesoraco,Mitch Moreland,Dustin Pedroia,Hernan Perez,Xander Bogaerts,Andrew Benintendi,Mookie Betts,Seth Smith
Chris Sale,Ariel Miranda,Kevan Smith,Matt Davidson,Yolmer Sanchez,Todd Frazier,Corey Seager,Avisail Garcia,Seth Smith,Mark Trumbo
Alex Wood,Marcus Stroman,Sandy Leon,Carlos Santana,Jason Kipnis,Nicholas Castellanos,Francisco Lindor,JD Martinez,Michael Brantley,Daniel Robertson
Chris Sale,Marcus Stroman,Sandy Leon,Edwin Encarnacion,Jonathan Schoop,Ruben Tejada,Troy Tulowitzki,Adam Jones,Seth Smith,Mark Trumbo
Alex Wood,Marcus Stroman,Kevan Smith,Miguel Cabrera,Yolmer Sanchez,Jake Lamb,Tim Anderson,Aaron Judge,Leury Garcia,Melky Cabrera
Chris Sale,Zack Godley,Sandy Leon,Jose Abreu,Jose Ramirez,Kyle Seager,Tim Anderson,Avisail Garcia,Leury Garcia,Melky Cabrera
Chris Sale,Justin Verlander,Kevan Smith,Matt Davidson,Yolmer Sanchez,Hernan Perez,Tim Anderson,Adam Jones,Leury Garcia,Mark Trumbo
Chris Sale,Ariel Miranda,Sandy Leon,Hanley Ramirez,Josh Rutledge,Hernan Perez,Corey Seager,Andrew Benintendi,Mark Trumbo,Jackie Bradley
Alex Wood,Zack Godley,Kevan Smith,Mitch Moreland,Dustin Pedroia,Todd Frazier,Xander Bogaerts,Andrew Benintendi,JD Martinez,Mookie Betts
Alex Wood,Marcus Stroman,Kevan Smith,Matt Davidson,Yolmer Sanchez,Todd Frazier,Francisco Lindor,JD Martinez,Avisail Garcia,Adam Jones
Chris Sale,Ariel Miranda,Devin Mesoraco,Chris Carter,Dustin Pedroia,Chase Headley,Didi Gregorius,Brett Gardner,Aaron Hicks,Daniel Robertson
Luis Severino,Marcus Stroman,Kevan Smith,Jose Abreu,Jason Kipnis,Nicholas Castellanos,Tim Anderson,Mookie Betts,Leury Garcia,Melky Cabrera
Alex Wood,Ariel Miranda,Kevan Smith,Matt Holliday,Starlin Castro,Nicholas Castellanos,Orlando Arcia,Aaron Judge,Brett Gardner,Aaron Hicks
Chris Sale,Alex Wood,Carlos Ruiz,Jose Abreu,Robinson Cano,Todd Frazier,Tyler Smith,Mookie Betts,Ben Gamel,Guillermo Heredia
Alex Wood,Marcus Stroman,Sandy Leon,Hanley Ramirez,Josh Rutledge,Nicholas Castellanos,Francisco Lindor,Aaron Judge,Andrew Benintendi,Jackie Bradley
Alex Wood,Ariel Miranda,Sandy Leon,Chris Carter,Ian Kinsler,Chase Headley,Xander Bogaerts,Aaron Judge,Brett Gardner,Aaron Hicks
Alex Wood,Marcus Stroman,Kevan Smith,Chris Carter,Eric Sogard,Chase Headley,Didi Gregorius,Brett Gardner,Mookie Betts,Aaron Hicks
Chris Sale,Asher Wojciechowski,Kevan Smith,Chris Carter,Josh Rutledge,Chase Headley,Francisco Lindor,Aaron Judge,Brett Gardner,Aaron Hicks
Luis Severino,Ariel Miranda,Devin Mesoraco,Carlos Santana,Jason Kipnis,Hernan Perez,Francisco Lindor,Aaron Judge,Michael Brantley,Daniel Robertson
Alex Wood,Ariel Miranda,Kevan Smith,Paul Goldschmidt,Daniel Descalso,Jake Lamb,Chris Owings,David Peralta,Mark Trumbo,Daniel Robertson
Chris Sale,Alex Wood,Kevan Smith,Chris Davis,Robinson Cano,Kyle Seager,JJ Hardy,Nelson Cruz,Ben Gamel,Guillermo Heredia
Justin Verlander,Ariel Miranda,Kevan Smith,Jose Abreu,Ian Kinsler,Jake Lamb,Tim Anderson,JD Martinez,Leury Garcia,Melky Cabrera
Luis Severino,Alex Wood,Kevan Smith,Matt Davidson,Yolmer Sanchez,Nicholas Castellanos,Tim Anderson,Brett Gardner,JD Martinez,Leury Garcia
Alex Wood,Ariel Miranda,Carlos Ruiz,Jose Abreu,Dustin Pedroia,Nicholas Castellanos,Tim Anderson,Avisail Garcia,Leury Garcia,Melky Cabrera
Alex Wood,Ariel Miranda,Carlos Ruiz,Miguel Cabrera,Jonathan Schoop,Ruben Tejada,Xander Bogaerts,Adam Jones,Seth Smith,Mark Trumbo
Chris Sale,Alex Wood,Carlos Ruiz,Chris Davis,Taylor Motter,Kyle Seager,Tyler Smith,Mookie Betts,Melky Cabrera,Jarrod Dyson
Chris Sale,Asher Wojciechowski,Devin Mesoraco,Matt Holliday,Starlin Castro,Ruben Tejada,Troy Tulowitzki,Aaron Judge,Brett Gardner,Aaron Hicks
Luis Severino,Ariel Miranda,Kevan Smith,Matt Davidson,Yolmer Sanchez,Todd Frazier,Francisco Lindor,Aaron Judge,Justin Upton,Leury Garcia
Chris Sale,Alex Wood,Kevan Smith,Eric Thames,Darwin Barney,Russell Martin,Troy Tulowitzki,Mookie Betts,Kevin Pillar,Ezequiel Carrera
Marcus Stroman,Justin Verlander,Devin Mesoraco,Jose Abreu,Jonathan Schoop,Hernan Perez,Tim Anderson,Avisail Garcia,Leury Garcia,Melky Cabrera
Luis Severino,Ariel Miranda,Sandy Leon,Hanley Ramirez,Josh Rutledge,Jake Lamb,Francisco Lindor,JD Martinez,Mookie Betts,Jackie Bradley
