P,P,C,1B,2B,3B,SS,OF,OF,OF
Alex Wood,Ariel Miranda,Yan Gomes,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Xander Bogaerts,JD Martinez,Mookie Betts,Justin Upton
Chris Sale,Alex Wood,Yan Gomes,Jose Abreu,Yolmer Sanchez,Todd Frazier,Orlando Arcia,Leury Garcia,Melky Cabrera,Daniel Robertson
Chris Sale,Ariel Miranda,Yan Gomes,Chris Davis,Jason Kipnis,Todd Frazier,JJ Hardy,Adam Jones,Seth Smith,Mark Trumbo
Alex Wood,Marcus Stroman,James McCann,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Francisco Lindor,JD Martinez,Seth Smith,Mark Trumbo
Alex Wood,Marcus Stroman,Yan Gomes,Miguel Cabrera,Jose Ramirez,Nicholas Castellanos,Francisco Lindor,Mookie Betts,Michael Brantley,Daniel Robertson
Chris Sale,Asher Wojciechowski,Yan Gomes,Edwin Encarnacion,Jason Kipnis,Todd Frazier,Francisco Lindor,Mookie Betts,Mark Trumbo,Daniel Robertson
Chris Sale,Alex Wood,Yan Gomes,Chris Davis,Jonathan Schoop,Ruben Tejada,Orlando Arcia,Adam Jones,Mark Trumbo,Daniel Robertson
Chris Sale,Ariel Miranda,Manny Pina,Jose Abreu,Jason Kipnis,Todd Frazier,Tim Anderson,Avisail Garcia,Leury Garcia,Daniel Robertson
Chris Sale,Ariel Miranda,Kevan Smith,Jose Abreu,Dustin Pedroia,Todd Frazier,Corey Seager,Leury Garcia,Mark Trumbo,Melky Cabrera
Chris Sale,Alex Wood,Manny Pina,Chris Davis,Eric Sogard,Ruben Tejada,JJ Hardy,Mookie Betts,Seth Smith,Mark Trumbo
Alex Wood,Marcus Stroman,Gary Sanchez,Jose Abreu,Ian Kinsler,Todd Frazier,Tim Anderson,Leury Garcia,Mark Trumbo,Melky Cabrera
Alex Wood,Ariel Miranda,Welington Castillo,Chris Davis,Jonathan Schoop,Nicholas Castellanos,Francisco Lindor,Mookie Betts,Seth Smith,Mark Trumbo
Alex Wood,Marcus Stroman,Welington Castillo,Chris Davis,Ian Kinsler,Todd Frazier,Corey Seager,Adam Jones,Seth Smith,Mark Trumbo
Alex Wood,Marcus Stroman,Gary Sanchez,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Jose Iglesias,Justin Upton,Adam Jones,Melky Cabrera
Chris Sale,Marcus Stroman,Kevan Smith,Jose Abreu,Eric Sogard,Todd Frazier,Tim Anderson,Mookie Betts,Melky Cabrera,Daniel Robertson
Alex Wood,Marcus Stroman,Yan Gomes,Carlos Santana,Jason Kipnis,Todd Frazier,Francisco Lindor,Adam Jones,Seth Smith,Daniel Robertson
Alex Wood,Justin Verlander,James McCann,Miguel Cabrera,Ian Kinsler,Todd Frazier,Corey Seager,Brett Gardner,JD Martinez,Justin Upton
Chris Sale,Asher Wojciechowski,Gary Sanchez,Chris Davis,Dustin Pedroia,Ruben Tejada,Francisco Lindor,Adam Jones,Seth Smith,Mark Trumbo
Alex Wood,Ariel Miranda,Yan Gomes,Edwin Encarnacion,Jose Ramirez,Todd Frazier,Francisco Lindor,Aaron Judge,Melky Cabrera,Daniel Robertson
Chris Sale,Alex Wood,Welington Castillo,Trey Mancini,Dustin Pedroia,Todd Frazier,JJ Hardy,Seth Smith,Mark Trumbo,Melky Cabrera
Chris Sale,Alex Wood,Welington Castillo,Chris Davis,Daniel Descalso,Hernan Perez,JJ Hardy,Adam Jones,Seth Smith,Daniel Robertson
Chris Sale,Ariel Miranda,Yan Gomes,Chris Davis,Jason Kipnis,Chase Headley,Francisco Lindor,Leury Garcia,Austin Jackson,Daniel Robertson
Chris Sale,Alex Wood,Manny Pina,Jose Abreu,Eric Sogard,Hernan Perez,Orlando Arcia,Adam Jones,Brett Phillips,Daniel Robertson
Alex Wood,Ariel Miranda,Gary Sanchez,Miguel Cabrera,Yolmer Sanchez,Todd Frazier,Francisco Lindor,Avisail Garcia,Leury Garcia,Melky Cabrera
Chris Sale,Asher Wojciechowski,Gary Sanchez,Jose Abreu,Dustin Pedroia,Todd Frazier,Tim Anderson,Avisail Garcia,Seth Smith,Melky Cabrera
Chris Sale,Alex Wood,Kevan Smith,Jose Abreu,Daniel Descalso,Chase Headley,Tim Anderson,Leury Garcia,Seth Smith,Melky Cabrera
Alex Wood,Marcus Stroman,Sandy Leon,Miguel Cabrera,Dustin Pedroia,Nicholas Castellanos,Xander Bogaerts,Andrew Benintendi,Mookie Betts,Mark Trumbo
Chris Sale,Ariel Miranda,Yan Gomes,Carlos Santana,Jose Ramirez,Todd Frazier,Orlando Arcia,Mookie Betts,Austin Jackson,Daniel Robertson
Chris Sale,Alex Wood,Sandy Leon,Mitch Moreland,Dustin Pedroia,Todd Frazier,Orlando Arcia,Mookie Betts,Jackie Bradley,Daniel Robertson
Chris Sale,Alex Wood,Welington Castillo,Jose Abreu,Jason Kipnis,Ruben Tejada,JJ Hardy,Adam Jones,Leury Garcia,Mark Trumbo
Chris Sale,Ariel Miranda,Manny Pina,Chris Davis,Eric Sogard,Todd Frazier,Orlando Arcia,Domingo Santana,Mark Trumbo,Brett Phillips
Alex Wood,Marcus Stroman,Manny Pina,Miguel Cabrera,Eric Sogard,Hernan Perez,Orlando Arcia,Domingo Santana,JD Martinez,Mookie Betts
Alex Wood,Ariel Miranda,Gary Sanchez,Edwin Encarnacion,Jason Kipnis,Nicholas Castellanos,Francisco Lindor,Michael Brantley,Mark Trumbo,Daniel Robertson
Alex Wood,Ariel Miranda,Yan Gomes,Jose Abreu,Dustin Pedroia,Todd Frazier,Xander Bogaerts,Andrew Benintendi,Mookie Betts,Jackie Bradley
Chris Sale,Justin Verlander,Manny Pina,Jose Abreu,Yolmer Sanchez,Todd Frazier,Tim Anderson,Adam Jones,Mark Trumbo,Melky Cabrera
Alex Wood,Ariel Miranda,Gary Sanchez,Miguel Cabrera,Ian Kinsler,Chase Headley,Didi Gregorius,Brett Gardner,Aaron Hicks,Melky Cabrera
Alex Wood,Ariel Miranda,Gary Sanchez,Victor Martinez,Ian Kinsler,Nicholas Castellanos,Jose Iglesias,Brett Gardner,JD Martinez,Leury Garcia
Chris Sale,Ariel Miranda,Yan Gomes,Matt Davidson,Eric Sogard,Todd Frazier,Tim Anderson,Leury Garcia,Seth Smith,Melky Cabrera
Alex Wood,Marcus Stroman,James McCann,Chris Davis,Dustin Pedroia,Nicholas Castellanos,Jose Iglesias,JD Martinez,Mookie Betts,Justin Upton
Alex Wood,Justin Verlander,Yan Gomes,Jose Abreu,Jose Ramirez,Todd Frazier,Tim Anderson,Brett Gardner,Avisail Garcia,Leury Garcia
Chris Sale,Ariel Miranda,Yan Gomes,Jose Abreu,Yolmer Sanchez,Chase Headley,Tim Anderson,Mookie Betts,Avisail Garcia,Melky Cabrera
Alex Wood,Marcus Stroman,Gary Sanchez,Chris Davis,Jonathan Schoop,Nicholas Castellanos,JJ Hardy,JD Martinez,Adam Jones,Mark Trumbo
Alex Wood,Marcus Stroman,Kevan Smith,Jose Abreu,Jason Kipnis,Todd Frazier,Corey Seager,Mookie Betts,Avisail Garcia,Leury Garcia
Luis Severino,Alex Wood,James McCann,Miguel Cabrera,Ian Kinsler,Nicholas Castellanos,Jose Iglesias,Aaron Judge,Mookie Betts,Daniel Robertson
Chris Sale,Asher Wojciechowski,Kevan Smith,Chris Davis,Jason Kipnis,Todd Frazier,Francisco Lindor,Avisail Garcia,Leury Garcia,Melky Cabrera
Chris Sale,Alex Wood,Kevan Smith,Jose Abreu,Logan Forsythe,Todd Frazier,JJ Hardy,Aaron Hicks,Avisail Garcia,Melky Cabrera
Alex Wood,Ariel Miranda,Yan Gomes,Miguel Cabrera,Jason Kipnis,Todd Frazier,Francisco Lindor,JD Martinez,Michael Brantley,Austin Jackson
