"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Aaron Judge",5600,"NYY@OAK 10:05PM ET",12.115,"NYY","OAK",NA,8.4,5,NA,"3",NA,3
"SS","Trea Turner",5500,"WAS@NYM 07:10PM ET",9.87,"WAS","NYM",NA,10,2,NA,"1",NA,2
"OF","Charlie Blackmon",5500,"SF@COL 08:40PM ET",10.735,"COL","SF",NA,11.5,21,NA,"1",NA,21
"OF","Bryce Harper",5400,"WAS@NYM 07:10PM ET",10.879,"WAS","NYM",NA,10,16,NA,"2",NA,16
"3B","Nolan Arenado",5400,"SF@COL 08:40PM ET",8.897,"COL","SF",NA,12.2,27,NA,"3",NA,27
"1B","Mark Reynolds",5300,"SF@COL 08:40PM ET",9.154,"COL","SF",NA,10.2,10,NA,"4",NA,10
"1B","Ryan Zimmerman",5200,"WAS@NYM 07:10PM ET",10.881,"WAS","NYM",NA,7.4,7,NA,"4",NA,7
"OF","Mookie Betts",5200,"BOS@PHI 07:05PM ET",9.887,"BOS","PHI",NA,10.6,3,NA,"1",NA,3
"OF","Andrew Benintendi",5000,"BOS@PHI 07:05PM ET",8.426,"BOS","PHI",NA,8.3,2,NA,"5",NA,2
"C","Gary Sanchez",4900,"NYY@OAK 10:05PM ET",9.838,"NYY","OAK",NA,7.9,26,NA,"6",NA,26
"3B/OF","Eduardo Nunez",4900,"SF@COL 08:40PM ET",8.016,"SF","COL",NA,12.7,3,NA,"2",NA,3
"1B/C","Buster Posey",4800,"SF@COL 08:40PM ET",8.255,"SF","COL",NA,13,24,NA,"4",NA,24
"OF","Cameron Maybin",4700,"KC@LAA 10:07PM ET",9.34,"LAA","KC",NA,7.9,5,NA,"1",NA,5
"2B","Daniel Murphy",4700,"WAS@NYM 07:10PM ET",9.393,"WAS","NYM",NA,8,20,NA,"3",NA,20
"OF","Michael Conforto",4700,"WAS@NYM 07:10PM ET",9.345,"NYM","WAS",NA,0,0,NA,"x",NA,NA
