"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4000,95,38,"Aaron Judge","NYY",NA,"OF",6,3,2,4,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,12500,29.6,37,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,8,0,0,2,3,2,0
3,2,3900,94.8717948717949,37,"Brett Gardner","NYY",NA,"OF",1,3,2,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,2900,124.137931034483,36,"Marwin Gonzalez","HOU",NA,"3B/OF",7,2,2,5,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,3400,105.882352941176,36,"Steve Pearce","TOR",NA,"OF",6,2,2,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,3400,105.882352941176,36,"Jay Bruce","NYM",NA,"OF",3,2,2,6,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,6,3700,91.8918918918919,34,"Javier Baez","CHC",NA,"2B/SS",9,2,1,3,0,4,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,2,9100,35.6043956043956,32.4,"Jose Quintana","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,8,0,0,0,4,2,0
9,3,5000,59.4,29.7,"Trevor Cahill","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,0,3,0,0
10,7,4700,59.5744680851064,28,"Hanley Ramirez","BOS",NA,"1B",4,2,2,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,8,4400,63.6363636363636,28,"Brian Dozier","MIN",NA,"2B",1,2,2,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,4,8600,32.4418604651163,27.9,"Ervin Santana","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6,0,0,0,3,3,0
13,5,8900,28.6516853932584,25.5,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,7.33333333333333,0,0,0,4,1,0
