"Aaron Judge_NYY","Gary Sanchez_NYY","Justin Smoak_TOR","Brett Gardner_NYY","Jose Abreu_CWS","Avisail Garcia_CWS","Matt Holliday_NYY","Carlos Gomez_TEX","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Khris Davis_OAK","Todd Frazier_CWS","Aaron Hicks_NYY","Didi Gregorius_NYY","Jose Bautista_TOR","Kendrys Morales_TOR","Josh Donaldson_TOR","Matt Joyce_OAK","Adrian Beltre_TEX","Russell Martin_TOR","Mike Moustakas_KC","Matt Davidson_CWS","Delino DeShields_TEX","Nomar Mazara_TEX","Mike Napoli_TEX","Lorenzo Cain_KC","Whit Merrifield_KC","Yonder Alonso_OAK","Jacoby Ellsbury_NYY","Starlin Castro_NYY","Joey Gallo_TEX","Steve Pearce_TOR","Salvador Perez_KC","Eric Hosmer_KC","Jorge Bonifacio_KC","Devon Travis_TOR","Jed Lowrie_OAK","Marcus Semien_OAK","Yoan Moncada_CWS","Robinson Chirinos_TEX","Chris Carter_NYY","Kevin Pillar_TOR","Chad Pinder_OAK","Tim Anderson_CWS","Greg Bird_NYY","Jorge Soler_KC","Melky Cabrera_CWS","Stephen Vogt_OAK","Tyler Saladino_CWS","Ronald Guzman_TEX","Yolmer Sanchez_CWS","Alen Hanson_CWS","Ryon Healy_OAK","Jonathan Lucroy_TEX","Rougned Odor_TEX","Rob Refsnyder_NYY","Troy Tulowitzki_TOR","Alex Gordon_KC","Rajai Davis_OAK","Mark Canha_OAK","Chase Headley_NYY","Tyler Austin_NYY","Jurickson Profar_TEX","Joey Wendle_OAK","Paulo Orlando_KC","Billy Burns_KC","Ryan Goins_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Charlie Tilson_CWS","Kevan Smith_CWS","Adam Engel_CWS","Mason Williams_NYY","Dalton Pompey_TOR","Cheslor Cuthbert_KC","Rowdy Tellez_TOR","Pete Kozma_TEX","Ronald Torreyes_NYY","Brett Nicholas_TEX","Jared Hoying_TEX","Gleyber Torres_NYY","Brandon Moss_KC","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Jake Smolinski_OAK","Ryan LaMarre_OAK","Matt Chapman_OAK","Ryan Rua_TEX","Andy Ibanez_TEX","Darrell Ceciliani_TOR","Terrance Gore_KC","Ryan O'Hearn_KC","Leury Garcia_CWS","Jacob May_CWS","Jaycob Brugman_OAK","Bruce Maxwell_OAK","Austin Romine_NYY","Chris Coghlan_TOR","Anthony Alford_TOR","Josh Phegley_OAK","Cody Asche_CWS","Willy Garcia_CWS","Hanser Alberto_TEX","Dwight Smith_TOR","Geovany Soto_CWS","Adam Rosales_OAK","Drew Stubbs_TEX","Kyle Higashioka_NYY","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","Alcides Escobar_KC","Darwin Barney_TOR","Raul Mondesi_KC","Omar Narvaez_CWS","Jaff Decker_OAK","Renato Nunez_OAK","Franklin Barreto_OAK","Drew Robinson_TEX","Drew Butera_KC","Luke Maile_TOR","Matt Olson_OAK","Mike Ohlman_TOR","Ramon Torres_KC","Ian Parmley_TOR","Hunter Dozier_KC","Grant Green_CWS","Zack Collins_CWS"
108.549977385798,31.1607396870555,0,19.5028195488722,0,0,22.4409701928697,0,0,0,0,0,6.61666666666667,1.02995169082126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.733333333333333,29.5574400723654,0,0,0,0,0,0,0,0,0,0,9.64939024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89090909090909,0,0,0,0,0,0,0,0,0,0,0,52.5,0,0,0,0,24.1193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10221674876847,0,0,0,0,0,0,0,0,0,0,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.1607396870555,100.907051282051,0,6.25960170697013,0,0,31.4932432432432,0,0,0,0,0,20.5322580645161,2.63193277310924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.85238095238095,35.559379217274,0,0,0,0,0,0,0,0,0,0,11.005291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19034090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.55494505494505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.0833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,82.4776836158192,0,0,0,0,0,0,0,0,0,0,0,-2.03954802259887,10.1737373737374,20.0512820512821,0,0,17.5232732732733,0,0,0,0,0,0,0,0,0,0,0,12.4148550724638,0,0,0,24.1315789473684,0,0,0,0,0,-2.14191729323308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2395833333333,0,0,0,0,0,0,0,0,0,-7.86411411411411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5,7.01108870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.33333333333333,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,-8.05287356321839,0,0,0,0,0,0,0,-8.71428571428571,0,17,0,0,0,0,0
19.5028195488722,6.25960170697013,0,70.8237288135593,0,0,15.0196078431373,0,0,0,0,0,14.668016194332,7.28848283499446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.14,4.47311513734658,0,0,0,0,0,0,0,0,0,0,0.447619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.46285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.10591133004926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52380952380952,0,0,0,0,0,0,0,0,0,0,3.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,61.8310417768377,14.0236703682057,0,0,0,0,0,2.35972850678733,0,0,0,0,0,0,0,0,0,25.8944444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.43396226415094,0,0,23.1460980036298,0,6.625,0,10.6268472906404,63.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72727272727273,-14.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.2682926829268,1.98214285714286,0,0,0,0,0,0,16.8076923076923,8.00416666666667,0,0,-12.8055555555556,0,0,0,0,0,0,0,0,0,11.9103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,14.0236703682057,87.9827683615819,0,0,0,0,0,27.9918367346939,0,0,0,0,0,0,0,0,0,26.1797040169133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1251885369532,0,0,7.14837662337662,0,14.7572463768116,0,10.8571428571429,-36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.22510822510823,-4.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63589743589744,0.333333333333333,0,0,0,0,0,0,15.5384615384615,39.4725274725275,0,0,44.0444444444444,0,0,0,0,0,0,0,0,0,5.79100529100529,0,0,0,0,0,0,0,0,0,0,0,0,0
22.4409701928697,31.4932432432432,0,15.0196078431373,0,0,67.0901639344262,0,0,0,0,0,7.90420819490587,13.063122923588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3888888888889,24.1751412429379,0,0,0,0,0,0,0,0,0,0,0.19203413940256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06862745098039,0,0,0,0,0,0,0,0,0,0,0,-105,0,0,0,0,0.5997150997151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.02173913043478,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,91.5681063122924,11.5930930930931,9.55168408826945,0,0,0,0,0,0,0,0,50.6666666666667,0,0,0,28.4664031620553,14.7154654654655,2.21120107962213,0,0,0,0,0,-8.62304409672831,0,0,0,0,0,0,0,0,22.7125,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.80911330049261,26.953488372093,0,0,0,0,0,0,0,4.15909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.16666666666667,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,11.5930930930931,59.7125859333686,2.93785310734463,0,0,0,0,0,0,0,0,-15.0672514619883,0,0,0,24.777027027027,19.3298258345428,-14.8772727272727,0,0,0,0,0,11.3412337662338,0,0,0,0,0,0,0,0,12.3913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.42071881606765,0.80830248545743,0,0,0,0,0,0,0,8.64285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,19,0,0,0,0,0,0,0,32.7947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9.55168408826945,2.93785310734463,60.6152326602283,0,0,0,0,0,0,0,0,6.22222222222222,0,0,0,6.79900332225914,4.04237288135593,-6.85595776772247,0,0,0,0,0,-5.48989071038251,0,0,0,0,0,0,0,0,24.9616666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2530612244898,-7.15803336259877,0,0,0,0,0,0,0,8.19230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,0,-2.95512820512821,0,0,0,0,0,0,0,0.443076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
