"Place_lo","Place_hi","Payout"
"1","1","36.25"
"2","2","20"
"3","3","15"
"4","4","10"
"5","5","5"
"6","6","3.75"
"7","7","3.12"
"8","8","2.87"
"9","9","2.25"
"10",NA,"1.76"
"11","20","1"
"21","30","0.88"
"31","50","0.76"
"51","100","0.62"
"101","150","0.5"
"151","300","0.4"
