"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,784926069,"pepsiluver13 (1/9)",0,214.95,"1B Ian Desmond OF Matt Joyce OF Jabari Blash P Mike Montgomery OF Charlie Blackmon P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu C Héctor Sánchez SS Trevor Story",NA,"Giancarlo Stanton","38.32%",14
2,784917729,"nomoreiloveyous (7/9)",0,209.55,"C Ryan Hanigan OF Ian Desmond 1B Mark Reynolds OF Giancarlo Stanton P James Paxton 3B Nolan Arenado 2B Brian Dozier OF Christian Yelich SS Trevor Story P José Berríos",NA,"Nolan Arenado","35.03%",58
2,784917731,"nomoreiloveyous (9/9)",0,209.55,"1B Mark Reynolds OF Charlie Blackmon P James Paxton 3B Nolan Arenado 2B DJ LeMahieu C Héctor Sánchez OF Christian Yelich SS Trevor Story OF Manuel Margot P José Berríos",NA,"Charlie Morton","31.41%",13.4
4,785019377,"pimplepoppermd (3/5)",0,206.65,"OF Ian Desmond OF Brett Gardner OF Charlie Blackmon P James Paxton 1B Tommy Joseph 3B Nolan Arenado 2B DJ LeMahieu P Jon Gray SS Trevor Story C Bruce Maxwell",NA,"Jake Faria","26.87%",5.25
5,785052142,"jdhender (3/3)",0,206.55,"OF Ian Desmond OF Jabari Blash OF Charlie Blackmon P James Paxton 3B Nolan Arenado 2B DJ LeMahieu 1B Wil Myers C Héctor Sánchez SS Trevor Story P José Berríos",NA,"Sonny Gray","26.87%",20.85
6,784926118,"pepsiluver13 (8/9)",0,205.25,"P Charlie Morton 1B Ian Desmond OF Matt Joyce OF Charlie Blackmon P Sonny Gray 3B Nolan Arenado 2B Brian Dozier OF Jaycob Brugman SS Trevor Story C Bruce Maxwell",NA,"Héctor Sánchez","26.08%",8
7,785097397,"fishingwithfish",0,204.25,"P Charlie Morton 1B Sean Rodríguez OF Charlie Blackmon P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu C Andrew Knapp SS Trevor Story OF Clint Frazier OF Zack Granite",NA,"Dan Straily","25.62%",10.05
8,784925034,"shawnzhan (12/20)",0,199.95,"C Ryan Hanigan OF Ian Desmond OF Matt Joyce 2B Jed Lowrie OF Khris Davis 1B Yonder Alonso P Sonny Gray 3B Nolan Arenado P Jon Gray SS Trevor Story",NA,"Trevor Story","22.45%",35
9,785086029,"richmurphy55",0,191.6,"OF Jon Jay OF Charlie Blackmon P James Paxton 3B Nolan Arenado 2B Brian Dozier P Dan Straily 1B Justin Bour OF Danny Santana C Andrew Knapp SS Javier Báez",NA,"Ian Desmond","21.20%",6
10,784907291,"boozinbuffalo (9/20)",0,191.35,"P Mike Montgomery OF Charlie Blackmon 3B Nolan Arenado 1B Wil Myers C Héctor Sánchez OF Cory Spangenberg SS Trevor Story P Jake Faria OF Manuel Margot 2B Carlos Asuaje",NA,"Mark Reynolds","19.95%",0
