"Mike Trout_LAA","Mookie Betts_BOS","Freddie Freeman_ATL","Manny Machado_BAL","Ryan Braun_MIL","Hanley Ramirez_BOS","Xander Bogaerts_BOS","Eric Thames_MIL","Nelson Cruz_SEA","Matt Kemp_ATL","Andrew Benintendi_BOS","Giancarlo Stanton_MIA","Jean Segura_SEA","Robinson Cano_SEA","Adam Jones_BAL","Dee Gordon_MIA","Dexter Fowler_STL","Matt Carpenter_STL","Jonathan Villar_MIL","Jackie Bradley_BOS","Christian Yelich_MIA","Dustin Pedroia_BOS","Mark Trumbo_BAL","Kyle Seager_SEA","Jay Bruce_NYM","Chris Davis_BAL","Yoenis Cespedes_NYM","Ender Inciarte_ATL","Stephen Piscotty_STL","Aledmys Diaz_STL","Jedd Gyorko_STL","Jonathan Schoop_BAL","Albert Pujols_LAA","Brandon Phillips_ATL","Welington Castillo_BAL","Mitch Moreland_BOS","Evan Longoria_TB","Pablo Sandoval_BOS","Jose Reyes_NYM","Michael Conforto_NYM","Keon Broxton_MIL","Randal Grichuk_STL","Hyun Soo Kim_BAL","Trey Mancini_BAL","Corey Dickerson_TB","Marcell Ozuna_MIA","Asdrubal Cabrera_NYM","Travis Shaw_MIL","Seth Smith_BAL","Brad Miller_TB","JT Realmuto_MIA","Mitch Haniger_SEA","Hernan Perez_MIL","Craig Gentry_BAL","Brock Holt_BOS","Steven Souza_TB","Cameron Maybin_LAA","Kole Calhoun_LAA","David Wright_NYM","Nick Markakis_ATL","Yadier Molina_STL","JJ Hardy_BAL","Wilson Ramos_TB","Kevin Kiermaier_TB","Martin Prado_MIA","Danny Valencia_SEA","CJ Cron_LAA","Neil Walker_NYM","Lucas Duda_NYM","Domingo Santana_MIL","Orlando Arcia_MIL","Colby Rasmus_TB","Luis Valbuena_LAA","Leonys Martin_SEA","Taylor Motter_SEA","Adonis Garcia_ATL","Travis d'Arnaud_NYM","Jhonny Peralta_STL","Nick Franklin_MIL","Chris Young_BOS","Joey Rickard_BAL","Logan Morrison_TB","Matt Duffy_TB","Jefry Marte_LAA","Andrelton Simmons_LAA","Curtis Granderson_NYM","Matt Adams_STL","Jesus Aguilar_MIL","Justin Bour_MIA","Jarrod Dyson_SEA","Dansby Swanson_ATL","Kolten Wong_STL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Harrison Bader_STL","Sandy Leon_BOS","Chase d'Arnaud_BOS","Steve Selsky_BOS","Marco Hernandez_BOS","Mallex Smith_TB","Derek Dietrich_MIA","Tim Beckham_TB","Jake Bauers_TB","Yunel Escobar_LAA","Ben Revere_LAA","Mike Zunino_SEA","Ben Gamel_SEA","Wilmer Flores_NYM","Jace Peterson_ATL","Jose Martinez_STL","Ryan Flaherty_BAL","Tyler Flowers_ATL","Manny Pina_MIL","Greg Garcia_STL","Caleb Joseph_BAL","Christian Vazquez_BOS","Deven Marrero_BOS","Josh Rutledge_BOS","Peter Bourjos_TB","Derek Norris_TB","Adeiny Hechavarria_MIA","Danny Espinosa_LAA","Guillermo Heredia_SEA","Brandon Nimmo_NYM","TJ Rivera_NYM","Micah Johnson_ATL","Jett Bandy_MIL","Rickie Weeks_TB","Destin Hood_MIA","Shawn O'Malley_SEA","Rio Ruiz_ATL","Carson Kelly_STL","Ichiro Suzuki_MIA","Tyler Moore_MIA","Curt Casali_TB","Carlos Ruiz_SEA","Boog Powell_SEA","Juan Lagares_NYM","Jesus Sucre_TB","Daniel Robertson_TB","Kurt Suzuki_ATL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Eric Fryer_STL","AJ Ellis_MIA","Francisco Pena_BAL","JT Riddle_MIA","Martin Maldonado_LAA","Juan Graterol_LAA","Mike Freeman_SEA","Daniel Vogelbach_SEA","Shane Peterson_TB","Miguel Rojas_MIA","Carlos Perez_LAA","Rene Rivera_NYM","Anthony Recker_ATL","Cliff Pennington_LAA","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
29.2615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5154872670822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.66280206080651,3.43313980354185,0,0,0,0,0,0,0,0,-7.31866239108532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.91029785467145,-6.75418591861174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65289561246805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39582759838499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.43086153491326,0,0,0,0,0,0,0,0,0,0,0,0
0,62.0887445887446,0,0,0,10.8033015949864,8.85781625341145,0,0,0,24.5056146580741,0,0,0,0,0,0,0,0,-22.2269813756719,0,5.78963514438004,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2787256322827,0,13.4786771434304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34558265490234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6715955716986,0,0,-5.19460826743112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,114.476666666667,0,0,0,0,0,0,18.9001374568609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5524611984594,0,0,0,0,0,-22.8931779445798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.5569190014791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.913070736049294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6719157854079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.83636330527035,0,0,8.83248240112908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,56.0738461538462,0,0,0,0,0,0,0,0,0,0,-1.14910867504972,0,0,0,0,0,0,0,16.966710440101,0,0,-4.95715649369689,0,0,0,0,0,-8.82476883104695,0,0,18.6368080364554,0,0,0,0,0,0,0,0,27.3231348253294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722224691159988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,71.2687747035573,0,0,26.7129697429457,0,0,0,0,0,0,0,0,0,0,-26.5141368144287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.1629962462215,0,0,0,0,0,0,-19.1529725360088,0,0,0,0,-12.7973081846324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.53910695274413,19.024144969928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2580007323008,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1275097171805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.8033015949864,0,0,0,47.4285714285714,6.65088132288725,0,0,0,14.8070286705204,0,0,0,0,0,0,0,0,-30.2932418905869,0,4.39657596320042,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77337293692352,0,13.523339125858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25453340508962,0,0,-4.27258970759613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.85781625341145,0,0,0,6.65088132288725,22.0921052631579,0,0,0,7.4754888290529,0,0,0,0,0,0,0,0,-0.380081271010858,0,1.82396732811971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177549665347469,0,12.6221814897537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.25916486856569,0,0,0.0219628915623427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,26.7129697429457,0,0,97.9927536231884,0,0,0,0,0,0,0,0,0,0,-9.89603364224018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.5287826091151,0,0,0,0,0,0,16.5093533728915,0,0,0,0,71.3279881177092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03783556393926,1.33185028112711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2906952891562,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9166575237459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,64.7261538461538,0,0,0,15.919427046267,7.33529862958303,0,0,0,0,0,0,0,0,0,11.4818715021293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58278025617748,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20126442815249,0,0,0,0,0,0,0,16.367141797427,7.55819437386204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2984722284155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.33599132880842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.274087982786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18.9001374568609,0,0,0,0,0,0,158.066666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2037453283161,0,0,0,0,0,-29.9796464537932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3475809679049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58426623394557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4750990585884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
