"Place_lo","Place_hi","Payout"
"1","1","20000"
"2","2","10000"
"3","3","5000"
"4","4","3000"
"5","5","2000"
"6","6","1500"
"7","8","1250"
"9","10","1000"
"11","15","750"
"16","20","600"
"21","25","500"
"26","35","300"
"36","50","200"
"51","75","150"
"76","100","100"
"101","150","75"
"151","200","50"
"201","300","40"
"301","400","35"
"401","650","30"
"651","1000","25"
"1001","1750","20"
"1751","3250","15"
"3251","5500","12"
"5501","9100","10"
"9101","15600","8"
