"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,762165078,"jgadharf (6/20)",0,153.05,"P Corey Kluber P Chase Anderson SS Francisco Lindor 3B Nolan Arenado 2B Jason Kipnis OF Carlos González 1B Eric Thames OF Gerardo Parra C Tony Wolters OF Daniel Robertson",NA,"Corey Kluber","63.46%",35.7
2,762219524,"jrgeb",0,151.6,"P Corey Kluber P Adam Wainwright 3B Nolan Arenado SS Trevor Story 2B Jason Kipnis 1B Mark Reynolds OF Gerardo Parra OF Hernán Pérez OF Ben Gamel C Jett Bandy",NA,"Michael Conforto","37.80%",0
3,762211584,"examind123 (4/10)",0,151.05,"P Corey Kluber P Chase Anderson OF Michael Brantley 2B Robinson Canó SS Trevor Story OF Domingo Santana OF Carlos González 1B Wilmer Flores 3B Hernán Pérez C Tony Wolters",NA,"Francisco Lindor","36.24%",7
4,762184675,"ckanderson1968",0,148.05,"P Corey Kluber P Chase Anderson 3B Nolan Arenado OF Michael Brantley 2B Robinson Canó 1B Mark Reynolds OF Carlos González OF Dexter Fowler C Yadier Molina SS Adam Rosales",NA,"Adam Wainwright","35.60%",25.9
5,762085206,"mm74",0,147.05,"P Corey Kluber P Chase Anderson 3B Nolan Arenado OF Michael Brantley 1B Mark Reynolds OF Carlos González OF Gerardo Parra 2B Jonathan Villar C Yan Gomes SS Aledmys Díaz",NA,"Michael Brantley","32.43%",9
6,762200578,"rexjred (1/8)",0,146.6,"P Corey Kluber P Adam Wainwright OF Charlie Blackmon 3B Nolan Arenado 2B Jason Kipnis 1B Mark Reynolds OF Carlos González C Tony Wolters OF Daniel Robertson SS Adam Rosales",NA,"Jason Kipnis","31.00%",15
7,761914771,"colvinde",0,146.05,"P Corey Kluber P Chase Anderson 2B Jason Kipnis 1B Mark Reynolds OF Cody Bellinger OF Carlos González SS Corey Seager 3B Travis Shaw OF Gerardo Parra C Austin Barnes",NA,"Eric Thames","30.16%",0
7,762048093,"wedeln69 (1/3)",0,146.05,"P Corey Kluber P Chase Anderson SS Francisco Lindor 3B Nolan Arenado 2B Jason Kipnis OF Carlos González 1B Eric Thames OF Gerardo Parra OF Ben Gamel C Jett Bandy",NA,"Travis Shaw","29.06%",2
9,762100166,"Babyphat20 (5/13)",0,145.6,"P Corey Kluber P Adam Wainwright SS Francisco Lindor 1B Mark Reynolds OF Carlos González 2B DJ LeMahieu OF Gerardo Parra OF Dexter Fowler C Tony Wolters 3B Paul DeJong",NA,"Charlie Blackmon","28.66%",2
10,762082090,"masheba14 (1/2)",0,145.05,"P Corey Kluber P Chase Anderson SS Francisco Lindor OF Michael Brantley 2B Jason Kipnis OF Carlos González OF Gerardo Parra 1B Adrián González 3B Jedd Gyorko C Yadier Molina",NA,"Jay Bruce","27.63%",0
