Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,732,Matt Ryan,QB,8,ATL,GB,11,9,7000,24.3
2,16597,Mike Evans,WR,8,TB,OAK,26,27,8100,23.5
3,7242,Drew Brees,QB,8,NO,SEA,5,6,6900,23.3
4,2593,Aaron Rodgers,QB,8,GB,ATL,31,29,7500,21.6
5,17923,Ezekiel Elliott,RB,8,DAL,PHI,4,16,7200,21.5
6,4314,Tom Brady,QB,8,NE,BUF,9,5,7600,20.8
7,16847,David Johnson,RB,8,ARI,CAR,27,10,7700,20.7
8,9038,Matthew Stafford,QB,8,DET,HOU,6,7,6400,20.4
9,13291,Julio Jones,WR,8,ATL,GB,11,21,9600,20.3
10,12841,Andy Dalton,QB,8,CIN,WAS,15,9,6200,20.1
11,12845,AJ Green,WR,8,CIN,WAS,15,14,8800,20
12,13320,Cam Newton,QB,8,CAR,ARI,2,4,7400,20
13,16311,Derek Carr,QB,8,OAK,TB,20,15,5900,19.9
14,14008,Andrew Luck,QB,8,IND,KC,16,11,6800,19.7
15,13124,DeMarco Murray,RB,8,TEN,JAX,17,13,7400,19.7
16,14536,Russell Wilson,QB,8,SEA,NO,30,28,7200,19.6
17,16524,Devonta Freeman,RB,8,ATL,GB,11,1,6500,19.3
18,5571,Larry Fitzgerald,WR,8,ARI,CAR,27,24,7500,18.9
19,16765,Amari Cooper,WR,8,OAK,TB,20,16,7600,18.9
20,15261,Spencer Ware,RB,8,KC,IND,25,29,6800,18.6
21,14005,TY Hilton,WR,8,IND,KC,16,31,7900,17.7
22,12831,Tyrod Taylor,QB,8,BUF,NE,8,16,5200,17.7
23,14986,DeAndre Hopkins,WR,8,HOU,DET,28,23,7400,17.7
24,2428,Carson Palmer,QB,8,ARI,CAR,27,30,6000,17.5
25,16763,Marcus Mariota,QB,8,TEN,JAX,17,19,5900,17.4
26,14252,Kirk Cousins,QB,8,WAS,CIN,19,27,6300,17.2
27,18055,Dak Prescott,QB,8,DAL,PHI,4,1,5800,17.2
28,2699,Matt Forte,RB,8,NYJ,CLE,32,28,6400,16.9
29,6739,Alex Smith,QB,8,KC,IND,25,25,5800,16.8
30,16762,Jameis Winston,QB,8,TB,OAK,26,26,5700,16.8
31,8283,Ryan Fitzpatrick,QB,8,NYJ,CLE,32,31,6200,16.7
32,17970,Devontae Booker,RB,8,DEN,SD,24,27,3700,16.5
33,15256,Christine Michael,RB,8,SEA,NO,30,31,7300,16.4
34,4556,Jordy Nelson,WR,8,GB,ATL,31,17,7200,16.2
35,17920,Carson Wentz,QB,8,PHI,DAL,10,18,5100,16.1
36,16245,Blake Bortles,QB,8,JAX,TEN,12,12,6100,15.9
37,14053,Brock Osweiler,QB,8,HOU,DET,28,32,5400,15.8
38,8244,Philip Rivers,QB,8,SD,DEN,3,3,6100,15.7
39,8355,Julian Edelman,WR,8,NE,BUF,9,12,6300,15.7
40,13870,Marvin Jones,WR,8,DET,HOU,6,4,6600,15.6
41,11527,Sam Bradford,QB,8,MIN,CHI,19,17,5000,15.5
42,13460,Doug Baldwin,WR,8,SEA,NO,30,19,6900,15.4
43,10974,Rob Gronkowski,TE,8,NE,BUF,9,2,7000,15.4
44,16263,Allen Robinson,WR,8,JAX,TEN,12,10,7500,15.3
45,11667,Brandon Marshall,WR,8,NYJ,CLE,32,30,7800,15.2
46,11197,Demaryius Thomas,WR,8,DEN,SD,24,14,6200,15.1
47,11270,Dez Bryant,WR,8,DAL,PHI,4,5,7100,15.1
48,16568,Brandin Cooks,WR,8,NO,SEA,5,9,7300,15
49,11063,Emmanuel Sanders,WR,8,DEN,SD,24,14,6500,14.7
50,13791,Lamar Miller,RB,8,HOU,DET,28,11,6300,14.6
51,16776,Melvin Gordon,RB,8,SD,DEN,3,18,5700,14.6
52,15100,Jordan Reed,TE,8,WAS,CIN,19,26,5900,14.6
53,15974,Jordan Matthews,WR,8,PHI,DAL,10,14,5700,14.3
54,13693,Terrelle Pryor,WR,8,CLE,NYJ,22,28,6100,14.3
55,5820,Frank Gore,RB,8,IND,KC,16,17,4700,14.2
56,17009,Trevor Siemian,QB,8,DEN,SD,24,20,5100,14.2
57,16550,Kelvin Benjamin,WR,8,CAR,ARI,2,8,7200,14.1
58,5282,Josh McCown,QB,8,CLE,NYJ,22,24,5200,14
59,16470,Davante Adams,WR,8,GB,ATL,31,17,4900,14
60,9331,Michael Crabtree,WR,8,OAK,TB,20,16,6700,13.9
61,13299,Jacquizz Rodgers,RB,8,TB,OAK,26,24,5800,13.8
62,13255,Matt Asiata,RB,8,MIN,CHI,19,7,3500,13.7
63,16906,Stefon Diggs,WR,8,MIN,CHI,19,32,5600,13.7
64,16056,James White,RB,8,NE,BUF,9,20,4800,13.7
65,14916,Giovani Bernard,RB,8,CIN,WAS,15,23,5200,13.6
66,14187,Alshon Jeffery,WR,8,CHI,MIN,1,2,5900,13.5
67,1658,Greg Olsen,TE,8,CAR,ARI,2,1,6500,13.5
68,15126,Theo Riddick,RB,8,DET,HOU,6,22,5000,13.5
69,13337,Mark Ingram,RB,8,NO,SEA,5,6,5000,13.4
70,16063,Quincy Enunwa,WR,8,NYJ,CLE,32,30,4800,13.2
71,8914,Jeremy Maclin,WR,8,KC,IND,25,5,6000,13
72,15071,Latavius Murray,RB,8,OAK,TB,20,25,4500,12.6
73,16141,Willie Snead,WR,8,NO,SEA,5,9,5800,12.4
74,11611,Golden Tate,WR,8,DET,HOU,6,4,5100,12.2
75,17960,Michael Thomas,WR,8,NO,SEA,5,9,5000,12.1
76,17048,Tyrell Williams,WR,8,SD,DEN,3,1,4700,11.8
77,15048,Travis Kelce,TE,8,KC,IND,25,25,4900,11.8
78,15102,Chris Thompson,RB,8,WAS,CIN,19,21,3700,11.8
79,14872,Mike Gillislee,RB,8,BUF,NE,8,9,3800,11.7
80,14871,Robert Woods,WR,8,BUF,NE,8,10,4000,11.3
81,16866,Jamison Crowder,WR,8,WAS,CIN,19,7,4600,11.3
82,4577,Gary Barnidge,TE,8,CLE,NYJ,22,21,3300,11.3
83,16232,Donte Moncrief,WR,8,IND,KC,16,31,5400,11.3
84,8972,Jay Cutler,QB,8,CHI,MIN,1,1,5000,11.1
85,6767,Pierre Garcon,WR,8,WAS,CIN,19,7,3900,11
86,11712,Anquan Boldin,WR,8,DET,HOU,6,4,4200,10.9
87,16127,Isaiah Crowell,RB,8,CLE,NYJ,22,14,3700,10.9
88,7175,Delanie Walker,TE,8,TEN,JAX,17,5,4700,10.9
89,12415,Zach Miller,TE,8,CHI,MIN,1,9,3000,10.8
90,17916,Will Fuller,WR,8,HOU,DET,28,23,6000,10.8
91,15602,Jack Doyle,TE,8,IND,KC,16,8,3500,10.8
92,13887,Travis Benjamin,WR,8,SD,DEN,3,1,5200,10.8
93,3943,DeSean Jackson,WR,8,WAS,CIN,19,7,5300,10.8
94,16838,Duke Johnson,RB,8,CLE,NYJ,22,14,3900,10.7
95,12800,Bilal Powell,RB,8,NYJ,CLE,32,28,3500,10.7
96,16200,CJ Fiedorowicz,TE,8,HOU,DET,28,30,2800,10.7
97,7884,Antonio Gates,TE,8,SD,DEN,3,14,2700,10.6
98,11463,Brandon LaFell,WR,8,CIN,WAS,15,14,4300,10.6
99,12296,LeGarrette Blount,RB,8,NE,BUF,9,20,5300,10.5
100,5451,Jonathan Stewart,RB,8,CAR,ARI,2,2,4900,10.5
101,13027,Julius Thomas,TE,8,JAX,TEN,12,22,3600,10.3
102,16112,Jeremy Hill,RB,8,CIN,WAS,15,23,4500,10.2
103,17167,Cameron Meredith,WR,8,CHI,MIN,1,2,4800,10.2
104,16593,Cameron Brate,TE,8,TB,OAK,26,27,3200,10.1
105,14856,Zach Ertz,TE,8,PHI,DAL,10,26,3600,10.1
106,16640,John Brown,WR,8,ARI,CAR,27,24,4700,9.9
107,11488,Jimmy Graham,TE,8,SEA,NO,30,16,6100,9.9
108,13997,Coby Fleener,TE,8,NO,SEA,5,7,3400,9.8
109,14141,Cole Beasley,WR,8,DAL,PHI,4,5,4800,9.6
110,18451,Rob Kelley,RB,8,WAS,CIN,19,21,3000,9.6
111,14478,Michael Floyd,WR,8,ARI,CAR,27,24,4100,9.6
112,14918,Tyler Eifert,TE,8,CIN,WAS,15,12,4100,9.2
113,11256,Ryan Mathews,RB,8,PHI,DAL,10,2,4000,9
114,13275,Kyle Rudolph,TE,8,MIN,CHI,19,3,3500,9
115,13878,Mohamed Sanu,WR,8,ATL,GB,11,21,4100,8.8
116,49,Denver Broncos,DST,8,DEN,SD,--,--,3700,8.8
