Rk,ID,Player,Pos,Week,Team,Opp,Opp Rank,Opp Pos Rank,Salary,Projection
1,732,Matt Ryan,QB,7,ATL,SD,22,23,7200,24.2
2,14252,Kirk Cousins,QB,7,WAS,DET,29,32,5900,22.7
3,7242,Drew Brees,QB,7,NO,KC,13,8,7400,22.6
4,12841,Andy Dalton,QB,7,CIN,CLE,31,30,6000,21.1
5,4314,Tom Brady,QB,7,NE,PIT,18,14,7900,20.9
6,13124,DeMarco Murray,RB,7,TEN,IND,26,31,7200,20.8
7,4932,Eli Manning,QB,7,NYG,LA,15,20,6100,20.7
8,9038,Matthew Stafford,QB,7,DET,WAS,16,11,6400,20.5
9,12845,AJ Green,WR,7,CIN,CLE,31,21,8600,20.3
10,2593,Aaron Rodgers,QB,7,GB,CHI,14,14,7100,20.3
11,14967,Le'Veon Bell,RB,7,PIT,NE,10,7,8000,20.2
12,13291,Julio Jones,WR,7,ATL,SD,22,16,9200,19.8
13,14008,Andrew Luck,QB,7,IND,TEN,9,6,7000,19.6
14,16763,Marcus Mariota,QB,7,TEN,IND,26,24,6000,19.4
15,16245,Blake Bortles,QB,7,JAX,OAK,30,28,6200,19.4
16,8244,Philip Rivers,QB,7,SD,ATL,28,31,6500,19.1
17,16847,David Johnson,RB,7,ARI,SEA,3,4,7400,18.9
18,16389,Odell Beckham Jr,WR,7,NYG,LA,15,26,8900,18.5
19,16311,Derek Carr,QB,7,OAK,JAX,17,22,6300,18.4
20,11056,Antonio Brown,WR,7,PIT,NE,10,8,9300,18.4
21,12831,Tyrod Taylor,QB,7,BUF,MIA,20,17,5500,18.3
22,14005,TY Hilton,WR,7,IND,TEN,9,9,7700,18
23,6739,Alex Smith,QB,7,KC,NO,32,26,6100,17.8
24,16597,Mike Evans,WR,7,TB,SF,24,17,7800,17.4
25,16762,Jameis Winston,QB,7,TB,SF,24,17,5900,17.2
26,10974,Rob Gronkowski,TE,7,NE,PIT,18,18,7200,17
27,16524,Devonta Freeman,RB,7,ATL,SD,22,27,5900,16.8
28,16765,Amari Cooper,WR,7,OAK,JAX,17,25,7900,16.7
29,16568,Brandin Cooks,WR,7,NO,KC,13,22,7500,16.7
30,4556,Jordy Nelson,WR,7,GB,CHI,14,19,7800,16.7
31,16263,Allen Robinson,WR,7,JAX,OAK,30,30,7300,16.6
32,13443,Colin Kaepernick,QB,7,SF,TB,23,17,5300,16.6
33,13870,Marvin Jones,WR,7,DET,WAS,16,11,7000,16.4
34,14536,Russell Wilson,QB,7,SEA,ARI,2,5,6700,16.4
35,8358,Brian Hoyer,QB,7,CHI,GB,20,23,5900,15.9
36,16771,Todd Gurley,RB,7,LA,NYG,16,14,6300,15.9
37,611,Joe Flacco,QB,7,BAL,NYJ,25,27,5800,15.9
38,15261,Spencer Ware,RB,7,KC,NO,32,32,5800,15.9
39,17167,Cameron Meredith,WR,7,CHI,GB,20,32,4700,15.8
40,5571,Larry Fitzgerald,WR,7,ARI,SEA,3,7,7100,15.7
41,16776,Melvin Gordon,RB,7,SD,ATL,28,26,6400,15.7
42,2428,Carson Palmer,QB,7,ARI,SEA,3,3,5700,15.4
43,11063,Emmanuel Sanders,WR,7,DEN,HOU,6,3,6600,15.4
44,11667,Brandon Marshall,WR,7,NYJ,BAL,7,29,7600,15.4
45,17920,Carson Wentz,QB,7,PHI,MIN,1,5,5200,15.3
46,17966,Cody Kessler,QB,7,CLE,CIN,21,25,5000,15.2
47,17009,Trevor Siemian,QB,7,DEN,HOU,6,7,5200,15.1
48,15020,CJ Anderson,RB,7,DEN,HOU,6,19,6200,14.9
49,13299,Jacquizz Rodgers,RB,7,TB,SF,24,30,4300,14.9
50,14971,Landry Jones,QB,7,PIT,NE,10,21,5000,14.7
51,13791,Lamar Miller,RB,7,HOU,DEN,4,20,6000,14.7
52,14187,Alshon Jeffery,WR,7,CHI,GB,20,32,6900,14.7
53,11527,Sam Bradford,QB,7,MIN,PHI,5,1,5100,14.5
54,16020,Jarvis Landry,WR,7,MIA,BUF,8,12,6800,14.5
55,13337,Mark Ingram,RB,7,NO,KC,13,18,5400,14.3
56,14986,DeAndre Hopkins,WR,7,HOU,DEN,4,1,6900,14.3
57,8914,Jeremy Maclin,WR,7,KC,NO,32,24,6700,14.3
58,13227,Randall Cobb,WR,7,GB,CHI,14,19,5800,14.1
59,13887,Travis Benjamin,WR,7,SD,ATL,28,14,6100,14.1
60,8355,Julian Edelman,WR,7,NE,PIT,18,5,6500,14
61,13460,Doug Baldwin,WR,7,SEA,ARI,2,9,6400,14
62,12415,Zach Miller,TE,7,CHI,GB,20,25,3800,13.9
63,16056,James White,RB,7,NE,PIT,18,27,4600,13.9
64,15694,Case Keenum,QB,7,LA,NYG,16,11,5200,13.9
65,13799,Ryan Tannehill,QB,7,MIA,BUF,8,2,5100,13.8
66,15256,Christine Michael,RB,7,SEA,ARI,2,3,6700,13.8
67,16834,Tevin Coleman,RB,7,ATL,SD,22,27,4900,13.6
68,14916,Giovani Bernard,RB,7,CIN,CLE,31,22,4800,13.6
69,9331,Michael Crabtree,WR,7,OAK,JAX,17,25,6600,13.4
70,14895,Geno Smith,QB,7,NYJ,BAL,7,13,5000,13.3
71,11197,Demaryius Thomas,WR,7,DEN,HOU,6,3,6300,13.1
72,18067,Jordan Howard,RB,7,CHI,GB,20,1,6000,13.1
73,5820,Frank Gore,RB,7,IND,TEN,9,10,4700,12.9
74,3943,DeSean Jackson,WR,7,WAS,DET,29,28,5700,12.8
75,14872,Mike Gillislee,RB,7,BUF,MIA,20,13,3000,12.5
76,16856,Matt Jones,RB,7,WAS,DET,29,8,4200,12.4
77,16141,Willie Snead,WR,7,NO,KC,13,22,5900,12.4
78,16510,Jerick McKinnon,RB,7,MIN,PHI,5,17,4300,12.3
79,7175,Delanie Walker,TE,7,TEN,IND,26,22,4900,12.2
80,8529,Mike Wallace,WR,7,BAL,NYJ,25,31,5800,12.1
81,11611,Golden Tate,WR,7,DET,WAS,16,11,4900,12.1
82,14053,Brock Osweiler,QB,7,HOU,DEN,4,6,5100,12
83,13693,Terrelle Pryor,WR,7,CLE,CIN,21,13,6200,12
84,16112,Jeremy Hill,RB,7,CIN,CLE,31,22,4000,11.9
85,16797,TJ Yeldon,RB,7,JAX,OAK,30,29,4100,11.9
86,16127,Isaiah Crowell,RB,7,CLE,CIN,21,23,4000,11.8
87,6767,Pierre Garcon,WR,7,WAS,DET,29,28,3700,11.8
88,17975,Hunter Henry,TE,7,SD,ATL,28,29,3600,11.7
89,15048,Travis Kelce,TE,7,KC,NO,32,19,5300,11.7
90,2699,Matt Forte,RB,7,NYJ,BAL,7,2,5000,11.6
91,16906,Stefon Diggs,WR,7,MIN,PHI,5,4,6000,11.6
92,11712,Anquan Boldin,WR,7,DET,WAS,16,11,4000,11.6
93,16142,Terrance West,RB,7,BAL,NYJ,25,20,4800,11.6
94,11017,Dennis Pitta,TE,7,BAL,NYJ,25,25,4000,11.5
95,5084,Vernon Davis,TE,7,WAS,DET,29,30,2900,11.5
96,17048,Tyrell Williams,WR,7,SD,ATL,28,14,4400,11.4
97,15602,Jack Doyle,TE,7,IND,TEN,9,15,2500,11.4
98,16838,Duke Johnson,RB,7,CLE,CIN,21,23,3900,11.3
99,8532,Kenny Britt,WR,7,LA,NYG,16,18,4300,11.3
100,16855,Ty Montgomery,WR,7,GB,CHI,14,19,3000,11.3
101,15974,Jordan Matthews,WR,7,PHI,MIN,1,2,5600,11.3
102,16593,Cameron Brate,TE,7,TB,SF,24,21,2900,11.1
103,16866,Jamison Crowder,WR,7,WAS,DET,29,28,4300,11.1
104,16887,Mike Davis,RB,7,SF,TB,23,25,3000,10.8
105,16909,Jay Ajayi,RB,7,MIA,BUF,8,16,4500,10.8
106,7969,Jamaal Charles,RB,7,KC,NO,32,32,5700,10.7
107,4577,Gary Barnidge,TE,7,CLE,CIN,21,28,3200,10.6
108,15215,Tavon Austin,WR,7,LA,NYG,16,18,4000,10.6
109,16063,Quincy Enunwa,WR,7,NYJ,BAL,7,29,4600,10.6
110,8649,Rashad Jennings,RB,7,NYG,LA,15,15,4200,10.5
111,12296,LeGarrette Blount,RB,7,NE,PIT,18,27,4900,10.3
112,7884,Antonio Gates,TE,7,SD,ATL,28,29,2900,10.2
113,16253,Allen Hurns,WR,7,JAX,OAK,30,30,5000,10
114,17961,Sterling Shepard,WR,7,NYG,LA,15,26,5100,9.9
