"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Jacob deGrom","P","NYM","vs PHI",3.17,"Lively, R 3.90","R",3.71,0,0,6.5,10.4,1.23,NA,12500,52.7,21.5,25.34,25.34,"%",36,2,39.35,3.1
"Alex Wood","P","LAD","@ SD",3.13,"Richard, L 4.42","L",1.86,0,0,5.2,10.6,0.89,NA,11700,43.6,21.2,26.11,26.11,"%",59,2.2,28.5,2.4
"Robbie Ray","P","ARI","vs COL",3.96,"Gray, R 4.38","L",2.87,0,0,6.3,11.3,1.16,NA,10300,46.5,24,21.46,21.46,"%",48,2.1,17.5,1.7
"Gerrit Cole","P","PIT","vs SF",4.04,"Cueto, R 4.20","R",4.11,0,0,5.7,7.3,1.25,NA,9500,36,14,14.93,14.93,"%",25,1.6,4.8,0.5
"Ervin Santana","P","MIN","@ KC",4.51,"Vargas, L 2.29","R",2.8,0,0,6.6,7,1.04,NA,9300,42.8,20.1,15.59,15.59,"%",32,1.7,6,0.6
"Jason Vargas","P","KC","vs MIN",3.99,"Santana, R 2.80","L",2.29,0,0,6.3,6.7,1.13,NA,9000,33.8,19.2,14.46,14.46,"%",50,1.6,22.15,2.5
"Lance McCullers","P","HOU","vs NYY",3.4,"Pineda, R 4.12","R",2.53,0,0,5.8,10.7,1.03,NA,8800,36.2,21.9,20.94,20.94,"%",65,2.4,13.2,1.5
"Sonny Gray","P","OAK","vs ATL",3.64,"Foltynewicz, R 4.10","R",4.45,0,0,5.9,9,1.35,NA,8400,42,15.5,19.09,19.09,"%",26,2.3,22.2,2.6
"Jacob Faria","P","TB","@ BAL",5.25,"Tillman, R 8.39","R",2.1,0,0,6.4,10.3,0.97,NA,8300,21.7,24.9,10.53,10.53,"%",78,1.3,20.6,2.5
"Michael Pineda","P","NYY","@ HOU",4.61,"McCullers, R 2.53","R",4.12,0,0,5.8,9.2,1.23,NA,8200,35.6,17,11.64,11.64,"%",30,1.4,15.3,1.9
"Johnny Cueto","P","SF","@ PIT",4.46,"Cole, R 4.11","R",4.2,0,0,6.3,8.3,1.29,NA,7800,29.9,16.2,13.08,13.08,"%",48,1.7,8.05,1
"Michael Foltynewicz","P","ATL","@ OAK",4.86,"Gray, R 4.45","R",4.1,0,0,5.3,7.6,1.42,NA,7400,36.2,12.8,10.18,10.18,"%",0,1.4,33,4.5
"Marco Estrada","P","TOR","vs BOS",4.25,"Fister, R 4.50","R",4.89,0,0,5.8,9.9,1.38,NA,7100,37.4,15.6,11.95,11.95,"%",18,1.7,6.35,0.9
"Mike Montgomery","P","CHC","@ CIN",5.01,"Feldman, R 4.07","L",2.03,0,0,2.6,6.9,1.18,NA,6800,20.4,7.1,7.79,7.79,"%",11,1.1,14.4,2.1
"Jon Gray","P","COL","@ ARI",5.04,"Ray, L 2.87","R",4.38,0,0,4.1,6.6,1.46,NA,6700,11.1,7.7,10.1,10.1,"%",93,1.5,28.7,4.3
"Tanner Roark","P","WSH","@ STL",4.78,"Leake, R 3.12","R",5.15,0,0,5.8,7.4,1.42,NA,6500,29.9,12.3,9.42,9.42,"%",17,1.4,-0.65,NA
