"Place_lo","Place_hi","Payout"
"1","1","10000"
"2","2","6000"
"3","3","4000"
"4","4","2000"
"5","5","1000"
"6","6","700"
"7","8","600"
"9","10","500"
"11","15","400"
"16","20","300"
"21","30","200"
"31","55","150"
"56","95","100"
"96","165","80"
"166","265","60"
"266","430","50"
"431","720","40"
"721","1200","30"
