"Mike Trout_LAA","Paul Goldschmidt_ARI","Wil Myers_SD","AJ Pollock_ARI","Jake Lamb_ARI","Yasmany Tomas_ARI","Albert Pujols_LAA","Ryan Schimpf_SD","Chris Owings_ARI","Yangervis Solarte_SD","David Peralta_ARI","Manuel Margot_SD","Khris Davis_OAK","Kole Calhoun_LAA","Cameron Maybin_LAA","Brandon Drury_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Stephen Vogt_OAK","CJ Cron_LAA","Rajai Davis_OAK","Cory Spangenberg_SD","Jefry Marte_LAA","Luis Valbuena_LAA","Trevor Plouffe_OAK","Jeremy Hazelbaker_ARI","Ryon Healy_OAK","Marcus Semien_OAK","Chris Herrmann_ARI","Travis Jankowski_SD","Yunel Escobar_LAA","Ben Revere_LAA","Socrates Brito_ARI","Andrelton Simmons_LAA","Jed Lowrie_OAK","Danny Espinosa_LAA","Christian Bethancourt_SD","Austin Hedges_SD","Josh Phegley_OAK","Mark Canha_OAK","Erick Aybar_SD","Yonder Alonso_OAK","Ryan LaMarre_OAK","Chris Iannetta_ARI","Luis Sardinas_SD","Allen Cordoba_SD","Daniel Descalso_ARI","Jabari Blash_SD","Jake Smolinski_OAK","Hector Sanchez_SD","Nick Ahmed_ARI","Bruce Maxwell_OAK","Martin Maldonado_LAA","Juan Graterol_LAA","Matt Joyce_OAK","Carlos Perez_LAA","Adam Rosales_OAK","Jeff Mathis_ARI","Luis Torrens_SD","Chad Pinder_OAK","Cliff Pennington_LAA","Jaff Decker_OAK","Matt Olson_OAK"
22.5763157894737,0,0,0,0,0,10.736624227368,0,0,0,0,0,0,-0.643382528601703,-2.80614553219027,0,0,0,0,-8.70775229082306,0,0,1.20565011413795,0,0,0,0,0,0,0,6.42140362473083,0,0,-7.99544342968262,0,10.0501710809909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70744894736098,0,0,0,0,0,0,0,0,0,0
0,68.5454545454545,0,40.3533385564475,15.6317298783142,-9.52849303155618,0,0,16.8291854457481,0,22.9275089737789,0,0,0,0,22.6384214272697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.78385103449823,0,0,0,0,0
0,0,70.9285714285714,0,0,0,0,-6.79904794263436,0,20.2288707448935,0,-3.32145600894021,0,0,0,0,0,7.68149867127371,0,0,0,0,0,0,0,0,0,0,0,-6.74225286810905,0,0,0,0,0,0,0,7.30648621511364,0,0,-20.135121406643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,40.3533385564475,0,73.7342105263158,-0.725100669599692,-4.77077735540522,0,0,-10.1044629303114,0,14.212432666512,0,0,0,0,20.8756095838439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.79440124756483,0,0,0,0,0
0,15.6317298783142,0,-0.725100669599692,45.747619047619,1.93351546118407,0,0,-34.0698378576189,0,18.5154702877677,0,0,0,0,5.53377349257826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.3685034853208,0,0,0,0,0
0,-9.52849303155618,0,-4.77077735540522,1.93351546118407,82.7352941176471,0,0,12.9501415616467,0,11.977994668671,0,0,0,0,20.5534187984574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67065463778667,0,0,0,0,0
10.736624227368,0,0,0,0,0,42.8070175438597,0,0,0,0,0,0,-4.59187688245371,-12.4916276366998,0,0,0,0,2.57603306762978,0,0,7.8728579629437,0,0,0,0,0,0,0,22.3159223934568,0,0,10.7931542170799,0,-2.89169405317742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26146228716917,0,0,0,0,0,0,0,0,0,0
0,0,-6.79904794263436,0,0,0,0,48.125,0,2.81786913553144,0,-1.86965721646533,0,0,0,0,0,-7.53525382728617,0,0,0,0,0,0,0,0,0,0,0,-3.8364273805484,0,0,0,0,0,0,0,-20.0688128017428,0,0,-5.95563454567243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16.8291854457481,0,-10.1044629303114,-34.0698378576189,12.9501415616467,0,0,93.5087719298246,0,39.8206144013383,0,0,0,0,8.3026175965598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.70235312901159,0,0,0,0,0
0,0,20.2288707448935,0,0,0,0,2.81786913553144,0,39.647619047619,0,10.2160348954624,0,0,0,0,0,-5.78766979707686,0,0,0,0,0,0,0,0,0,0,0,0.347278476550443,0,0,0,0,0,0,0,-1.25845335010305,0,0,10.1502812367051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,22.9275089737789,0,14.212432666512,18.5154702877677,11.977994668671,0,0,39.8206144013383,0,92.2105263157895,0,0,0,0,21.9677153827593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.7935795513715,0,0,0,0,0
0,0,-3.32145600894021,0,0,0,0,-1.86965721646533,0,10.2160348954624,0,31.8184210526316,0,0,0,0,0,1.88847400451477,0,0,0,0,0,0,0,0,0,0,0,-4.6231720442052,0,0,0,0,0,0,0,-8.82655321537884,0,0,24.3115701055397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,50.016339869281,0,0,0,0,0,13.2007417336967,0,-12.8664425975013,0,0,0,17.4356978131107,0,-1.90337178645753,0,0,0,0,0,0,0,-6.33047856803145,0,0,0,0,0,0,26.8170903228635,0,0,0,0,0,0,0,0,0,0,0,0,21.0155398956977,0,-12.8285982512055,0,0,0,0,0,0
-0.643382528601703,0,0,0,0,0,-4.59187688245371,0,0,0,0,0,0,27.2514619883041,17.6676857988038,0,0,0,0,1.61738394404839,0,0,1.91289073251331,0,0,0,0,0,0,0,5.70188061092163,0,0,11.4911902444061,0,-3.71124508998726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73386525234381,0,0,0,0,0,0,0,0,0,0
-2.80614553219027,0,0,0,0,0,-12.4916276366998,0,0,0,0,0,0,17.6676857988038,24.4571428571429,0,0,0,0,0,0,0,8.29335159740067,0,0,0,0,0,0,0,-5.07389718303574,0,0,4.12941570705451,0,8.18880370396828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52317115207916,0,0,0,0,0,0,0,0,0,0
0,22.6384214272697,0,20.8756095838439,5.53377349257826,20.5534187984574,0,0,8.3026175965598,0,21.9677153827593,0,0,0,0,34.6421052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.43556543971072,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.68149867127371,0,0,0,0,-7.53525382728617,0,-5.78766979707686,0,1.88847400451477,0,0,0,0,0,40.9619047619048,0,0,0,0,0,0,0,0,0,0,0,-7.41124946620685,0,0,0,0,0,0,0,6.86584433372146,0,0,-17.1481658905982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,13.2007417336967,0,0,0,0,0,11.1428571428571,0,0,0,0,0,5.29250218482949,0,-0.38762513852824,0,0,0,0,0,0,0,-3.03148886439787,0,0,0,0,0,0,-8.18308668361447,0,0,0,0,0,0,0,0,0,0,0,0,3.34447564563363,0,0,0,0,0,0,0,0
-8.70775229082306,0,0,0,0,0,2.57603306762978,0,0,0,0,0,0,1.61738394404839,0,0,0,0,0,13.6,0,0,0,0,0,0,0,0,0,0,-1.37486970691196,0,0,10.7645048790462,0,-4.0282867010043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-12.8664425975013,0,0,0,0,0,0,0,44.75,0,0,0,18.6927226324973,0,29.5990967441887,0,0,0,0,0,0,0,43.1227084437887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.20565011413795,0,0,0,0,0,7.8728579629437,0,0,0,0,0,0,1.91289073251331,8.29335159740067,0,0,0,0,0,0,0,24.9636363636364,0,0,0,0,0,0,0,14.3171632919996,0,0,5.29822035024155,0,21.0621231964871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4037008402268,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,17.4356978131107,0,0,0,0,0,5.29250218482949,0,18.6927226324973,0,0,0,36.3692810457516,0,3.94229609537026,0,0,0,0,0,0,0,3.82474588292685,0,0,0,0,0,0,16.6677125921528,0,0,0,0,0,0,0,0,0,0,0,0,-3.73614780945861,0,-8.87131204212742,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
