"Place_lo","Place_hi","Payout"
"1","1","10"
"2","2","7"
"3","3","5"
"4","4","3.5"
"5","5","3"
"6","6","2.5"
"7","7","2"
"8","10","1.5"
"11","15","1"
"16","20","0.8"
"21","25","0.7"
"26","35","0.6"
"36","60","0.5"
"61","110","0.4"
"111","190","0.3"
"191","340","0.25"
"341","590","0.2"
