"Matt Kemp_ATL","Eric Thames_MIL","Travis Shaw_MIL","Ryan Braun_MIL","Eduardo Nunez_SF","Domingo Santana_MIL","Freddie Freeman_ATL","Hunter Pence_SF","Adonis Garcia_ATL","Brandon Belt_SF","Buster Posey_SF","Ender Inciarte_ATL","Denard Span_SF","Hernan Perez_MIL","Keon Broxton_MIL","Joe Panik_SF","Tyler Flowers_ATL","Aaron Altherr_PHI","Matt Adams_ATL","Brandon Crawford_SF","Howie Kendrick_PHI","Jonathan Villar_MIL","Cesar Hernandez_PHI","Andrew Knapp_PHI","Nick Hundley_SF","Jesus Aguilar_MIL","Jarrett Parker_SF","Brandon Phillips_ATL","Daniel Nava_PHI","Tommy Joseph_PHI","Rhys Hoskins_PHI","Jace Peterson_ATL","Nick Franklin_MIL","Mac Williamson_SF","Maikel Franco_PHI","Eric Sogard_MIL","Kelby Tomlinson_SF","Nick Markakis_ATL","Kurt Suzuki_ATL","Danny Santana_ATL","Jett Bandy_MIL","Micah Johnson_ATL","Dansby Swanson_ATL","Aaron Hill_SF","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Orlando Arcia_MIL","Michael Saunders_PHI","Odubel Herrera_PHI","Brock Stassi_PHI","Gorkys Hernandez_SF","Conor Gillaspie_SF","Christian Arroyo_SF","Andres Blanco_PHI","Rio Ruiz_ATL","Justin Ruggiano_SF","Freddy Galvis_PHI","Cameron Rupp_PHI","Michael Morse_SF","Austin Slater_SF","Orlando Calixte_SF","Tim Federowicz_SF","Ty Kelly_PHI","Chris Marrero_SF","Anthony Recker_ATL","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
12,0,0,0,0,0,0,0,3,0,0,12,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,11,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,35,0,0,18,0,37,31,0,30,0,0,35,0,0,0,39,0,0,0,0,14,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,2,14,0,0,10,0,0,0,0,3,0,0,8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,14,4,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0
0,39,40,26,0,38,0,0,0,0,0,0,0,32,38,0,0,0,0,0,0,47,0,0,0,13,0,0,0,0,0,0,7,0,0,4,0,0,0,0,25,0,0,0,22,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,14,0,47,16,0,0,0,0,10,41,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,38,42,8,0,0,0,5,0,0,47,31,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,16,17,0,0,0,0,6,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,6,0,0,0,6,0,0,17,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16,0,0,14,0,16,9,0,11,0,0,17,0,0,0,14,0,0,0,0,19,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,7,0,0,3,0,0,2,0,0,0,0,4,0,0,0,0
0,8,14,4,0,14,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,7,0,6,4,0,6,0,0,7,0,0,0,6,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,29,0,27,0,0,41,0,0,0,0,26,0,8,0,0,0,0,0,0,0,0,41,0,0,0,19,0,0,0,0,0,41,15,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,6,0,0,0,0,11,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,41,11,0,0,0,0,7,42,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,35,37,2,0,0,0,5,0,0,42,31,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,19,0,15,0,0,28,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,19,0,0,0,28,0,0,0,0,0,28,13,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,7,2,0,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,5,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,0,0,9,8,0,9,0,0,9,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,13,0,42,13,0,0,0,0,11,38,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,36,40,8,0,0,0,3,0,0,44,31,0,0,0,0,0,0,0,0,0,0
0,5,6,0,0,7,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,2,0,0,8,0,0,0,0,5,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,2,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,0,0,0,0,0,35,0,33,0,0,51,0,0,0,0,30,0,11,0,0,0,0,0,0,0,0,41,0,0,0,28,0,0,0,0,0,51,21,6,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0
17,0,0,0,0,0,14,0,13,0,0,21,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,13,0,0,0,0,0,21,21,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,3,0,3,0,0,7,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,25,13,0,23,0,0,0,0,0,0,0,20,23,0,0,0,0,0,0,25,0,0,0,6,0,0,0,0,0,0,5,0,0,5,0,0,0,0,28,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,34,0,33,0,0,50,0,0,0,0,30,0,11,0,0,0,0,0,0,0,0,39,0,0,0,26,0,0,0,0,0,49,20,7,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,0,2
0,0,0,0,6,0,0,4,0,6,4,0,2,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,20,21,15,0,19,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,25,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,5,4,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,39,41,25,0,36,0,0,0,0,0,0,0,30,39,0,0,0,0,0,0,41,0,0,0,16,0,0,0,0,0,0,6,0,0,6,0,0,0,0,23,0,0,0,24,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,38,12,0,0,0,0,6,35,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,40,36,6,0,0,0,6,0,0,40,28,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,0,42,17,0,0,0,0,9,37,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,36,44,8,0,0,0,7,0,0,44,27,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,6,0,0,0,0,5,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,9,0,0,0,2,0,0,9,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,24,0,0,17,0,21,23,0,3,0,0,21,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,3,15,0,0,6,0,0,4,0,0,0,0,4,0,0,0,0
0,0,0,0,6,0,0,7,0,7,4,0,3,0,0,8,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,26,0,0,13,0,26,26,0,12,0,0,25,0,0,0,14,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,29,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,6,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,12,5,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,0,0,0,0,11,12,0,8,0,0,10,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,14,0,47,17,0,0,0,0,11,42,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,9,0,0,0,7,0,0,49,32,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,10,0,31,0,0,0,0,0,5,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,3,0,0,0,0,0,0,32,32,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,4,0,5,5,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,3,3,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,9,0,0,8,0,9,6,0,6,0,0,7,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
