"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3600,197.222222222222,71,"Anthony Rendon","WAS",NA,"3B",6,5,3,10,0,6,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3100,125.806451612903,39,"Matt Wieters","WAS",NA,"C",8,2,2,4,0,4,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,3300,106.060606060606,35,"Justin Bour","MIA",NA,"1B",6,1,1,6,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1,9400,36.436170212766,34.25,"Dallas Keuchel","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7.66666666666667,0,0,1,3,2,0
5,4,4000,80,32,"Domingo Santana","MIL",NA,"OF",5,2,2,4,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,9200,30.8695652173913,28.4,"Hyun-Jin Ryu","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,5.33333333333333,0,0,1,3,3,0
7,5,4300,65.1162790697674,28,"Miguel Sano","MIN",NA,"3B",3,1,1,5,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,6,5300,50.9433962264151,27,"Bryce Harper","WAS",NA,"OF",3,4,1,1,0,4,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,7,3100,83.8709677419355,26,"Josh Bell","PIT",NA,"1B",2,1,1,2,1,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,3,7800,32.4358974358974,25.3,"Eduardo Rodriguez","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,0,0,1,5,2,0
11,4,5500,46,25.3,"German Marquez","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6,0,0,0,6,1,0
12,8,3200,78.125,25,"Andrew Toles","LAD",NA,"OF",1,2,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,4800,52.0833333333333,25,"Francisco Lindor","CLE",NA,"SS",2,2,1,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,3700,64.8648648648649,24,"Jay Bruce","NYM",NA,"OF",3,1,1,2,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,4200,57.1428571428571,24,"Adam Duvall","CIN",NA,"OF",4,2,0,1,0,5,1,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,5,8200,29.0853658536585,23.85,"Patrick Corbin","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6.33333333333333,0,0,0,2,2,0
17,6,5000,46.8,23.4,"Matt Garza","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.66666666666667,0,0,3,6,0,0
18,7,5400,41.4814814814815,22.4,"J.C. Ramirez","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,5.33333333333333,0,0,2,4,2,0
19,12,2800,78.5714285714286,22,"Daniel Descalso","ARI",NA,"2B/OF",6,1,1,2,0,6,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,8,6700,31.4925373134328,21.1,"Mike Foltynewicz","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,1,4,0,0
21,13,5200,40.3846153846154,21,"Ryan Zimmerman","WAS",NA,"1B",4,3,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,14,4100,51.219512195122,21,"Jefry Marte","LAA",NA,"1B",5,1,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,15,4200,50,21,"Justin Upton","DET",NA,"OF",5,2,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,16,5000,42,21,"Nelson Cruz","SEA",NA,"OF",4,1,1,2,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,17,5000,42,21,"Michael Brantley","CLE",NA,"OF",3,2,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,9,10500,19.9047619047619,20.9,"Chris Archer","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,7.33333333333333,0,0,1,4,2,0
27,18,4700,42.5531914893617,20,"Hanley Ramirez","BOS",NA,"1B",4,2,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,19,4500,44.4444444444444,20,"Matt Carpenter","STL",NA,"1B",3,1,0,3,0,3,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,20,3600,55.5555555555556,20,"Abraham Almonte","CLE",NA,"OF",8,2,0,2,0,4,2,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,21,2800,67.8571428571429,19,"Roberto Perez","CLE",NA,"C",9,1,0,3,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,22,4500,42.2222222222222,19,"Kole Calhoun","LAA",NA,"OF",2,2,1,1,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,23,3200,59.375,19,"Craig Gentry","BAL",NA,"OF",8,1,0,1,2,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,24,3300,57.5757575757576,19,"Salvador Perez","KC",NA,"C",5,2,0,1,0,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,25,4000,47.5,19,"Matt Holliday","NYY",NA,"1B",3,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,26,4300,41.8604651162791,18,"Wil Myers","SD",NA,"1B",3,1,1,3,0,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,27,3200,56.25,18,"Marwin Gonzalez","HOU",NA,"3B/OF",8,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,28,4600,39.1304347826087,18,"Daniel Murphy","WAS",NA,"2B",5,3,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,10,9700,18.4536082474227,17.9,"Kyle Hendricks","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,2,3,3,0
39,11,4200,41.7857142857143,17.55,"Randall Delgado","ARI",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,0,0,0,1,1,0
40,29,3700,45.9459459459459,17,"Marcell Ozuna","MIA",NA,"OF",5,2,0,0,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,30,2400,70.8333333333333,17,"Rene Rivera","NYM",NA,"C",7,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,31,3600,47.2222222222222,17,"Scott Schebler","CIN",NA,"OF",6,0,0,2,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,12,4400,38.4090909090909,16.9,"Ryan Tepera","TOR",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,3.33333333333333,0,0,0,1,0,0
44,13,6500,24.7692307692308,16.1,"Jesse Hahn","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,2,8,0,1
45,14,7900,20.379746835443,16.1,"Mike Leake","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,1,8,1,0
46,32,4000,40,16,"Max Kepler","MIN",NA,"OF",2,1,0,1,1,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,33,3700,43.2432432432432,16,"Odubel Herrera","PHI",NA,"OF",9,1,1,2,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,34,3500,45.7142857142857,16,"Adam Lind","WAS",NA,"1B",5,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,35,4400,36.3636363636364,16,"Todd Frazier","NYY",NA,"3B",5,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,36,2200,72.7272727272727,16,"Hector Sanchez","SD",NA,"C",8,1,1,2,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,15,6900,21.8115942028985,15.05,"Jordan Montgomery","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,5,0,0,3,3,4,0
52,37,2900,51.7241379310345,15,"Cameron Rupp","PHI",NA,"C",8,1,0,0,0,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,38,3700,40.5405405405405,15,"Nick Castellanos","DET",NA,"3B",3,0,0,1,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,39,4500,33.3333333333333,15,"Ender Inciarte","ATL",NA,"OF",1,1,0,0,2,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,40,4400,34.0909090909091,15,"Dee Gordon","MIA",NA,"2B",1,2,0,0,0,4,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,16,6600,22.3484848484848,14.75,"Ty Blach","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,7,0,0,0,3,2,0
57,41,5300,26.4150943396226,14,"Freddie Freeman","ATL",NA,"1B/3B",3,1,1,1,0,3,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,42,3400,41.1764705882353,14,"Chris Taylor","LAD",NA,"2B/OF",7,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,43,3500,40,14,"Byron Buxton","MIN",NA,"OF",9,2,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,44,4000,35,14,"Lorenzo Cain","KC",NA,"OF",3,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,45,3600,38.8888888888889,14,"Brian McCann","HOU",NA,"C",5,1,0,2,0,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,46,3400,41.1764705882353,14,"Whit Merrifield","KC",NA,"2B",1,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,47,4900,28.5714285714286,14,"Jason Kipnis","CLE",NA,"2B",6,2,0,1,1,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,48,4000,35,14,"Michael Taylor","WAS",NA,"OF",7,2,0,2,0,6,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,49,2800,50,14,"Martin Maldonado","LAA",NA,"C",9,1,0,0,0,2,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,50,5700,24.5614035087719,14,"Kris Bryant","CHC",NA,"3B",2,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,51,2600,53.8461538461538,14,"Jose Iglesias","DET",NA,"SS",9,0,0,3,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,52,4800,29.1666666666667,14,"Shin-Soo Choo","TEX",NA,"OF",7,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,17,4700,29.5744680851064,13.9,"Ryan Buchter","SD",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,0,0,0,1,0,0
70,18,4500,30.8888888888889,13.9,"Matt Albers","WAS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,0,0,0,1,0,0
71,19,5800,23.8793103448276,13.85,"Jordan Zimmermann","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,0,0,3,7,2,0
72,53,4200,30.952380952381,13,"Jose Abreu","CHW",NA,"1B",4,0,0,1,0,4,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,54,3000,43.3333333333333,13,"Joey Rickard","BAL",NA,"OF",1,1,0,0,1,6,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,55,4100,31.7073170731707,13,"Justin Turner","LAD",NA,"3B",3,0,0,1,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,56,2500,52,13,"James Adduci","DET",NA,"OF",7,2,0,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,57,3600,36.1111111111111,13,"Didi Gregorius","NYY",NA,"SS",7,0,0,2,0,6,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,58,3600,36.1111111111111,13,"Yasmani Grandal","LAD",NA,"C",6,1,0,0,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,59,2400,50,12,"Adam Rosales","OAK",NA,"SS",1,1,0,0,1,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,60,3600,33.3333333333333,12,"Kendrys Morales","TOR",NA,"1B",3,1,0,0,0,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,61,3500,34.2857142857143,12,"Jayson Werth","WAS",NA,"OF",2,2,0,0,0,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,62,4000,30,12,"Delino DeShields","TEX",NA,"OF",1,1,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,63,3200,37.5,12,"Cesar Hernandez","PHI",NA,"2B",1,1,0,0,0,4,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,64,3800,31.5789473684211,12,"Yunel Escobar","LAA",NA,"3B",1,1,0,1,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,65,4400,27.2727272727273,12,"Jose Bautista","TOR",NA,"OF",2,1,0,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,66,5100,23.5294117647059,12,"Carlos Correa","HOU",NA,"SS",4,1,0,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,67,2700,44.4444444444444,12,"John Hicks","DET",NA,"C/1B",8,2,0,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,20,4200,28.3333333333333,11.9,"Josh Collmenter","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,2,0,0,0,1,0,0
88,21,8200,13.9634146341463,11.45,"Wade Miley","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,5,0,0,2,8,5,0
89,22,0,0,11.3,"Logan Verrett","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,0,0,0,1,0,1
90,23,6200,18.1451612903226,11.25,"Nick Pivetta","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,0,0,2,9,1,0
91,68,3700,29.7297297297297,11,"Welington Castillo","BAL",NA,"C",5,0,0,1,0,6,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,69,3800,28.9473684210526,11,"Aaron Judge","NYY",NA,"OF",5,1,0,0,0,3,1,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,70,4500,24.4444444444444,11,"Mark Trumbo","BAL",NA,"OF",4,2,0,1,0,5,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,71,4400,25,11,"Adam Jones","BAL",NA,"OF",2,0,0,1,0,6,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,72,2900,37.9310344827586,11,"Alex Avila","DET",NA,"C/1B",6,1,0,0,0,4,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,73,3400,32.3529411764706,11,"Guillermo Heredia","SEA",NA,"OF",6,0,0,0,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,74,3600,30.5555555555556,11,"Starlin Castro","NYY",NA,"2B",4,2,0,0,0,4,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,24,5700,18.859649122807,10.75,"Phil Hughes","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5.66666666666667,0,0,4,10,0,0
99,25,4200,24.7619047619048,10.4,"Bud Norris","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,1.33333333333333,0,0,0,0,1,0
100,26,4300,23.8372093023256,10.25,"Wandy Peralta","CIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,0,0,0,0,0
101,75,4800,20.8333333333333,10,"Brian Dozier","MIN",NA,"2B",1,1,0,0,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,76,3600,27.7777777777778,10,"Jose Reyes","NYM",NA,"SS/3B",2,1,0,0,0,5,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,77,4000,25,10,"Andrew Benintendi","BOS",NA,"OF",2,2,0,0,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,78,4500,22.2222222222222,10,"Christian Yelich","MIA",NA,"OF",3,0,0,1,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,79,3900,25.6410256410256,10,"Melky Cabrera","CHW",NA,"OF",3,1,0,1,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,80,4400,22.7272727272727,10,"Carlos Gomez","TEX",NA,"OF",3,0,0,0,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
