"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Noah Syndergaard","P","NYM","@ WSH",3.75,"Ross, R 6.17","R",1.73,0,0,6.5,10.4,0.88,NA,11400,33.2,24.5,21.23,21.23,"%",76,1.9,-6.6,NA
"Chris Archer","P","TB","@ TOR",3.72,"Sanchez, R 4.38","R",3.94,0,0,6.4,9,1.38,NA,10500,30.8,17.8,19.39,19.39,"%",68,1.8,20.9,2
"Kyle Hendricks","P","CHC","@ BOS",4.41,"Rodriguez, L 3.12","R",4.5,0,0,5.5,6.5,1.23,NA,9700,26.9,12.8,14.62,14.62,"%",52,1.5,17.9,1.8
"Dallas Keuchel","P","HOU","vs OAK",3.05,"Hahn, R 2.08","L",1.22,0,0,7.4,6.6,0.84,NA,9400,30.5,25.3,24.71,24.71,"%",88,2.6,34.25,3.6
"Hyun-Jin Ryu","P","LAD","vs PHI",3.45,"Pivetta, R","L",4.64,0,0,5.3,8.5,1.36,NA,9200,21.3,11.9,15.59,15.59,"%",76,1.7,28.4,3.1
"Wade Miley","P","BAL","@ NYY",4.25,"Montgomery,  3.78","L",2.08,0,0,6.5,11.1,1,NA,8200,27.8,24.6,13.36,13.36,"%",71,1.6,11.45,1.4
"Patrick Corbin","P","ARI","vs COL",5.05,"Marquez, R 18.00","L",3.1,0,0,5.8,7.4,1.41,NA,8200,29.6,15.2,10.14,10.14,"%",36,1.2,23.85,2.9
"Aaron Sanchez","P","TOR","vs TB",3.78,"Archer, R 3.94","R",4.38,0,0,6.2,6.5,1.22,NA,8000,33.7,12.4,15.34,15.34,"%",0,1.9,3.65,0.5
"Mike Leake","P","STL","vs CIN",3.64,"Arroyo, R 6.86","R",1.32,0,0,6.8,6.6,0.88,NA,7900,28.9,22.8,16.56,16.56,"%",73,2.1,16.1,2
"Eduardo Rodriguez","P","BOS","vs CHC",4.09,"Hendricks, R 4.50","L",3.12,0,0,4.3,11.5,1.27,NA,7800,30.6,15.5,13.19,13.19,"%",44,1.7,25.3,3.2
"Jason Hammel","P","KC","vs MIN",4.22,"Hughes, R 4.71","R",5.3,0,0,4.7,6.7,1.71,NA,7600,18.3,6.9,10.86,10.86,"%",46,1.4,1.35,0.2
"Joe Ross","P","WSH","vs NYM",3.75,"Syndergaard, R 1.73","R",6.17,0,0,3.9,6.9,1.37,NA,7400,36.1,7.6,13.48,13.48,"%",0,1.8,4.2,0.6
"Clayton Richard","P","SD","@ SF",4.3,"Blach, L 4.22","L",4.45,0,0,6.1,5.9,1.52,NA,7200,38.3,11.7,10.91,10.91,"%",0,1.5,9.2,1.3
"Miguel Gonzalez","P","CWS","@ DET",4.47,"Zimmermann, R 6.35","R",2,0,0,6.8,6.6,1.07,NA,7100,28.8,20.8,11.56,11.56,"%",59,1.6,-5.5,NA
"Jordan Montgomery","P","NYY","vs BAL",3.76,"Miley, L 2.08","",3.78,0,0,5.6,8.5,1.5,NA,6900,14.5,14.6,13.03,13.03,"%",95,1.9,15.05,2.2
"Martin Perez","P","TEX","vs LAA",4.61,"Ramirez, R 4.43","L",3.81,0,0,5.2,6.6,1.69,NA,6900,25.2,10.4,10.71,10.71,"%",30,1.6,0.15,0
"Michael Foltynewicz","P","ATL","@ MIL",4.53,"Garza, R 2.25","R",3.2,0,0,4.9,7.9,1.37,NA,6700,31.5,11.9,10.8,10.8,"%",13,1.6,21.1,3.1
"Ty Blach","P","SF","vs SD",3.7,"Richard, L 4.45","L",4.22,0,0,1.3,3.5,1.03,NA,6600,19,1.9,11.28,11.28,"%",0,1.7,14.75,2.2
"Jesse Hahn","P","OAK","@ HOU",4.45,"Keuchel, L 1.22","R",2.08,0,0,6.5,6.9,0.96,NA,6500,22.3,18.9,9.61,9.61,"%",67,1.5,16.1,2.5
"Nick Pivetta","P","PHI","@ LAD",5.05,"Ryu, L 4.64","R",NA,0,0,0,0,0,NA,6200,8,NA,7.97,7.97,"%",0,1.3,11.25,1.8
"Tom Koehler","P","MIA","vs PIT",3.99,"Kuhl, R 6.63","R",5.14,0,0,5.3,7.3,1.38,NA,6200,25.1,11,11.23,11.23,"%",37,1.8,4.8,0.8
"Josh Tomlin","P","CLE","vs SEA",4.13,"De, R 5.79","R",9.33,0,0,4.6,6.8,1.75,NA,5900,32.8,3.9,9.2,9.2,"%",0,1.6,7.85,1.3
"Jordan Zimmermann","P","DET","vs CWS",4.03,"Gonzalez, R 2.00","R",6.35,0,0,5.7,4.4,1.59,NA,5800,22.4,6.6,9,9,"%",0,1.6,13.85,2.4
"Mike Trout","OF","LAA","@ TEX",4.61,"Perez, L 3.81","R",0.365,0.478,0.354,0,0,0,3,5800,26.7,11.7,15.21,15.21,"%",76,2.6,7,1.2
"Phil Hughes","P","MIN","@ KC",4.78,"Hammel, R 5.30","R",4.71,0,0,5.3,5.6,1.33,NA,5700,20.1,11.5,6.92,6.92,"%",43,1.2,10.75,1.9
"Kris Bryant","3B","CHC","@ BOS",4.09,"Rodriguez, L 3.12","R",0.29,0.388,0.204,0,0,0,2,5700,28.5,10.3,12.69,12.69,"%",62,2.2,14,2.5
"Chad Kuhl","P","PIT","@ MIA",4.51,"Koehler, R 5.14","R",6.63,0,0,3.8,7.1,1.47,NA,5700,36.9,6.2,8.81,8.81,"%",0,1.5,8.2,1.4
