"Place_lo","Place_hi","Payout"
"1","1","750"
"2","2","500"
"3","3","400"
"4","4","350"
"5","5","300"
"6","6","250"
"7","8","200"
"9","10","150"
"11","15","100"
"16","25","75"
"26","35","50"
"36","50","40"
"51","100","30"
"101","175","25"
"176","300","20"
"301","535","15"
