"Place_lo","Place_hi","Payout"
"1","1","50"
"2","2","40"
"3","3","30"
"4","4","20"
"5","5","15"
"6","6","12"
"7","7","10"
"8","8","9"
"9","9","8"
"10","11","7"
"12","13","6"
"14","16","5"
"17","20","4.5"
"21","25","4"
"26","30","3.5"
"31","35","3"
"36","45","2.5"
"46","55","2"
"56","75","1.5"
"76","125","1.25"
"126","225","1"
"226","325","0.75"
"326","625","0.5"
"626","1125","0.4"
"1126","2165","0.3"
"2166","3665","0.2"
"3666","6465","0.15"
