"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,793874093,"tvtommy (1/2)",0,175.85,"P Zach Davies P Alex Cobb 1B Cody Bellinger OF Bryce Harper 2B Chris Taylor SS Corey Seager OF Michael Conforto OF Yasiel Puig 3B Justin Turner C Alex Avila",NA,"Alex Cobb","58.05%",19.9
2,793917859,"eswiftness (1/2)",0,171.85,"P Zach Davies P Alex Cobb 1B Cody Bellinger OF Bryce Harper OF Chris Taylor SS Corey Seager OF Yasiel Puig 3B Justin Turner 2B Wilmer Difo C Alex Avila",NA,"Bryce Harper","51.83%",19
3,793931376,"laner1964 (19/20)",0,169,"P Zach Davies P John Lackey 1B Cody Bellinger OF Bryce Harper 2B Chris Taylor SS Corey Seager OF Michael Conforto OF Yasiel Puig 3B Justin Turner C Alex Avila",NA,"Rich Hill","48.34%",17.05
4,793914687,"mambers",0,168.55,"P Alex Cobb P Edwin Jackson C Willson Contreras 1B Cody Bellinger OF Bryce Harper OF Chris Taylor SS Corey Seager OF Michael Conforto 3B Justin Turner 2B Wilmer Difo",NA,"Cody Bellinger","44.76%",16
5,793855445,"cityofchampions15",0,166.85,"P Zach Davies P Alex Cobb 1B Cody Bellinger OF Bryce Harper OF Chris Taylor SS Corey Seager 2B Daniel Murphy OF Yasiel Puig 3B Justin Turner C Alex Avila",NA,"Corey Seager","44.43%",18
5,793947194,"nmarc10",0,166.85,"P Zach Davies P Alex Cobb 1B Cody Bellinger OF Bryce Harper OF Chris Taylor SS Corey Seager 2B Daniel Murphy OF Yasiel Puig 3B Justin Turner C Alex Avila",NA,"Zach Davies","37.74%",21.95
7,793846142,"eugenemac3 (1/5)",0,163.85,"P Zach Davies P Alex Cobb C Willson Contreras 1B Cody Bellinger 2B Chris Taylor SS Corey Seager OF Brian Goodwin OF Yasiel Puig 3B Justin Turner OF Jon Jay",NA,"Daniel Murphy","37.28%",5
8,793560523,"walls_last_stand",0,162.85,"P Zach Davies P Alex Cobb 1B Anthony Rizzo OF Cody Bellinger OF Bryce Harper 2B Chris Taylor SS Corey Seager 3B Justin Turner C Alex Avila OF Jon Jay",NA,"Chris Taylor","32.35%",16
8,793899999,"Escobar812 (2/2)",0,162.85,"P Zach Davies P Alex Cobb OF Cody Bellinger 1B Ryan Zimmerman OF Bryce Harper OF Chris Taylor SS Corey Seager 3B Justin Turner 2B Wilmer Difo C Alex Avila",NA,"Ben Zobrist","31.38%",5
8,793903507,"Gsinks (4/5)",0,162.85,"P Zach Davies P Alex Cobb OF Cody Bellinger 1B Ryan Zimmerman OF Bryce Harper OF Chris Taylor SS Corey Seager 3B Justin Turner 2B Wilmer Difo C Alex Avila",NA,"Anthony Rizzo","30.92%",5
8,793916355,"champman27",0,162.85,"P Zach Davies P Alex Cobb 1B Anthony Rizzo OF Cody Bellinger OF Bryce Harper 2B Chris Taylor SS Corey Seager 3B Justin Turner C Alex Avila OF Jon Jay",NA,"Willson Contreras","26.08%",21
12,793930694,"Suncrusader",0,162.6,"P Zach Davies P Edwin Jackson C Willson Contreras 1B Cody Bellinger OF Bryce Harper 2B Chris Taylor SS Corey Seager OF Brian Goodwin 3B Justin Turner OF Keon Broxton",NA,"John Lackey","25.74%",13.05
13,793964048,"educatorob",0,161.95,"P Alex Cobb P John Lackey C Willson Contreras 1B Cody Bellinger OF Chris Taylor 2B Javier Báez OF Yasiel Puig 3B Justin Turner OF Curtis Granderson SS Wilmer Difo",NA,"Jon Jay","25.29%",12
14,793815521,"DenverCityMike (4/20)",0,161,"P Zach Davies P John Lackey C Willson Contreras OF Cody Bellinger OF Bryce Harper SS Corey Seager 2B Daniel Murphy 3B Justin Turner 1B Alex Avila OF Jon Jay",NA,"Kris Bryant","25.18%",11
15,793866168,"jdasmc (1/2)",0,160.85,"P Zach Davies P Alex Cobb C Willson Contreras OF Cody Bellinger OF Bryce Harper 2B Chris Taylor OF Michael Conforto 3B Justin Turner SS Asdrúbal Cabrera 1B Wilmer Flores",NA,"Yasmani Grandal","24.95%",5
16,793948982,"Corinthian297 (17/20)",0,160.6,"P Zach Davies P Edwin Jackson 1B Cody Bellinger OF Bryce Harper 2B Chris Taylor SS Corey Seager OF Michael Conforto 3B Justin Turner OF Yoenis Céspedes C Alex Avila",NA,"Alex Avila","24.13%",16
17,793968705,"boobie727 (3/3)",0,159.95,"P Alex Cobb P John Lackey 1B Anthony Rizzo OF Cody Bellinger OF Bryce Harper 2B Chris Taylor SS Corey Seager OF Curtis Granderson 3B Wilmer Flores C Alex Avila",NA,"Justin Turner","22.71%",19
18,793939735,"88teamfan (4/4)",0,159.85,"P Zach Davies P Alex Cobb C Willson Contreras OF Cody Bellinger 3B Kris Bryant OF Chris Taylor SS Corey Seager 2B Javier Báez 1B Alex Avila OF Jon Jay",NA,"Javier Báez","18.72%",8
19,793870061,"dabalt1",0,159,"P Zach Davies P John Lackey C Willson Contreras 1B Cody Bellinger SS Corey Seager 2B Javier Báez OF Michael Conforto OF Yasiel Puig 3B Justin Turner OF Jon Jay",NA,"Jason Heyward","18.55%",0
20,793917845,"tikka18",0,158.95,"P Rich Hill P Alex Cobb OF Cody Bellinger OF Bryce Harper SS Corey Seager 2B Daniel Murphy 3B Justin Turner 1B Alex Avila OF Jon Jay C René Rivera",NA,"Edwin Jackson","17.92%",15.65
21,793870399,"hart06",0,158.85,"P Zach Davies P Alex Cobb C Willson Contreras 1B Cody Bellinger OF Bryce Harper SS Corey Seager OF Michael Conforto 3B Justin Turner 2B Wilmer Difo OF Jason Heyward",NA,"Eric Thames","17.72%",2
