"JD Martinez_DET","Kris Bryant_CHC","Anthony Rizzo_CHC","Jose Altuve_HOU","Miguel Cabrera_DET","Carlos Correa_HOU","Freddie Freeman_ATL","Matt Kemp_ATL","Kyle Schwarber_CHC","Ian Kinsler_DET","Gregory Polanco_PIT","Buster Posey_SF","Justin Upton_DET","George Springer_HOU","Andrew McCutchen_PIT","Josh Bell_PIT","Brandon Belt_SF","Javier Baez_CHC","Josh Harrison_PIT","Starling Marte_PIT","Ender Inciarte_ATL","Ben Zobrist_CHC","Eduardo Nunez_SF","Ian Happ_CHC","Brandon Phillips_ATL","Nicholas Castellanos_DET","Hunter Pence_SF","Addison Russell_CHC","Victor Martinez_DET","Adam Frazier_PIT","Willson Contreras_CHC","Brian McCann_HOU","Josh Reddick_HOU","Alex Avila_DET","Evan Gattis_HOU","Nick Markakis_ATL","Dansby Swanson_ATL","Marwin Gonzalez_HOU","Alex Bregman_HOU","Tyler Flowers_ATL","Denard Span_SF","Alen Hanson_PIT","Adonis Garcia_ATL","Jason Heyward_CHC","Brandon Crawford_SF","Matt Adams_ATL","Miguel Montero_CHC","Carlos Beltran_HOU","Andrew Romine_DET","James McCann_DET","Tyler Collins_DET","Derek Fisher_HOU","Francisco Cervelli_PIT","David Freese_PIT","Jon Jay_CHC","Albert Almora_CHC","Jeimer Candelario_CHC","Christian Arroyo_SF","Norichika Aoki_HOU","John Jaso_PIT","Kurt Suzuki_ATL","Danny Ortiz_PIT","Kevin Newman_PIT","Jarrett Parker_SF","JaCoby Jones_DET","Danny Santana_ATL","Jose Osuna_PIT","Jace Peterson_ATL","Nick Hundley_SF","Joe Panik_SF","Tommy La Stella_CHC","Mac Williamson_SF","Jake Marisnick_HOU","Dixon Machado_DET","John Hicks_DET","Yuli Gurriel_HOU","Micah Johnson_ATL","Kelby Tomlinson_SF","Mikie Mahtook_DET","Jordy Mercer_PIT","Elias Diaz_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","Rio Ruiz_ATL","Jim Adduci_DET","Jose Iglesias_DET","Aaron Hill_SF","Gift Ngoepe_PIT","Gorkys Hernandez_SF","Conor Gillaspie_SF","Max Moroff_PIT","Justin Ruggiano_SF","Chris Stewart_PIT","John Bormann_PIT","Michael Morse_SF","Eloy Jimenez_CHC","Anthony Recker_ATL","Tim Federowicz_SF","Tony Kemp_HOU","Emilio Bonifacio_ATL","Chris Marrero_SF","Juan Centeno_HOU","Lane Adams_ATL","Johan Camargo_ATL"
254.47619047619,0,0,0,86.25,0,0,0,0,59.9761904761905,0,0,29.2619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.8,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16666666666667,46.9333333333333,-113.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,86.3109243697479,11.1942959001783,0,0,0,0,0,18.4860215053763,0,0,0,0,0,0,0,0,16.3,0,0,0,21.1876923076923,0,61.45,0,0,0,20.7967741935484,0,0,11.4833333333333,0,0,0,0,0,0,0,0,0,0,0,0,9.23333333333333,0,0,35.3111111111111,0,0,0,0,0,0,0,12.4380952380952,15.7428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.1942959001783,56.5075075075075,0,0,0,0,0,7.75662878787879,0,0,0,0,0,0,0,0,-0.487179487179487,0,0,0,10.6153846153846,0,29.5,0,0,0,6.98387096774194,0,0,25.5213675213675,0,0,0,0,0,0,0,0,0,0,0,0,27.6416666666667,0,0,9.76666666666667,0,0,0,0,0,0,0,11.7307692307692,-5.74264705882353,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,69.3890469416785,0,-18.0588235294118,0,0,0,0,0,0,0,-5.64349376114082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66123188405797,-10.7,0,3.8961038961039,0,0,-7.12142857142857,9.57575757575758,0,0,0,0,0,0,0,0,2.45766129032258,0,0,0,0,0,0,0,0,0,0,22.1403162055336,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31318681318681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86.25,0,0,0,54.3833992094862,0,0,0,0,10.0686274509804,0,0,6.01666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51578947368421,0,0,0,0,43.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5541666666667,9.21666666666667,-3.35238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,0,0,0,0,0,0,2.5,0,0,0,0,15.3,0,0,0,0,0,-8.4,20.2736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-18.0588235294118,0,42.9714285714286,0,0,0,0,0,0,0,3.37931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528985507246377,18.0911330049261,0,1.85238095238095,0,0,3.66666666666667,2.65120967741935,0,0,0,0,0,0,0,0,-3.03763440860215,0,0,0,0,0,0,0,0,0,0,-0.653679653679654,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4679487179487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,100.139495798319,10.4366666666667,0,0,0,0,0,0,0,0,0,0,0,0,6.03949579831933,0,0,0,-11.0135467980296,0,0,0,0,0,0,0,0,0,0,-1.10168067226891,24.1016042780749,0,0,4.62105263157895,0,0,6.87956989247312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.91208791208791,0,0,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0
0,0,0,0,0,0,10.4366666666667,105.551724137931,0,0,0,0,0,0,0,0,0,0,0,0,15.9384236453202,0,0,0,-2.25974025974026,0,0,0,0,0,0,0,0,0,0,17.4544334975369,33.9259259259259,0,0,21.3308823529412,0,0,4.33571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54545454545455,0,0,0,0,0,0,-11.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.4860215053763,7.75662878787879,0,0,0,0,0,35.4830659536542,0,0,0,0,0,0,0,0,20.4836956521739,0,0,0,5.845,0,29.3666666666667,0,0,0,13.4338624338624,0,0,1.73913043478261,0,0,0,0,0,0,0,0,0,0,0,0,9.20833333333333,0,0,37.3333333333333,0,0,0,0,0,0,0,10.4871794871795,4.35714285714286,56.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59.9761904761905,0,0,0,10.0686274509804,0,0,0,0,43.820197044335,0,0,14.9615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5384615384615,0,0,0,0,39.3666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2666666666667,28.3333333333333,12.0052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.66666666666667,0,0,0,0,0,0,0,0,10,-6.5,0,0,0,2.19047619047619,0,0,0,0,0,31.8571428571429,-7.99350649350649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,34.2402298850575,0,0,0,-5.69950738916256,5.72,0,0,-12.9,-2.97619047619048,0,0,0,0,0,0,0,0,0,-2.29166666666667,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,-7.18571428571429,-5.39102564102564,0,0,0,0,0,4.55555555555556,0,0,0,0,0,0,-0.128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,4.83374384236453,0,0,0,0,0,0,0,0,0,0,0,0,7.33928571428571,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,38.3143939393939,0,0,0,0,0.67487684729064,0,0,0,0,0,1.85416666666667,0,0,0,13.2119565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.557692307692308,0,0,0,7.18947368421053,0,0,0,0,0,0,0,0,0,0,0,0,7.67836257309941,0,0,0,0,0,-6.41666666666667,0,0,0,0,7.52380952380952,-3.51477832512315,0,18.6,0,0,0,0,0,-24,0,0,0,0,0,0,0,0,4.5,0,-7.97058823529412,-36.6666666666667,0,1,0,0,7.75,0,0,0,0,0,2.8,0,0,0
29.2619047619048,0,0,0,6.01666666666667,0,0,0,0,14.9615384615385,0,0,58.0604838709677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14285714285714,0,0,0,0,12.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2514619883041,9.13203463203463,3.11255411255411,0,0,0,0,0,0,0,0,0,0,0,0,0,9.13333333333333,0,0,0,0,0,0,0,0,0,22.0833333333333,0,0,0,21.5952380952381,0,0,0,0,0,33.0777777777778,-0.151666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-5.64349376114082,0,3.37931034482759,0,0,0,0,0,0,0,46.5918003565062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24210526315789,-8.38034188034188,0,17.0526315789474,0,0,9.41228070175439,3.28924731182796,0,0,0,0,0,0,0,0,-4.00862068965517,0,0,0,0,0,0,0,0,0,0,7.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
