"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,3100,106.451612903226,33,"Paul DeJong","STL",NA,"2B/SS",8,2,1,2,0,4,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,5900,55.2542372881356,32.6,"Luis Castillo","CIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.66666666666667,0,0,0,3,1,0
3,2,2900,106.896551724138,31,"Clint Frazier","NYY",NA,"OF",7,1,1,4,0,4,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,3100,96.7741935483871,30,"Nick Markakis","ATL",NA,"OF",5,4,1,2,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,4000,72.5,29,"Billy Hamilton","CIN",NA,"OF",1,1,0,1,3,3,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,2,9900,28.6868686868687,28.4,"Aaron Nola","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,8,0,0,2,4,2,0
7,3,7600,36.8421052631579,28,"Adam Wainwright","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.66666666666667,0,0,1,5,0,0
8,4,6500,42.6153846153846,27.7,"Rick Porcello","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,8,1,0,1,6,0,2
9,5,4200,64.2857142857143,27,"Cody Bellinger","LAD",NA,"1B/OF",4,2,1,2,0,3,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,6700,39.0298507462687,26.15,"Julio Teheran","ATL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,7,0,0,0,4,2,0
11,6,3900,66.6666666666667,26,"Josh Donaldson","TOR",NA,"3B",3,2,1,3,0,1,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,6,7100,35.8450704225352,25.45,"Alex Cobb","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7.66666666666667,0,0,0,2,1,0
13,7,7700,32.7922077922078,25.25,"Jhoulys Chacin","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6.33333333333333,0,0,1,3,2,0
14,8,6600,37.2727272727273,24.6,"Ivan Nova","PIT",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6.66666666666667,0,0,2,3,1,0
15,9,11500,21.1739130434783,24.35,"Luis Severino","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,7,0,0,3,6,2,1
16,10,8200,29.6951219512195,24.35,"Marcus Stroman","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,1,6,3,0
17,7,3800,60.5263157894737,23,"Jarrod Dyson","SEA",NA,"OF",8,2,1,1,0,3,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,11,7800,28.8461538461538,22.5,"Mike Clevinger","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,0,3,2,0
19,8,3400,64.7058823529412,22,"Matt Adams","ATL",NA,"1B",6,2,1,3,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,12,8100,26.9135802469136,21.8,"Jose Quintana","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5.33333333333333,0,0,3,5,2,0
21,9,2600,80.7692307692308,21,"Tucker Barnhart","CIN",NA,"C",8,2,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,10,3300,63.6363636363636,21,"Troy Tulowitzki","TOR",NA,"SS",6,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,11,4200,47.6190476190476,20,"Domingo Santana","MIL",NA,"OF",5,1,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,12,5400,37.037037037037,20,"Joey Votto","CIN",NA,"1B",3,1,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,13,3900,48.7179487179487,19,"Joc Pederson","LAD",NA,"OF",6,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,14,4600,41.304347826087,19,"Miguel Sano","MIN",NA,"3B",3,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,15,4000,47.5,19,"Salvador Perez","KC",NA,"C",5,1,1,2,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,16,3300,57.5757575757576,19,"Kyle Schwarber","CHC",NA,"OF",5,1,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,13,8300,22.8915662650602,19,"Justin Verlander","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6.66666666666667,0,0,1,6,4,0
30,17,3600,50,18,"Gregory Polanco","PIT",NA,"OF",6,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,18,2400,75,18,"Drew Robinson","TEX",NA,"2B/OF",9,1,1,2,0,2,0,0,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,19,3700,45.9459459459459,17,"Jay Bruce","NYM",NA,"OF",4,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,20,2400,70.8333333333333,17,"Johan Camargo","ATL",NA,"3B",8,2,0,0,0,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,21,3500,48.5714285714286,17,"Tim Anderson","CHW",NA,"SS",7,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,22,3800,44.7368421052632,17,"Yolmer Sanchez","CHW",NA,"2B",5,1,0,2,0,4,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,23,3900,43.5897435897436,17,"Josh Bell","PIT",NA,"1B",4,2,0,0,0,4,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,14,7300,22.8767123287671,16.7,"Ian Kennedy","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,3,7,1,0
38,15,5000,33.3,16.65,"Brent Suter","MIL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6.33333333333333,0,0,2,5,1,0
39,16,5700,28.3333333333333,16.15,"Wade Miley","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5.66666666666667,0,0,1,8,3,0
40,24,4600,34.7826086956522,16,"Adrian Beltre","TEX",NA,"3B",4,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,25,4500,35.5555555555556,16,"Brandon Belt","SF",NA,"1B/OF",5,2,0,1,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,26,4300,37.2093023255814,16,"Yonder Alonso","OAK",NA,"1B",3,1,1,1,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,27,4400,36.3636363636364,16,"Carlos Santana","CLE",NA,"1B",7,1,0,1,0,3,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,28,4200,38.0952380952381,16,"Jonathan Schoop","BAL",NA,"2B",3,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,29,4200,38.0952380952381,16,"Mark Trumbo","BAL",NA,"OF",5,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,30,3600,44.4444444444444,16,"Yunel Escobar","LAA",NA,"3B",4,1,1,1,0,3,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,31,3900,41.025641025641,16,"Manny Machado","BAL",NA,"3B",2,2,0,1,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,32,4900,32.6530612244898,16,"Nolan Arenado","COL",NA,"3B",3,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,33,4500,35.5555555555556,16,"Scooter Gennett","CIN",NA,"2B/OF",5,1,1,1,0,3,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,17,7200,22.1527777777778,15.95,"Tyson Ross","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,5.66666666666667,0,0,1,4,2,2
51,34,4300,34.8837209302326,15,"Thomas Pham","STL",NA,"OF",3,1,0,0,2,3,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,18,6800,20.8823529411765,14.2,"Adalberto Mejia","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6.66666666666667,0,0,4,5,3,0
53,19,6400,22.03125,14.1,"Zack Wheeler","NYM",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,2,8,1,0
54,35,3800,36.8421052631579,14,"Maikel Franco","PHI",NA,"3B",5,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,36,3200,43.75,14,"Ryon Healy","OAK",NA,"1B/3B",4,1,0,1,0,4,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,37,4400,31.8181818181818,14,"Marwin Gonzalez","HOU",NA,"3B/OF",5,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,38,4500,31.1111111111111,14,"Ian Happ","CHC",NA,"2B/OF",4,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,39,3100,45.1612903225806,14,"Chase Utley","LAD",NA,"1B/2B",1,2,0,0,1,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,40,3300,42.4242424242424,14,"Marcus Semien","OAK",NA,"SS",2,1,1,1,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
