"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Stephen Strasburg","P","WSH","vs ATL",3.49,"Teheran, R 5.14","R",3.28,0,0,6.5,10.4,1.05,NA,12500,45.4,22.8,24.33,24.33,"%",54,1.9,-4.05,NA
"Luis Severino","P","NYY","vs MIL",3.86,"Suter, L 3.00","R",3.52,0,0,6.2,10.3,1.11,NA,11500,42.7,20.4,18.8,18.8,"%",42,1.6,24.35,2.1
"Aaron Nola","P","PHI","vs SD",3.57,"Chacin, R 4.61","R",3.73,0,0,6,9,1.22,NA,9900,38.7,18.1,18.75,18.75,"%",45,1.9,28.4,2.9
"Jeff Samardzija","P","SF","vs MIA",3.56,"TBD","R",4.54,0,0,6.2,9.9,1.14,NA,9400,41,17.8,19.84,19.84,"%",41,2.1,11.75,1.3
"Jake Arrieta","P","CHC","vs PIT",3.34,"Nova, R 3.24","R",4.33,0,0,5.3,9.3,1.29,NA,8400,40,15.4,18.86,18.86,"%",31,2.2,7.35,0.9
"Justin Verlander","P","DET","@ CLE",5.25,"Clevinger, R 3.33","R",4.96,0,0,5.8,8.4,1.51,NA,8300,33.6,13.3,9.42,9.42,"%",9,1.1,20.2,2.4
"Marcus Stroman","P","TOR","vs HOU",4.18,"Fiers, R 3.90","R",3.42,0,0,6.2,7.4,1.25,NA,8200,36.2,16.8,14.81,14.81,"%",36,1.8,24.35,3
"Jose Quintana","P","CWS","@ COL",5.71,"Hoffman, R 4.01","L",4.45,0,0,5.8,9,1.31,NA,8100,33,15.3,8.86,8.86,"%",21,1.1,21.8,2.7
"Jeff Hoffman","P","COL","vs CWS",4.79,"Quintana, L 4.45","R",4.01,0,0,5.5,8.7,1.11,NA,7900,38.9,16.6,11.74,11.74,"%",18,1.5,5.75,0.7
"Mike Clevinger","P","CLE","vs DET",4.25,"Verlander, R 4.96","R",3.33,0,0,4.9,10.3,1.17,NA,7800,35.2,16.6,16.76,16.76,"%",44,2.1,22.5,2.9
"Jhoulys Chacin","P","SD","@ PHI",4.43,"Nola, R 3.73","R",4.61,0,0,5.3,7.8,1.28,NA,7700,37.3,12.9,11.93,11.93,"%",2,1.5,25.25,3.3
"Adam Wainwright","P","STL","vs NYM",4.45,"Wheeler, R 5.01","R",5.48,0,0,5.3,8.2,1.52,NA,7600,39.4,12.3,12.84,12.84,"%",0,1.7,28,3.7
"Mike Fiers","P","HOU","@ TOR",4.82,"Stroman, R 3.42","R",3.9,0,0,5.5,8.3,1.31,NA,7500,27.2,14.5,11.3,11.3,"%",45,1.5,13.5,1.8
"Ian Kennedy","P","KC","@ LAD",5.25,"McCarthy, R 3.25","R",4.44,0,0,5.4,7.7,1.15,NA,7300,29.1,13.1,8.07,8.07,"%",20,1.1,16.7,2.3
