"Place_lo","Place_hi","Payout"
"1","1","2000"
"2","2","1500"
"3","3","1000"
"4","4","750"
"5","5","500"
"6","6","300"
"7","8","250"
"9","10","200"
"11","15","175"
"16","20","150"
"21","30","125"
"31","45","100"
"46","70","75"
"71","115","60"
"116","197","50"
