"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,830186620,"airman5384 (1/2)",0,186.84,"DST Raiders  TE Jason Witten WR Jordy Nelson QB Philip Rivers WR Michael Crabtree WR Mohamed Sanu RB Devonta Freeman FLEX Ty Montgomery RB C.J. Anderson",NA,"Ty Montgomery","50.79%",29
2,830358707,"jonah.barker",0,186.52,"DST Seahawks  QB Aaron Rodgers TE Jared Cook WR Michael Crabtree WR Randall Cobb WR Mohamed Sanu RB Ty Montgomery RB C.J. Anderson FLEX Todd Gurley II",NA,"Marshawn Lynch","35.60%",11.9
3,825657057,"paleckson",0,186.22,"DST Seahawks  QB Aaron Rodgers WR Doug Baldwin WR Keenan Allen RB Ty Montgomery TE Eric Ebron FLEX Melvin Gordon RB C.J. Anderson WR Davante Adams",NA,"Keenan Allen","34.24%",22
4,824153801,"Dunndeal21",0,180.12,"DST Raiders  QB Aaron Rodgers TE Jared Cook WR Doug Baldwin WR Julio Jones RB Chris Thompson FLEX Ty Montgomery RB C.J. Anderson WR Davante Adams",NA,"Melvin Gordon","34.24%",20.8
5,830438302,"StuJSpringmeyer",0,179.14,"DST Raiders  TE Jason Witten QB Philip Rivers WR Michael Crabtree WR Terrelle Pryor Sr. WR Marvin Jones Jr. RB Ty Montgomery FLEX Melvin Gordon RB Todd Gurley II",NA,"Julio Jones","31.52%",18.8
6,827514974,"murphydawg",0,178.82,"DST Rams  QB Aaron Rodgers WR Emmanuel Sanders WR Demaryius Thomas TE Jordan Reed WR Keenan Allen RB Ty Montgomery FLEX Melvin Gordon RB C.J. Anderson",NA,"Raiders ","26.98%",9
7,830410336,"granderojo26",0,178.12,"DST Dolphins  QB Aaron Rodgers FLEX Marshawn Lynch WR Emmanuel Sanders WR Michael Crabtree WR Randall Cobb RB Ty Montgomery RB Todd Gurley II TE Evan Engram",NA,"Ezekiel Elliott","25.51%",6.2
8,829939584,"calle8",0,175.98,"DST Raiders  TE Jason Witten QB Matthew Stafford FLEX Michael Crabtree WR Doug Baldwin WR Marvin Jones Jr. WR Keenan Allen RB Devonta Freeman RB Ty Montgomery",NA,"Aaron Rodgers","23.70%",23.52
9,830429485,"martynate",0,175.6,"DST Falcons  TE Jason Witten WR Michael Crabtree WR Randall Cobb FLEX Mohamed Sanu QB Derek Carr WR Keenan Allen RB Ty Montgomery RB Ezekiel Elliott",NA,"Todd Gurley II","22.79%",27.6
10,830316555,"auburntigrs1",0,174.1,"DST Raiders  WR Emmanuel Sanders WR Julio Jones QB Derek Carr WR Keenan Allen RB Ty Montgomery FLEX Davante Adams TE Hunter Henry RB Chris Carson",NA,"Jordy Nelson","21.66%",0
