"Paul Goldschmidt_ARI","Cody Bellinger_LAD","Corey Seager_LAD","Robinson Cano_SEA","Justin Turner_LAD","Nelson Cruz_SEA","Mike Moustakas_KC","Eric Hosmer_KC","Chris Taylor_LAD","Chris Owings_ARI","Jean Segura_SEA","Jake Lamb_ARI","Whit Merrifield_KC","Joc Pederson_LAD","Austin Barnes_LAD","Lorenzo Cain_KC","Logan Forsythe_LAD","Salvador Perez_KC","Ben Gamel_SEA","David Peralta_ARI","AJ Pollock_ARI","Kyle Seager_SEA","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Alcides Escobar_KC","Mitch Haniger_SEA","Daniel Descalso_ARI","Yasmani Grandal_LAD","Kike Hernandez_LAD","Jarrod Dyson_SEA","Guillermo Heredia_SEA","Gregor Blanco_ARI","Yasmany Tomas_ARI","Alex Gordon_KC","Jorge Bonifacio_KC","Chase Utley_LAD","Franklin Gutierrez_LAD","Peter O'Brien_LAD","Danny Valencia_SEA","Mike Zunino_SEA","Chris Herrmann_ARI","Leonys Martin_SEA","Chris Iannetta_ARI","Brandon Moss_KC","Cheslor Cuthbert_KC","Taylor Motter_SEA","Jorge Soler_KC","Trayce Thompson_LAD","Paulo Orlando_KC","Billy Burns_KC","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Andrew Toles_LAD","Brandon Drury_ARI","Nick Ahmed_ARI","Ketel Marte_ARI","Willie Calhoun_LAD","Rey Fuentes_ARI","Rob Segedin_LAD","Alex Verdugo_LAD","DJ Peterson_SEA","Tyler Smith_SEA","Ryan O'Hearn_KC","Andre Ethier_LAD","Jack Reinheimer_ARI","Socrates Brito_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Shawn O'Malley_SEA","Terrance Gore_KC","Scott Van Slyke_LAD","Carlos Ruiz_SEA","Tuffy Gosewisch_SEA","Boog Powell_SEA","Ramon Torres_KC","Raul Mondesi_KC","Hunter Dozier_KC","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Mike Freeman_LAD","Jeff Mathis_ARI","Drew Butera_KC","Brett Eibner_LAD","Ildemaro Vargas_ARI"
77,0,0,0,0,0,0,0,0,66,0,71,0,0,0,0,0,0,0,57,32,0,0,0,0,0,35,0,0,0,0,27,39,0,0,0,0,0,0,0,26,0,27,0,0,0,0,0,0,0,6,0,0,63,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
0,59,51,0,36,0,0,0,48,0,0,0,0,26,16,0,28,0,0,0,0,0,25,47,0,0,0,45,0,0,0,0,0,0,0,40,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,51,69,0,45,0,0,0,43,0,0,0,0,32,16,0,34,0,0,0,0,0,38,59,0,0,0,54,0,0,0,0,0,0,0,42,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,69,0,61,0,0,0,0,41,0,0,0,0,0,0,0,44,0,0,65,0,0,0,38,0,0,0,57,42,0,0,0,0,0,0,0,57,50,0,13,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
0,36,45,0,53,0,0,0,29,0,0,0,0,31,16,0,23,0,0,0,0,0,21,46,0,0,0,38,0,0,0,0,0,0,0,25,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,61,0,71,0,0,0,0,45,0,0,0,0,0,0,0,46,0,0,67,0,0,0,36,0,0,0,60,43,0,0,0,0,0,0,0,59,44,0,13,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,67,67,0,0,0,0,53,0,0,65,0,59,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,60,49,0,0,0,0,0,0,0,0,45,14,0,17,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,11,0,0
0,0,0,0,0,0,67,76,0,0,0,0,60,0,0,73,0,68,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,67,54,0,0,0,0,0,0,0,0,46,22,0,20,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,18,0,0
0,48,43,0,29,0,0,0,52,0,0,0,0,22,18,0,24,0,0,0,0,0,19,41,0,0,0,36,0,0,0,0,0,0,0,30,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0
66,0,0,0,0,0,0,0,0,68,0,62,0,0,0,0,0,0,0,48,31,0,0,0,0,0,30,0,0,0,0,23,37,0,0,0,0,0,0,0,23,0,22,0,0,0,0,0,0,0,3,0,0,53,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0
