"Cody Bellinger_LAD","Michael Conforto_NYM","Yoenis Cespedes_NYM","Chris Taylor_LAD","Corey Seager_LAD","Robinson Cano_SEA","Khris Davis_OAK","Josh Harrison_PIT","Starling Marte_PIT","Jay Bruce_NYM","Wilmer Flores_NYM","Andrew McCutchen_PIT","Gregory Polanco_PIT","Miguel Sano_MIN","Jean Segura_SEA","Justin Turner_LAD","Josh Bell_PIT","Adam Frazier_PIT","Brian Dozier_MIN","Eddie Rosario_MIN","Austin Barnes_LAD","David Freese_PIT","Wil Myers_SD","Marcus Semien_OAK","Jose Reyes_NYM","Ben Gamel_SEA","Asdrubal Cabrera_NYM","Kyle Seager_SEA","Adrian Gonzalez_LAD","Chase Utley_LAD","Yasmani Grandal_LAD","Joc Pederson_LAD","Yasiel Puig_LAD","Jose Pirela_SD","Hunter Renfroe_SD","Lucas Duda_NYM","Ryan Schimpf_SD","Yonder Alonso_OAK","David Wright_NYM","Kike Hernandez_LAD","Yangervis Solarte_SD","Rajai Davis_OAK","Nelson Cruz_SEA","Neil Walker_NYM","Travis d'Arnaud_NYM","Buster Posey_SF","Jordy Mercer_PIT","Manuel Margot_SD","Joe Mauer_MIN","Matt Joyce_OAK","Eduardo Escobar_MIN","Curtis Granderson_NYM","Mike Zunino_SEA","Guillermo Heredia_SEA","Franklin Gutierrez_LAD","Peter O'Brien_LAD","Jose Osuna_PIT","Cory Spangenberg_SD","Hunter Pence_SF","Brandon Belt_SF","Kennys Vargas_MIN","Max Kepler_MIN","Ryon Healy_OAK","Denard Span_SF","Carlos Asuaje_SD","Jordan Luplow_PIT","Byron Buxton_MIN","Danny Valencia_SEA","TJ Rivera_NYM","Logan Forsythe_LAD","Trayce Thompson_LAD","Matt Szczur_SD","Hector Sanchez_SD","Travis Jankowski_SD","Chris Carter_OAK","Jed Lowrie_OAK","Jarrod Dyson_SEA","Danny Espinosa_SEA","Leonys Martin_SEA","Mitch Haniger_SEA","Taylor Motter_SEA","Pablo Sandoval_SF","Brandon Crawford_SF","Andrew Toles_LAD","Joe Panik_SF","Willie Calhoun_LAD","Jabari Blash_SD","Alex Dickerson_SD","Jason Castro_MIN","Mark Canha_OAK","Matt Chapman_OAK","Amed Rosario_NYM","Rob Segedin_LAD","Alex Verdugo_LAD","Francisco Cervelli_PIT","Chase d'Arnaud_SD","Danny Ortiz_PIT","Kevin Newman_PIT","Robbie Grossman_MIN","Joey Wendle_OAK","Brandon Nimmo_NYM","Andre Ethier_LAD","Jarrett Parker_SF","Christian Arroyo_SF","Christian Bethancourt_SD","Austin Hedges_SD","Luis Urias_SD","Shawn O'Malley_SEA","Nick Hundley_SF","Scott Van Slyke_LAD","Gorkys Hernandez_SF","Erick Aybar_SD","Franchy Cordero_SD","Adam Rosales_OAK","Jake Smolinski_OAK","Ryan LaMarre_OAK","Carlos Ruiz_SEA","Juan Lagares_NYM","Matt Reynolds_NYM","Gavin Cecchini_NYM","Boog Powell_SEA","Mac Williamson_SF","Elias Diaz_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","Ehire Adrianza_MIN","Matt Olson_OAK","Bruce Maxwell_OAK","Zack Granite_MIN","Tuffy Gosewisch_SEA","Kevin Plawecki_NYM","Kelby Tomlinson_SF","John Jaso_PIT","Chris Gimenez_MIN","Chad Pinder_OAK","Aaron Hill_SF","Justin Ruggiano_SF","Conor Gillaspie_SF","Gift Ngoepe_PIT","Josh Phegley_OAK","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Mike Freeman_LAD","Max Moroff_PIT","Allen Cordoba_SD","Michael Morse_SF","Dusty Coleman_SD","Jacob Stallings_PIT","Jose Rondon_SD","Luis Torrens_SD","John Bormann_PIT","Jaff Decker_OAK","Jorge Polanco_MIN","Rene Rivera_NYM","Brett Eibner_LAD","Chris Stewart_PIT","Anthony Recker_MIN","Ryan Lavarnway_OAK","Daniel Palka_MIN","Jaycob Brugman_OAK","Renato Nunez_OAK","Franklin Barreto_OAK","DJ Peterson_SEA","Tyler Smith_SEA","Chris Marrero_SF","Carlos Moncrief_SF","Tim Federowicz_SF","Austin Slater_SF","Miguel Gomez_SF","Ryder Jones_SF","Orlando Calixte_SF","Jae-gyun Hwang_SF"
113.333580155498,0,0,7.10391327340032,12.3505827505828,0,0,0,0,0,0,0,0,0,0,7.46258503401361,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87789084181314,-1.58552631578947,0.839971550497866,22.6745762711864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79014844804319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,93.2018648018648,20.4664031620553,0,0,0,0,0,0,-12.7879428873612,1.41680672268908,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46540880503145,0,3.35075493612079,0,0,0,0,0,0,0,0,8.33826638477801,0,0,0,0,0,0,0,3.19047619047619,-6.99080459770115,0,0,0,0,0,0,-14.0821256038647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8484848484849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20.4664031620553,108.722960992908,0,0,0,0,0,0,-8.96767676767677,26.6442687747036,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.51060606060606,0,32.5668016194332,0,0,0,0,0,0,0,0,43.5757575757576,0,0,0,0,0,0,0,10.4736842105263,52.5080213903743,0,0,0,0,0,0,20.6481481481481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.10391327340032,0,0,77.9457259158752,-3.99697519661222,0,0,0,0,0,0,0,0,0,0,17.5238095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.56587301587302,-7.8145235892692,6.02840909090909,8.23270440251572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1932773109244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.3505827505828,0,0,-3.99697519661222,71.1616246498599,0,0,0,0,0,0,0,0,0,0,3.34979544126242,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71301020408163,21.8503496503496,9.46723044397463,17.1628614916286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1632850241546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,77.6478991596639,0,0,0,0,0,0,0,0,1.34179197994987,0,0,0,0,0,0,0,0,0,0,12.5672316384181,0,8.31012658227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.890635680109364,0,0,0,0,0,0,0,0,0,-16.5071390798519,11.0247058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50532724505327,0,0,0,0,0,0,0,0,4.12211668928087,0,0,6.03510204081633,12.7444831591173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,61.7436159346272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.82863849765258,0,0,0,-2.73030303030303,0,0,0,0,0,0,0,2.61428571428571,0,0,0,0,0,0,0,0,0,0,0,0,-2.49841772151899,0,0,0,0,0,0,0,0,0,0,0,0,-0.205092592592593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.78582202111614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43.5818965517241,0,0,0,1.65417236662107,-7.26314484126984,0,0,0,-0.583902939166097,11.265306122449,0,0,0,5.64357482813326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14104938271605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9654088050314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-12.7879428873612,-8.96767676767677,0,0,0,0,0,0,78.2096527068437,14.2432932469935,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37783783783784,0,9.11581920903955,0,0,0,0,0,0,0,0,-12.45821157218,0,0,0,0,0,0,0,-10.6818181818182,-12.8669387755102,0,0,0,0,0,0,-0.188344988344988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
