"Place_lo","Place_hi","Payout"
"1","1","150"
"2","2","100"
"3","3","80"
"4","4","60"
"5","5","50"
"6","6","40"
"7","8","30"
"9","10","25"
"11","15","20"
"16","20","15"
"21","30","12"
"31","50","10"
"51","80","8"
"81","130","6"
"131","205","5"
