"Place_lo","Place_hi","Payout"
"1","1","10000"
"2","2","7500"
"3","3","5000"
"4","4","4000"
"5","5","3000"
"6","6","2000"
"7","8","1500"
"9","10","1000"
"11","15","700"
"16","20","500"
"21","30","300"
"31","50","200"
"51","80","150"
"81","120","100"
"121","170","70"
"171","240","60"
"241","340","50"
"341","540","40"
"541","790","30"
"791","1090","20"
"1091","1490","15"
"1491","1990","12"
"1991","2990","10"
"2991","4490","9"
"4491","6490","8"
"6491","9990","7"
"9991","15290","6"
