"George Springer_HOU","Carlos Correa_HOU","Jose Altuve_HOU","JD Martinez_DET","Ian Kinsler_DET","Justin Upton_DET","Josh Reddick_HOU","Carlos Beltran_HOU","Evan Gattis_HOU","Alex Avila_DET","Nicholas Castellanos_DET","Marwin Gonzalez_HOU","Miguel Cabrera_DET","Mike Moustakas_KC","Salvador Perez_KC","Eric Hosmer_KC","Jorge Bonifacio_KC","Lorenzo Cain_KC","Brian McCann_HOU","Khris Davis_OAK","Victor Martinez_DET","Whit Merrifield_KC","Alex Bregman_HOU","Yuli Gurriel_HOU","Matt Joyce_OAK","Jed Lowrie_OAK","Yonder Alonso_OAK","Derek Fisher_HOU","Ryon Healy_OAK","Jake Marisnick_HOU","Jorge Soler_KC","Mikie Mahtook_DET","Andrew Romine_DET","Mark Canha_OAK","Marcus Semien_OAK","JD Davis_HOU","Franklin Barreto_OAK","James McCann_DET","Rajai Davis_OAK","Adam Rosales_OAK","Joey Wendle_OAK","Matt Chapman_OAK","Paulo Orlando_KC","Billy Burns_KC","John Hicks_DET","JaCoby Jones_DET","Norichika Aoki_HOU","Jaycob Brugman_OAK","Chad Pinder_OAK","Alcides Escobar_KC","Alex Gordon_KC","Dixon Machado_DET","Tyler Collins_DET","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Matt Olson_OAK","Jim Adduci_DET","Alex Presley_DET","Cheslor Cuthbert_KC","Ryan O'Hearn_KC","Kyle Tucker_HOU","Brandon Moss_KC","Jose Iglesias_DET","Terrance Gore_KC","Juan Centeno_HOU","Josh Phegley_OAK","Renato Nunez_OAK","Tony Kemp_HOU","Raul Mondesi_KC","Teoscar Hernandez_HOU","Colin Moran_HOU","Jaff Decker_OAK","Drew Butera_KC","Matt den Dekker_DET","Ramon Torres_KC","Hunter Dozier_KC"
0,0,0,34,43,54,0,0,0,30,0,0,49,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,29,0,0,0,0,0,0,11,8,0,0,0,0,0,7,22,0,0,0,0,8,11,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,14,21,15,0,25,0,0,0,0,11,2,0,0,0,15,20,0,2,0,0,0,0,0,7,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,12,11,0,12,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,17,11,16,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,17,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
