"George Springer_HOU","Carlos Correa_HOU","Jose Altuve_HOU","JD Martinez_DET","Ian Kinsler_DET","Justin Upton_DET","Josh Reddick_HOU","Carlos Beltran_HOU","Evan Gattis_HOU","Alex Avila_DET","Nicholas Castellanos_DET","Marwin Gonzalez_HOU","Miguel Cabrera_DET","Mike Moustakas_KC","Salvador Perez_KC","Eric Hosmer_KC","Jorge Bonifacio_KC","Lorenzo Cain_KC","Brian McCann_HOU","Khris Davis_OAK","Victor Martinez_DET","Whit Merrifield_KC","Alex Bregman_HOU","Yuli Gurriel_HOU","Matt Joyce_OAK","Jed Lowrie_OAK","Yonder Alonso_OAK","Derek Fisher_HOU","Ryon Healy_OAK","Jake Marisnick_HOU","Jorge Soler_KC","Mikie Mahtook_DET","Andrew Romine_DET","Mark Canha_OAK","Marcus Semien_OAK","JD Davis_HOU","Franklin Barreto_OAK","James McCann_DET","Rajai Davis_OAK","Adam Rosales_OAK","Joey Wendle_OAK","Matt Chapman_OAK","Paulo Orlando_KC","Billy Burns_KC","John Hicks_DET","JaCoby Jones_DET","Norichika Aoki_HOU","Jaycob Brugman_OAK","Chad Pinder_OAK","Alcides Escobar_KC","Alex Gordon_KC","Dixon Machado_DET","Tyler Collins_DET","Jake Smolinski_OAK","Ryan LaMarre_OAK","Bruce Maxwell_OAK","Matt Olson_OAK","Jim Adduci_DET","Alex Presley_DET","Cheslor Cuthbert_KC","Ryan O'Hearn_KC","Kyle Tucker_HOU","Brandon Moss_KC","Jose Iglesias_DET","Terrance Gore_KC","Juan Centeno_HOU","Josh Phegley_OAK","Renato Nunez_OAK","Tony Kemp_HOU","Raul Mondesi_KC","Teoscar Hernandez_HOU","Colin Moran_HOU","Jaff Decker_OAK","Drew Butera_KC","Matt den Dekker_DET","Ramon Torres_KC","Hunter Dozier_KC"
67,60,66,0,0,0,47,54,39,0,0,41,0,0,0,0,0,0,40,0,0,0,60,0,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
60,67,64,0,0,0,48,54,38,0,0,39,0,0,0,0,0,0,45,0,0,0,59,0,0,0,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,64,71,0,0,0,51,57,40,0,0,43,0,0,0,0,0,0,45,0,0,0,63,0,0,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,38,30,37,0,0,0,23,0,0,36,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,17,0,0,0,0,0,0,8,2,0,0,0,0,0,9,6,0,0,0,0,0,12,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,30,53,50,0,0,0,31,0,0,42,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,18,23,0,0,0,0,30,0,0,0,0,0,0,8,7,0,0,0,0,0,7,23,0,0,0,0,7,9,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,37,50,63,0,0,0,35,0,0,52,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,19,31,0,0,0,0,33,0,0,0,0,0,0,12,8,0,0,0,0,0,12,24,0,0,0,0,10,12,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0
47,48,51,0,0,0,54,45,27,0,0,30,0,0,0,0,0,0,36,0,0,0,49,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
54,54,57,0,0,0,45,59,28,0,0,35,0,0,0,0,0,0,36,0,0,0,52,0,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,38,40,0,0,0,27,28,43,0,0,28,0,0,0,0,0,0,17,0,0,0,41,0,0,0,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,23,31,35,0,0,0,36,0,0,28,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,8,0,0,0,0,0,0,4,2,0,0,0,0,0,4,17,0,0,0,0,7,12,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,39,43,0,0,0,30,35,28,0,0,46,0,0,0,0,0,0,29,0,0,0,38,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,36,42,52,0,0,0,28,0,0,55,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,18,28,0,0,0,0,27,0,0,0,0,0,0,8,9,0,0,0,0,0,11,18,0,0,0,0,5,12,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,62,55,62,45,60,0,0,0,49,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,62,56,0,0,0,0,0,0,0,0,14,0,0,43,0,0,0,0,0,0,10,0,0,0,10,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,55,63,63,44,62,0,0,0,48,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,63,55,0,0,0,0,0,0,0,0,19,0,0,38,0,0,0,0,0,0,10,0,0,0,10,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,70,49,68,0,0,0,55,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,70,62,0,0,0,0,0,0,0,0,22,0,0,43,0,0,0,0,0,0,10,0,0,0,17,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,45,44,49,49,47,0,0,0,46,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,41,0,0,0,0,0,0,0,0,15,0,0,28,0,0,0,0,0,0,0,0,0,0,11,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,60,62,68,47,68,0,0,0,53,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,68,60,0,0,0,0,0,0,0,0,20,0,0,42,0,0,0,0,0,0,10,0,0,0,16,0,4,0
40,45,45,0,0,0,36,36,17,0,0,29,0,0,0,0,0,0,47,0,0,0,40,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,50,61,54,0,64,0,0,0,0,19,9,0,3,0,40,45,0,2,0,0,0,0,0,14,35,0,0,0,0,0,2,9,6,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12,0,0,0,0
0,0,0,24,40,47,0,0,0,27,0,0,40,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0,25,0,0,0,0,0,0,7,9,0,0,0,0,0,10,23,0,0,0,0,9,7,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,49,48,55,46,53,0,0,0,55,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,47,0,0,0,0,0,0,0,0,18,0,0,30,0,0,0,0,0,0,0,0,0,0,15,0,3,0
60,59,63,0,0,0,49,52,41,0,0,38,0,0,0,0,0,0,40,0,0,0,66,0,0,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,52,48,47,0,49,0,0,0,0,10,6,0,2,0,25,32,0,2,0,0,0,0,0,12,22,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,10,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,48,63,50,0,60,0,0,0,0,19,9,0,0,0,37,41,0,2,0,0,0,0,0,11,31,0,0,0,0,0,2,7,4,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,47,50,56,0,53,0,0,0,0,12,6,0,3,0,31,35,0,0,0,0,0,0,0,13,26,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0
4,4,4,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,49,60,53,0,66,0,0,0,0,20,9,0,3,0,39,44,0,2,0,0,0,0,0,14,35,0,0,0,0,0,2,8,7,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,12,0,0,0,0
27,28,31,0,0,0,13,24,20,0,0,19,0,0,0,0,0,0,17,0,0,0,28,0,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,15,10,14,0,0,0,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,0,0,13,18,19,0,0,0,3,0,0,18,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,16,0,0,0,0,0,0,7,5,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14,23,31,0,0,0,19,0,0,28,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,7,33,0,0,0,0,16,0,0,0,0,0,0,3,4,0,0,0,0,0,6,14,0,0,0,0,5,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10,19,12,0,20,0,0,0,0,20,4,0,0,0,14,16,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,9,6,0,9,0,0,0,0,4,9,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17,30,33,0,0,0,8,0,0,27,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,35,0,0,0,0,0,0,5,6,0,0,0,0,0,7,15,0,0,0,0,6,2,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,25,37,31,0,39,0,0,0,0,14,9,0,0,0,41,27,0,0,0,0,0,0,0,5,23,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,32,41,35,0,44,0,0,0,0,16,3,0,2,0,27,47,0,0,0,0,0,0,0,7,20,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,8,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,8,12,0,0,0,4,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,5,0,0,0,0,0,0,12,2,0,0,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,7,8,0,0,0,2,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,2,10,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39,41,0,0,0,35,34,25,0,0,25,0,0,0,0,0,0,29,0,0,0,38,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,12,11,13,0,14,0,0,0,0,0,0,0,3,0,5,7,0,2,0,0,0,0,0,14,10,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,22,31,26,0,35,0,0,0,0,10,0,0,0,0,23,20,0,0,0,0,0,0,0,10,35,0,0,0,0,0,2,4,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,62,63,70,49,68,0,0,0,55,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,70,62,0,0,0,0,0,0,0,0,22,0,0,43,0,0,0,0,0,0,10,0,0,0,17,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,56,55,62,41,60,0,0,0,47,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,62,62,0,0,0,0,0,0,0,0,18,0,0,41,0,0,0,0,0,0,10,0,0,0,13,0,2,0
0,0,0,9,7,12,0,0,0,4,0,0,11,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,0,0,0,0,0,0,5,3,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,23,24,0,0,0,17,0,0,18,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,15,0,0,0,0,0,0,2,4,0,0,0,0,0,2,26,0,0,0,0,9,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,7,9,0,8,0,0,0,0,0,0,0,2,0,5,7,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,7,0,7,0,0,0,0,0,0,0,3,0,2,5,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,7,10,0,0,0,7,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,12,9,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,22,15,20,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,18,0,0,0,0,0,0,0,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,43,38,43,28,42,0,0,0,30,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,43,41,0,0,0,0,0,0,0,0,4,0,0,43,0,0,0,0,0,0,10,0,0,0,6,0,0,0
