"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,760603609,"thoroughnut (14/30)",0,155.3,"P Carlos Carrasco OF Andrew McCutchen 1B Carlos Santana SS Jordy Mercer C Yan Gomes OF Gregory Polanco 2B Alen Hanson 3B José Ramírez P Robert Gsellman OF Bradley Zimmer",NA,"Carlos Carrasco","67.77%",26.15
2,760603573,"thoroughnut (10/30)",0,148.3,"P Carlos Carrasco OF Andrew McCutchen OF Michael Brantley 1B Carlos Santana SS Jordy Mercer C Yan Gomes OF Gregory Polanco 2B Alen Hanson 3B José Ramírez P Robert Gsellman",NA,"Kyle Hendricks","57.91%",7.05
3,760615018,"cmart0206",0,146.1,"C René Rivera P Carlos Carrasco 1B Ryan Zimmerman OF Andrew McCutchen P Tanner Roark OF Chris Owings 3B Jake Lamb SS Francisco Lindor 2B José Ramírez OF Bradley Zimmer",NA,"Francisco Lindor","41.75%",0
4,760317288,"gr8487",0,142.1,"P Carlos Carrasco 1B Anthony Rizzo C Buster Posey P Tanner Roark OF Keon Broxton OF Domingo Santana OF Hunter Renfroe 2B José Ramírez SS Trea Turner 3B Christian Arroyo",NA,"Jason Kipnis","34.78%",0
5,760611596,"thoroughnut (26/30)",0,135.2,"P Carlos Carrasco OF Andrew McCutchen 1B Carlos Santana SS Jordy Mercer 2B Josh Harrison C Yan Gomes OF Gregory Polanco P Kyle Hendricks 3B José Ramírez OF Bradley Zimmer",NA,"Michael Brantley","29.76%",3
6,760596064,"jmorales3167",0,135.1,"SS Asdrúbal Cabrera P Carlos Carrasco C Manny Piña 3B Josh Harrison P Tanner Roark 1B Paul Goldschmidt OF Domingo Santana OF Hunter Renfroe 2B José Ramírez OF Michael Conforto",NA,"José Ramírez","29.17%",27
7,760466520,"miduar",0,134.1,"P Carlos Carrasco 1B Ryan Zimmerman OF Jay Bruce OF Michael Brantley C Manny Piña P Tanner Roark OF Hunter Renfroe 3B Travis Shaw SS Francisco Lindor 2B José Ramírez",NA,"Jay Bruce","26.79%",2
8,760603598,"thoroughnut (12/30)",0,132.3,"P Carlos Carrasco 1B Carlos Santana OF David Peralta SS Chris Owings C Yan Gomes 3B Jake Lamb 2B José Ramírez P Robert Gsellman OF Bradley Zimmer OF Yasmany Tomás",NA,"Bryce Harper","26.28%",2
9,760603391,"Mark543210 (2/3)",0,131.2,"C René Rivera SS Asdrúbal Cabrera P Carlos Carrasco 1B Ryan Zimmerman OF Andrew McCutchen OF Michael Brantley 2B Daniel Murphy 3B Anthony Rendon OF Domingo Santana P Kyle Hendricks",NA,"Michael Conforto","25.26%",7
10,760422800,"pickledgringo (1/4)",0,131.1,"C Miguel Montero SS Asdrúbal Cabrera P Carlos Carrasco OF Andrew McCutchen OF Jason Heyward 1B Anthony Rizzo P Tanner Roark 3B Kris Bryant 2B José Ramírez OF Kyle Schwarber",NA,"Miguel Montero","23.64%",2
11,760588874,"mbolt1 (21/30)",0,130.3,"1B Edwin Encarnación 2B Ben Zobrist P Carlos Carrasco OF Austin Jackson OF Jason Heyward P Matt Moore C Yan Gomes SS Francisco Lindor 3B José Ramírez OF Kyle Schwarber",NA,"Kris Bryant","22.79%",4
12,760512964,"spark5411",0,130.1,"P Carlos Carrasco OF Andrew McCutchen 1B Brandon Belt 2B Yangervis Solarte C Buster Posey P Tanner Roark OF Gregory Polanco OF Bryce Harper SS Francisco Lindor 3B José Ramírez",NA,"Tanner Roark","22.53%",26.95
13,760613350,"acesfull506",0,130,"OF Andrew McCutchen OF Jason Heyward 1B Anthony Rizzo P Tanner Roark 3B Anthony Rendon C Yan Gomes OF Gregory Polanco P Kyle Hendricks 2B José Ramírez SS Addison Russell",NA,"Jayson Werth","20.07%",0
14,760603606,"thoroughnut (13/30)",0,129.3,"P Carlos Carrasco 1B Carlos Santana OF David Peralta SS Chris Owings C Yan Gomes 2B Brandon Drury 3B José Ramírez P Robert Gsellman OF Bradley Zimmer OF Yasmany Tomás",NA,"Kyle Schwarber","18.79%",2
15,760392883,"blitz2222",0,129.1,"C Chris Iannetta P Carlos Carrasco OF Jay Bruce 2B Daniel Murphy P Tanner Roark 3B Ryan Schimpf 1B Paul Goldschmidt OF Domingo Santana OF Hunter Renfroe SS Francisco Lindor",NA,"Andrew McCutchen","18.54%",18
16,760491431,"RSMdk01 (1/3)",0,127.3,"1B Edwin Encarnación P Carlos Carrasco OF David Peralta 3B Anthony Rendon C Yan Gomes SS Francisco Lindor 2B José Ramírez P Robert Gsellman OF Michael Conforto OF Kyle Schwarber",NA,"Josh Harrison","17.01%",0
17,760586219,"isu7 (9/25)",0,125.3,"1B Edwin Encarnación P Carlos Carrasco OF Brandon Belt OF David Peralta C Buster Posey 3B Jake Lamb SS Francisco Lindor 2B José Ramírez P Robert Gsellman OF Yasmany Tomás",NA,"Robert Gsellman","16.92%",24.15
17,760604940,"loumister35 (1/3)",0,125.3,"OF Jayson Werth P Carlos Carrasco 1B Ryan Zimmerman OF Michael Brantley 2B Daniel Murphy C Yan Gomes OF Bryce Harper 3B José Ramírez P Robert Gsellman SS Trea Turner",NA,"Matt Wieters","16.07%",3
19,760592023,"Jbeersx1",0,125.1,"1B Edwin Encarnación OF Rajai Davis P Carlos Carrasco OF Michael Brantley OF Austin Jackson 2B Josh Harrison P Tanner Roark C Yan Gomes 3B José Ramírez SS Trea Turner",NA,"Jake Lamb","15.90%",3
19,760612947,"fever35",0,125.1,"OF Rajai Davis P Carlos Carrasco 1B Ryan Zimmerman C Buster Posey OF Chase d'Arnaud P Tanner Roark 3B Travis Shaw SS Francisco Lindor 2B José Ramírez OF Michael Conforto",NA,"Buster Posey","15.65%",8
21,760588872,"mbolt1 (19/30)",0,124.2,"1B Edwin Encarnación C René Rivera P Carlos Carrasco OF Jay Bruce OF Austin Jackson 3B Wilmer Flores P Kyle Hendricks SS Francisco Lindor 2B José Ramírez OF Bradley Zimmer",NA,"Travis Shaw","15.48%",5
21,760588878,"mbolt1 (25/30)",0,124.2,"C René Rivera SS Asdrúbal Cabrera P Carlos Carrasco OF Jay Bruce 1B Carlos Santana 3B Wilmer Flores P Kyle Hendricks 2B José Ramírez OF Bradley Zimmer OF Michael Conforto",NA,"Paul Goldschmidt","15.48%",0
23,760481478,"CaptAndy",0,124.1,"OF Jayson Werth C René Rivera P Carlos Carrasco 2B Daniel Murphy 1B Lucas Duda P Tanner Roark 3B Kris Bryant OF Hunter Renfroe SS Addison Russell OF Michael Conforto",NA,"Ben Zobrist","14.80%",8
24,760587831,"B370zNismo",0,122.3,"SS Asdrúbal Cabrera P Carlos Carrasco OF Jay Bruce OF David Peralta 1B Lucas Duda C Buster Posey 3B Kris Bryant 2B José Ramírez P Robert Gsellman OF Michael Conforto",NA,"Carlos Santana","14.37%",14
25,760588876,"mbolt1 (23/30)",0,122.2,"1B Edwin Encarnación P Carlos Carrasco OF Andrew McCutchen C Yan Gomes OF Gregory Polanco 2B Alen Hanson P Kyle Hendricks SS Francisco Lindor 3B José Ramírez OF Bradley Zimmer",NA,"Gregory Polanco","13.95%",8
26,760561574,"ArtfulPossum (30/30)",0,122.1,"OF Jayson Werth SS Asdrúbal Cabrera P Carlos Carrasco 1B Ryan Zimmerman OF Andrew McCutchen 2B Daniel Murphy P Tanner Roark 3B Anthony Rendon OF Bryce Harper C Austin Hedges",NA,"Chris Owings","13.69%",2
26,760606145,"justinchagan (7/11)",0,122.1,"P Carlos Carrasco C Buster Posey P Tanner Roark 1B Wil Myers 3B Ryan Schimpf OF Gregory Polanco OF Bryce Harper 2B José Ramírez OF Michael Conforto SS Allen Cordoba",NA,"Trea Turner","13.69%",0
28,760588858,"mbolt1 (5/30)",0,121.2,"OF Jayson Werth P Carlos Carrasco OF Austin Jackson 1B Carlos Santana 2B Daniel Murphy C Yan Gomes P Kyle Hendricks 3B José Ramírez SS Trea Turner OF Bradley Zimmer",NA,"Yan Gomes","13.61%",9
29,760550435,"wildcatfan9698 (2/2)",0,120.1,"P Carlos Carrasco OF Andrew McCutchen C Matt Wieters SS Jordy Mercer 2B Jason Kipnis P Tanner Roark 3B Jake Lamb OF Domingo Santana 1B Jesús Aguilar OF Michael Conforto",NA,"David Peralta","13.44%",12
30,760232261,"gronk00",0,119.3,"SS Asdrúbal Cabrera 1B Ryan Zimmerman OF Jay Bruce P Matt Garza OF Michael Brantley 2B Daniel Murphy C Buster Posey P Tanner Roark OF Bryce Harper 3B José Ramírez",NA,"Lucas Duda","12.93%",3
