"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Max Scherzer","Robbie Ray","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Andrelton Simmons","Mike Trout","Lorenzo Cain","Jaff Decker"
"2","Max Scherzer","Jameson Taillon","Martin Maldonado","Albert Pujols","Tyler Saladino","Yunel Escobar","Corey Seager","Mike Trout","Kole Calhoun","Jaff Decker"
"3","Max Scherzer","Carlos Carrasco","Stephen Vogt","Eric Hosmer","Adam Rosales","Trevor Plouffe","Andrelton Simmons","Mike Trout","Matt Joyce","Jaff Decker"
"4","Max Scherzer","Robbie Ray","Stephen Vogt","Albert Pujols","Whit Merrifield","Mike Moustakas","Corey Seager","Lorenzo Cain","Brandon Moss","Jorge Bonifacio"
"5","Max Scherzer","Adam Conley","Stephen Vogt","Trey Mancini","Jose Altuve","Mike Moustakas","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"6","Max Scherzer","Carlos Carrasco","Martin Maldonado","Eric Hosmer","Danny Espinosa","Yunel Escobar","Andrelton Simmons","Cameron Maybin","Josh Reddick","Jaff Decker"
"7","Max Scherzer","Carlos Carrasco","Evan Gattis","Yonder Alonso","Jed Lowrie","Kris Bryant","Andrelton Simmons","Khris Davis","Matt Joyce","Jaff Decker"
"8","Carlos Carrasco","Robbie Ray","Martin Maldonado","Albert Pujols","Cory Spangenberg","Yunel Escobar","Carlos Correa","Mike Trout","Kole Calhoun","Josh Reddick"
"9","Max Scherzer","Jameson Taillon","Evan Gattis","Eric Hosmer","Whit Merrifield","Mike Moustakas","Carlos Correa","AJ Pollock","Lorenzo Cain","Jorge Bonifacio"
"10","Max Scherzer","Robbie Ray","Stephen Vogt","Paul Goldschmidt","Brandon Drury","Mike Moustakas","Chris Owings","AJ Pollock","Yasmany Tomas","Jaff Decker"
"11","Max Scherzer","Robbie Ray","Evan Gattis","Eric Hosmer","Cory Spangenberg","Alex Bregman","Andrelton Simmons","George Springer","Josh Reddick","Norichika Aoki"
"12","Max Scherzer","Jameson Taillon","Salvador Perez","Eric Hosmer","Cory Spangenberg","Mike Moustakas","Xander Bogaerts","Bryce Harper","Lorenzo Cain","Alex Gordon"
"13","Max Scherzer","Robbie Ray","Martin Maldonado","Eric Hosmer","Danny Espinosa","Yunel Escobar","Chris Owings","Mike Trout","Kole Calhoun","Jabari Blash"
"14","Jacob deGrom","Carlos Carrasco","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Corey Seager","Kole Calhoun","Lorenzo Cain","Josh Reddick"
"15","Carlos Carrasco","Jeff Samardzija","Stephen Vogt","Eric Hosmer","Whit Merrifield","Mike Moustakas","Francisco Lindor","Mike Trout","Lorenzo Cain","Jorge Bonifacio"
"16","Max Scherzer","Jameson Taillon","Stephen Vogt","Albert Pujols","Tyler Saladino","Manny Machado","JJ Hardy","Mark Trumbo","Adam Jones","Joey Rickard"
"17","Max Scherzer","Adam Conley","Stephen Vogt","Albert Pujols","Tyler Saladino","Todd Frazier","Tim Anderson","Mike Trout","Melky Cabrera","Avisail Garcia"
"18","Max Scherzer","Robbie Ray","Martin Maldonado","CJ Cron","Danny Espinosa","Mike Moustakas","Andrelton Simmons","AJ Pollock","Cameron Maybin","Delino DeShields"
"19","Max Scherzer","Robbie Ray","Stephen Vogt","Trey Mancini","Jonathan Schoop","Mike Moustakas","JJ Hardy","Mike Trout","Adam Jones","Joey Rickard"
"20","Max Scherzer","Robbie Ray","Stephen Vogt","Ryon Healy","Adam Rosales","Trevor Plouffe","Xander Bogaerts","Bryce Harper","Giancarlo Stanton","Jaff Decker"
"21","Max Scherzer","Jameson Taillon","Stephen Vogt","Mike Napoli","Rougned Odor","Mike Moustakas","Elvis Andrus","Carlos Gomez","Delino DeShields","Josh Reddick"
"22","Max Scherzer","Robbie Ray","Geovany Soto","Paul Goldschmidt","Tyler Saladino","Mike Moustakas","Tim Anderson","Mike Trout","Melky Cabrera","Leury Garcia"
"23","Max Scherzer","Blake Snell","Evan Gattis","CJ Cron","Whit Merrifield","Mike Moustakas","Alcides Escobar","Mike Trout","Brandon Moss","Jorge Bonifacio"
"24","Max Scherzer","Jameson Taillon","Welington Castillo","Chris Davis","Cory Spangenberg","Manny Machado","Andrelton Simmons","Mark Trumbo","Adam Jones","Jaff Decker"
"25","Max Scherzer","Blake Snell","Stephen Vogt","Albert Pujols","Jose Altuve","Alex Bregman","Jordy Mercer","George Springer","Josh Reddick","Norichika Aoki"
"26","Ian Kennedy","Blake Snell","Martin Maldonado","Albert Pujols","Jose Altuve","Yunel Escobar","Xander Bogaerts","Mike Trout","Bryce Harper","Kole Calhoun"
"27","Carlos Carrasco","Jameson Taillon","Salvador Perez","Albert Pujols","Jose Altuve","Yunel Escobar","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"28","Max Scherzer","Robbie Ray","Yasmani Grandal","Adrian Gonzalez","Chase Utley","Justin Turner","Corey Seager","Mike Trout","Josh Reddick","Jaff Decker"
"29","Max Scherzer","Jameson Taillon","Salvador Perez","Eric Hosmer","Tyler Saladino","Yunel Escobar","Alcides Escobar","Mike Trout","Alex Gordon","Brandon Moss"
"30","Robbie Ray","Blake Snell","Stephen Vogt","Anthony Rizzo","Ben Zobrist","Kris Bryant","Addison Russell","Mike Trout","Kyle Schwarber","Jaff Decker"
"31","Max Scherzer","Jameson Taillon","Derek Norris","Paul Goldschmidt","Brandon Drury","Yunel Escobar","Chris Owings","Yasmany Tomas","David Peralta","Josh Reddick"
"32","Max Scherzer","Robbie Ray","Stephen Vogt","Albert Pujols","Brad Miller","Evan Longoria","Andrelton Simmons","Steven Souza","Kevin Kiermaier","Corey Dickerson"
"33","Carlos Carrasco","Chase Anderson","Salvador Perez","Eric Hosmer","Jose Altuve","Mike Moustakas","Carlos Correa","Mike Trout","Lorenzo Cain","Alex Gordon"
"34","Carlos Carrasco","Robbie Ray","Stephen Vogt","Hanley Ramirez","Marco Hernandez","Mike Moustakas","Xander Bogaerts","Bryce Harper","Mookie Betts","Andrew Benintendi"
"35","Jacob deGrom","Chase Anderson","Martin Maldonado","Albert Pujols","Brian Dozier","Yunel Escobar","Chris Owings","Mike Trout","Mark Trumbo","Kole Calhoun"
"36","Max Scherzer","Jameson Taillon","Willson Contreras","Anthony Rizzo","Ben Zobrist","Mike Moustakas","Addison Russell","Jason Heyward","Josh Reddick","Jaff Decker"
"37","Max Scherzer","Robbie Ray","Salvador Perez","Eric Hosmer","Jed Lowrie","Manny Machado","Alcides Escobar","Lorenzo Cain","Alex Gordon","Josh Reddick"
"38","Max Scherzer","Blake Snell","Chris Iannetta","Paul Goldschmidt","Brandon Drury","Mike Moustakas","Andrelton Simmons","Adam Jones","Yasmany Tomas","David Peralta"
"39","Max Scherzer","Robbie Ray","Francisco Cervelli","Yonder Alonso","Josh Harrison","Mike Moustakas","Jordy Mercer","Mike Trout","Andrew McCutchen","Gregory Polanco"
"40","Carlos Carrasco","Blake Snell","Martin Maldonado","Freddie Freeman","Danny Espinosa","Yunel Escobar","Corey Seager","Mike Trout","Kole Calhoun","Khris Davis"
"41","Jeff Samardzija","Robbie Ray","Chris Iannetta","Eric Hosmer","Jose Altuve","Kris Bryant","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"42","Max Scherzer","Jameson Taillon","Martin Maldonado","Brandon Belt","Danny Espinosa","Yunel Escobar","Jordy Mercer","Bryce Harper","Cameron Maybin","Kole Calhoun"
"43","Robbie Ray","Adam Conley","Welington Castillo","Chris Davis","Jose Altuve","Manny Machado","Corey Seager","Mike Trout","Mark Trumbo","Adam Jones"
"44","Jeff Samardzija","Jerad Eickhoff","Martin Maldonado","Albert Pujols","Whit Merrifield","Yunel Escobar","Francisco Lindor","Mike Trout","Jose Bautista","Kole Calhoun"
"45","Max Scherzer","Robbie Ray","Austin Romine","Greg Bird","Starlin Castro","Mike Moustakas","Didi Gregorius","Mike Trout","Aaron Judge","Jaff Decker"
"46","Max Scherzer","Adam Conley","Christian Vazquez","Albert Pujols","Marco Hernandez","Mike Moustakas","Xander Bogaerts","Mike Trout","Mookie Betts","Andrew Benintendi"
"47","Carlos Carrasco","Robbie Ray","Stephen Vogt","Chris Davis","Brian Dozier","Manny Machado","Andrelton Simmons","Mark Trumbo","Adam Jones","Joey Rickard"
"48","Max Scherzer","Carlos Carrasco","Evan Gattis","CJ Cron","Tyler Saladino","Todd Frazier","Tim Anderson","Melky Cabrera","Leury Garcia","Jaff Decker"
"49","Max Scherzer","Jameson Taillon","Derek Norris","Paul Goldschmidt","Brad Miller","Evan Longoria","Corey Seager","David Peralta","Kevin Kiermaier","Corey Dickerson"
"50","Max Scherzer","Robbie Ray","Stephen Vogt","Albert Pujols","Brian Dozier","Mike Moustakas","Jorge Polanco","Max Kepler","Eddie Rosario","Byron Buxton"
