"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Max Scherzer","Jameson Taillon","Stephen Vogt","Albert Pujols","Tyler Saladino","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Jaff Decker"
"2","Max Scherzer","Carlos Carrasco","Stephen Vogt","Yonder Alonso","Jed Lowrie","Mike Moustakas","Carlos Correa","Mike Trout","Matt Joyce","Jaff Decker"
"3","Max Scherzer","Robbie Ray","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Andrelton Simmons","Mike Trout","Lorenzo Cain","Jaff Decker"
"4","Max Scherzer","Robbie Ray","Chris Iannetta","Albert Pujols","Danny Espinosa","Mike Moustakas","Andrelton Simmons","Mike Trout","Kole Calhoun","Jaff Decker"
"5","Max Scherzer","Robbie Ray","Stephen Vogt","Ryon Healy","Jed Lowrie","Mike Moustakas","Corey Seager","Mike Trout","Khris Davis","Jaff Decker"
"6","Max Scherzer","Blake Snell","Martin Maldonado","Albert Pujols","Tyler Saladino","Mike Moustakas","Andrelton Simmons","Mike Trout","Kole Calhoun","Josh Reddick"
"7","Max Scherzer","Jameson Taillon","Evan Gattis","Albert Pujols","Jose Altuve","Mike Moustakas","Carlos Correa","Carlos Beltran","Josh Reddick","Jaff Decker"
"8","Max Scherzer","Jameson Taillon","Stephen Vogt","CJ Cron","Danny Espinosa","Mike Moustakas","Andrelton Simmons","Mike Trout","Kole Calhoun","Matt Joyce"
"9","Max Scherzer","Adam Conley","Stephen Vogt","Albert Pujols","Cory Spangenberg","Mike Moustakas","Andrelton Simmons","Mike Trout","Cameron Maybin","Kole Calhoun"
"10","Max Scherzer","Robbie Ray","Geovany Soto","CJ Cron","Whit Merrifield","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Jaff Decker"
"11","Max Scherzer","Blake Snell","Evan Gattis","Albert Pujols","Danny Espinosa","Yunel Escobar","Andrelton Simmons","Mike Trout","Josh Reddick","Jaff Decker"
"12","Max Scherzer","Jameson Taillon","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Tim Anderson","Mike Trout","Brandon Moss","Josh Reddick"
"13","Max Scherzer","Robbie Ray","Martin Maldonado","Albert Pujols","Cory Spangenberg","Yunel Escobar","Andrelton Simmons","Mike Trout","AJ Pollock","Jaff Decker"
"14","Max Scherzer","Jameson Taillon","Stephen Vogt","Yonder Alonso","Jed Lowrie","Kris Bryant","Andrelton Simmons","Mike Trout","Khris Davis","Jaff Decker"
"15","Max Scherzer","Jacob deGrom","Stephen Vogt","Yonder Alonso","Adam Rosales","Mike Moustakas","Tim Anderson","Mike Trout","Khris Davis","Jaff Decker"
"16","Max Scherzer","Adam Conley","Salvador Perez","Albert Pujols","Jed Lowrie","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Josh Reddick"
"17","Max Scherzer","Robbie Ray","Martin Maldonado","CJ Cron","Tyler Saladino","Mike Moustakas","Andrelton Simmons","Mike Trout","Cameron Maybin","Jaff Decker"
"18","Max Scherzer","Blake Snell","Salvador Perez","CJ Cron","Tyler Saladino","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Matt Joyce"
"19","Max Scherzer","Robbie Ray","Chris Iannetta","Paul Goldschmidt","Daniel Descalso","Mike Moustakas","Chris Owings","Mike Trout","AJ Pollock","Jaff Decker"
"20","Max Scherzer","Chase Anderson","Evan Gattis","Albert Pujols","Cory Spangenberg","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Matt Joyce"
"21","Carlos Carrasco","Robbie Ray","Evan Gattis","Albert Pujols","Tyler Saladino","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Josh Reddick"
"22","Max Scherzer","Ian Kennedy","Salvador Perez","Albert Pujols","Danny Espinosa","Yunel Escobar","Jordy Mercer","Mike Trout","Kole Calhoun","Jaff Decker"
"23","Max Scherzer","Jameson Taillon","Evan Gattis","CJ Cron","Cory Spangenberg","Yunel Escobar","Andrelton Simmons","Mike Trout","Cameron Maybin","Jaff Decker"
"24","Max Scherzer","Blake Snell","Stephen Vogt","CJ Cron","Danny Espinosa","Yunel Escobar","Tim Anderson","Mike Trout","Kole Calhoun","Jaff Decker"
"25","Max Scherzer","Jacob deGrom","Stephen Vogt","Freddie Freeman","Jed Lowrie","Mike Moustakas","Andrelton Simmons","Khris Davis","Matt Joyce","Jaff Decker"
"26","Max Scherzer","Blake Snell","Salvador Perez","Eric Hosmer","Tyler Saladino","Mike Moustakas","Chris Owings","Mike Trout","Lorenzo Cain","Brandon Moss"
"27","Max Scherzer","Robbie Ray","Stephen Vogt","Yonder Alonso","Cory Spangenberg","Trevor Plouffe","Carlos Correa","Mike Trout","Khris Davis","Jaff Decker"
"28","Max Scherzer","Robbie Ray","Stephen Vogt","Albert Pujols","Jed Lowrie","Kris Bryant","Carlos Correa","Khris Davis","Matt Joyce","Jaff Decker"
"29","Max Scherzer","Robbie Ray","Stephen Vogt","Yonder Alonso","Jed Lowrie","Manny Machado","Jordy Mercer","Mike Trout","Khris Davis","Matt Joyce"
"30","Max Scherzer","Jacob deGrom","Stephen Vogt","Yonder Alonso","Tyler Saladino","Trevor Plouffe","Andrelton Simmons","Mike Trout","Matt Joyce","Jaff Decker"
"31","Max Scherzer","Robbie Ray","Martin Maldonado","Albert Pujols","Tyler Saladino","Yunel Escobar","Jordy Mercer","Mike Trout","Kole Calhoun","Matt Joyce"
"32","Max Scherzer","Robbie Ray","Stephen Vogt","Freddie Freeman","Jed Lowrie","Trevor Plouffe","Aledmys Diaz","Mike Trout","Matt Joyce","Jaff Decker"
"33","Max Scherzer","Carlos Carrasco","Salvador Perez","Yonder Alonso","Whit Merrifield","Mike Moustakas","Alcides Escobar","Mike Trout","Brandon Moss","Jaff Decker"
"34","Max Scherzer","Blake Snell","Stephen Vogt","Eric Hosmer","Whit Merrifield","Mike Moustakas","Alcides Escobar","Mike Trout","Lorenzo Cain","Josh Reddick"
"35","Max Scherzer","Blake Snell","Chris Iannetta","CJ Cron","Jed Lowrie","Mike Moustakas","Andrelton Simmons","Mike Trout","Cameron Maybin","Kole Calhoun"
"36","Max Scherzer","Robbie Ray","Salvador Perez","Albert Pujols","Whit Merrifield","Mike Moustakas","Jordy Mercer","Mike Trout","Brandon Moss","Jorge Bonifacio"
"37","Max Scherzer","Jeff Samardzija","Stephen Vogt","Ryon Healy","Jed Lowrie","Manny Machado","Andrelton Simmons","Mike Trout","Matt Joyce","Jaff Decker"
"38","Max Scherzer","Adam Conley","Evan Gattis","Yonder Alonso","Jose Altuve","Alex Bregman","Carlos Correa","Mike Trout","Josh Reddick","Jaff Decker"
"39","Max Scherzer","Carlos Carrasco","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Corey Seager","Alex Gordon","Josh Reddick","Jaff Decker"
"40","Max Scherzer","Adam Conley","Salvador Perez","CJ Cron","Danny Espinosa","Manny Machado","Andrelton Simmons","Mike Trout","Kole Calhoun","Jaff Decker"
"41","Max Scherzer","Robbie Ray","Geovany Soto","Paul Goldschmidt","Tyler Saladino","Todd Frazier","Tim Anderson","Mike Trout","Avisail Garcia","Jaff Decker"
"42","Max Scherzer","Carlos Carrasco","Stephen Vogt","Yonder Alonso","Tyler Saladino","Manny Machado","Corey Seager","Khris Davis","Matt Joyce","Jaff Decker"
"43","Max Scherzer","Robbie Ray","Salvador Perez","Eric Hosmer","Tyler Saladino","Mike Moustakas","Alcides Escobar","Mike Trout","Josh Reddick","Jorge Bonifacio"
"44","Max Scherzer","Chase Anderson","Salvador Perez","Albert Pujols","Whit Merrifield","Yunel Escobar","Andrelton Simmons","Mike Trout","Cameron Maybin","Jaff Decker"
"45","Max Scherzer","Blake Snell","Martin Maldonado","Albert Pujols","Whit Merrifield","Yunel Escobar","Corey Seager","Mike Trout","Kole Calhoun","Jaff Decker"
"46","Max Scherzer","Jameson Taillon","Salvador Perez","Eric Hosmer","Cory Spangenberg","Mike Moustakas","Alcides Escobar","Mike Trout","Kole Calhoun","Lorenzo Cain"
"47","Max Scherzer","Robbie Ray","Stephen Vogt","Yonder Alonso","Danny Espinosa","Yunel Escobar","Andrelton Simmons","Mike Trout","Cameron Maybin","Jaff Decker"
"48","Max Scherzer","Blake Snell","Salvador Perez","Albert Pujols","Danny Espinosa","Mike Moustakas","Andrelton Simmons","Mike Trout","Cameron Maybin","Matt Joyce"
"49","Max Scherzer","Robbie Ray","Evan Gattis","Trey Mancini","Cory Spangenberg","Mike Moustakas","Carlos Correa","George Springer","Carlos Beltran","Josh Reddick"
"50","Max Scherzer","Carlos Carrasco","Stephen Vogt","Ryon Healy","Jose Altuve","Mike Moustakas","Elvis Andrus","Khris Davis","Matt Joyce","Jaff Decker"
