"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Max Scherzer","Robbie Ray","Salvador Perez","Albert Pujols","Tyler Saladino","Mike Moustakas","Andrelton Simmons","Mike Trout","Kole Calhoun","Jaff Decker"
"2","Max Scherzer","Carlos Carrasco","Stephen Vogt","Albert Pujols","Jed Lowrie","Mike Moustakas","Tim Anderson","Mike Trout","Matt Joyce","Jaff Decker"
"3","Max Scherzer","Robbie Ray","Stephen Vogt","Yonder Alonso","Whit Merrifield","Mike Moustakas","Carlos Correa","Mike Trout","Khris Davis","Jaff Decker"
"4","Max Scherzer","Robbie Ray","Stephen Vogt","CJ Cron","Cory Spangenberg","Yunel Escobar","Andrelton Simmons","Mike Trout","Josh Reddick","Jaff Decker"
"5","Max Scherzer","Jeff Samardzija","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Tim Anderson","Mike Trout","Josh Reddick","Jaff Decker"
"6","Max Scherzer","Jameson Taillon","Evan Gattis","Conor Gillaspie","Jose Altuve","Mike Moustakas","Carlos Correa","Mike Trout","Josh Reddick","Jaff Decker"
"7","Max Scherzer","Jameson Taillon","Stephen Vogt","CJ Cron","Whit Merrifield","Mike Moustakas","Andrelton Simmons","Mike Trout","Kole Calhoun","Matt Joyce"
"8","Max Scherzer","Adam Conley","Stephen Vogt","Albert Pujols","Tyler Saladino","Yunel Escobar","Tim Anderson","Mike Trout","Kole Calhoun","Josh Reddick"
"9","Max Scherzer","Jameson Taillon","Evan Gattis","Albert Pujols","Jed Lowrie","Yunel Escobar","Andrelton Simmons","Mike Trout","AJ Pollock","Jaff Decker"
"10","Max Scherzer","Jameson Taillon","Chris Iannetta","Paul Goldschmidt","Tyler Saladino","Mike Moustakas","Chris Owings","Mike Trout","AJ Pollock","Jaff Decker"
"11","Max Scherzer","Robbie Ray","Geovany Soto","Freddie Freeman","Tyler Saladino","Mike Moustakas","Tim Anderson","Mike Trout","Josh Reddick","Avisail Garcia"
"12","Max Scherzer","Jameson Taillon","Stephen Vogt","Yonder Alonso","Jed Lowrie","Kris Bryant","Corey Seager","Mike Trout","Josh Reddick","Jaff Decker"
"13","Max Scherzer","Blake Snell","Stephen Vogt","Albert Pujols","Cory Spangenberg","Mike Moustakas","Jordy Mercer","Mike Trout","Cameron Maybin","Kole Calhoun"
"14","Max Scherzer","Robbie Ray","Salvador Perez","Eric Hosmer","Cory Spangenberg","Mike Moustakas","Jordy Mercer","Mike Trout","Lorenzo Cain","Carlos Beltran"
"15","Max Scherzer","Adam Conley","Evan Gattis","CJ Cron","Tyler Saladino","Mike Moustakas","Andrelton Simmons","Mike Trout","Cameron Maybin","Josh Reddick"
"16","Max Scherzer","Chase Anderson","Stephen Vogt","Albert Pujols","Danny Espinosa","Mike Moustakas","Andrelton Simmons","Mike Trout","Josh Reddick","Kevin Pillar"
"17","Max Scherzer","Blake Snell","Evan Gattis","CJ Cron","Tyler Saladino","Yunel Escobar","Chris Owings","Mike Trout","Kole Calhoun","Jaff Decker"
"18","Max Scherzer","Jameson Taillon","Stephen Vogt","Eric Hosmer","Tyler Saladino","Mike Moustakas","Tim Anderson","Mike Trout","Lorenzo Cain","Brandon Moss"
"19","Max Scherzer","Blake Snell","Stephen Vogt","Eric Hosmer","Jed Lowrie","Manny Machado","Andrelton Simmons","Mike Trout","Khris Davis","Jaff Decker"
"20","Max Scherzer","Carlos Carrasco","Stephen Vogt","Ryon Healy","Tyler Saladino","Mike Moustakas","Corey Seager","Khris Davis","Josh Reddick","Jaff Decker"
"21","Max Scherzer","Robbie Ray","Stephen Vogt","Ryon Healy","Tyler Saladino","Kris Bryant","Chris Owings","Mike Trout","Matt Joyce","Jaff Decker"
"22","Max Scherzer","Robbie Ray","Evan Gattis","Albert Pujols","Tyler Saladino","Mike Moustakas","Carlos Correa","Carlos Beltran","Josh Reddick","Matt Joyce"
"23","Max Scherzer","Jameson Taillon","Salvador Perez","Albert Pujols","Whit Merrifield","Mike Moustakas","Jordy Mercer","Mike Trout","Khris Davis","Brandon Moss"
"24","Max Scherzer","Robbie Ray","Stephen Vogt","Eric Hosmer","Whit Merrifield","Mike Moustakas","Andrelton Simmons","AJ Pollock","Lorenzo Cain","Josh Reddick"
"25","Max Scherzer","Robbie Ray","Chris Iannetta","Albert Pujols","Cory Spangenberg","Yunel Escobar","Chris Owings","Mike Trout","Kole Calhoun","Matt Joyce"
"26","Max Scherzer","Robbie Ray","Martin Maldonado","CJ Cron","Jed Lowrie","Mike Moustakas","Jordy Mercer","Mike Trout","Kole Calhoun","Josh Reddick"
"27","Max Scherzer","Jameson Taillon","Stephen Vogt","Albert Pujols","Tyler Saladino","Trevor Plouffe","Elvis Andrus","Mike Trout","Khris Davis","Jaff Decker"
"28","Max Scherzer","Blake Snell","Salvador Perez","Albert Pujols","Whit Merrifield","Yunel Escobar","Andrelton Simmons","Mike Trout","Josh Reddick","Matt Joyce"
"29","Max Scherzer","Adam Conley","Evan Gattis","Albert Pujols","Danny Espinosa","Mike Moustakas","Corey Seager","Mike Trout","Kole Calhoun","Matt Joyce"
"30","Max Scherzer","Robbie Ray","Salvador Perez","Ryon Healy","Jed Lowrie","Mike Moustakas","Corey Seager","Mike Trout","Khris Davis","Matt Joyce"
"31","Max Scherzer","Robbie Ray","Evan Gattis","Eric Hosmer","Jose Altuve","Mike Moustakas","Andrelton Simmons","George Springer","Carlos Beltran","Jaff Decker"
"32","Max Scherzer","Jacob deGrom","Stephen Vogt","Freddie Freeman","Josh Harrison","Mike Moustakas","Andrelton Simmons","Khris Davis","Matt Joyce","Jaff Decker"
"33","Max Scherzer","Robbie Ray","Francisco Cervelli","Freddie Freeman","Josh Harrison","Mike Moustakas","Jordy Mercer","Mike Trout","Andrew McCutchen","Jaff Decker"
"34","Max Scherzer","Chase Anderson","Chris Iannetta","Eric Hosmer","Jose Altuve","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Jaff Decker"
"35","Max Scherzer","Jeff Samardzija","Geovany Soto","Albert Pujols","Whit Merrifield","Yunel Escobar","Jordy Mercer","Mike Trout","Kole Calhoun","Jaff Decker"
"36","Max Scherzer","Blake Snell","Welington Castillo","CJ Cron","Danny Espinosa","Mike Moustakas","Andrelton Simmons","Mike Trout","AJ Pollock","Jaff Decker"
"37","Max Scherzer","Robbie Ray","Stephen Vogt","Yonder Alonso","Jed Lowrie","Manny Machado","Jordy Mercer","Mike Trout","AJ Pollock","Matt Joyce"
"38","Max Scherzer","Blake Snell","Evan Gattis","Eric Hosmer","Whit Merrifield","Mike Moustakas","Aledmys Diaz","Mike Trout","Lorenzo Cain","Matt Joyce"
"39","Max Scherzer","Carlos Carrasco","Salvador Perez","Eric Hosmer","Tyler Saladino","Mike Moustakas","Carlos Correa","Lorenzo Cain","Matt Joyce","Jaff Decker"
"40","Max Scherzer","Robbie Ray","Stephen Vogt","Albert Pujols","Jose Altuve","Yunel Escobar","Corey Seager","Khris Davis","Matt Joyce","Jaff Decker"
"41","Max Scherzer","Adam Conley","Salvador Perez","Freddie Freeman","Whit Merrifield","Mike Moustakas","Andrelton Simmons","Mike Trout","Lorenzo Cain","Kevin Pillar"
"42","Max Scherzer","Blake Snell","Stephen Vogt","Albert Pujols","Danny Espinosa","Yunel Escobar","Carlos Correa","Mike Trout","Joey Rickard","Jaff Decker"
"43","Max Scherzer","Jameson Taillon","Salvador Perez","Brandon Belt","Cory Spangenberg","Yunel Escobar","Andrelton Simmons","Mike Trout","Kole Calhoun","Kevin Pillar"
"44","Carlos Carrasco","Blake Snell","Evan Gattis","Albert Pujols","Jose Altuve","Mike Moustakas","Andrelton Simmons","Mike Trout","Kole Calhoun","Josh Reddick"
"45","Max Scherzer","Jameson Taillon","Stephen Vogt","Albert Pujols","Jose Altuve","Mike Moustakas","Jordy Mercer","George Springer","Carlos Beltran","Josh Reddick"
"46","Max Scherzer","Carlos Carrasco","Evan Gattis","Yonder Alonso","Tyler Saladino","Trevor Plouffe","Andrelton Simmons","Mike Trout","Matt Joyce","Jaff Decker"
"47","Max Scherzer","Ian Kennedy","Salvador Perez","Albert Pujols","Cory Spangenberg","Yunel Escobar","Tim Anderson","Mike Trout","Cameron Maybin","Jaff Decker"
"48","Max Scherzer","Carlos Carrasco","Yasmani Grandal","Yonder Alonso","Jed Lowrie","Yunel Escobar","Jordy Mercer","Mike Trout","Khris Davis","Jaff Decker"
"49","Max Scherzer","Jameson Taillon","Yasmani Grandal","Albert Pujols","Danny Espinosa","Mike Moustakas","Aledmys Diaz","Mike Trout","Cameron Maybin","Jaff Decker"
"50","Max Scherzer","Blake Snell","Salvador Perez","Eric Hosmer","Jed Lowrie","Mike Moustakas","Elvis Andrus","Mike Trout","Kole Calhoun","Brandon Moss"
