Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,2593,Aaron Rodgers,QB,GB,MIN,16,56,95,4,0,71,71,37.18,66.4
2,16909,Jay Ajayi,RB,MIA,BUF,16,52,75,62,2,64,64,26.90,51.7
3,16847,David Johnson,RB,ARI,SEA,16,59,98,48,12,54,59,29.60,50.2
4,4556,Jordy Nelson,WR,GB,MIN,16,56,95,0,20,16,20,27.40,48.9
5,14967,Le'Veon Bell,RB,PIT,BAL,16,57,98,35,7,40,42,25.70,45.1
6,14008,Andrew Luck,QB,IND,OAK,16,55,100,7,0,60,60,24.72,44.9
7,14252,Kirk Cousins,QB,WAS,CHI,16,67,100,8,0,51,51,29.80,44.5
8,15534,Adam Thielen,WR,MIN,GB,16,75,96,1,20,17,21,32.60,43.5
9,18055,Dak Prescott,QB,DAL,DET,16,57,100,7,0,42,42,23.98,42.1
10,14536,Russell Wilson,QB,SEA,ARI,16,83,100,12,0,66,66,33.60,40.5
11,17023,Zach Zenner,RB,DET,DAL,16,54,76,22,6,26,28,21.20,39.3
12,16245,Blake Bortles,QB,JAX,TEN,16,72,100,4,1,58,58,25.70,35.7
13,13443,Colin Kaepernick,QB,SF,LA,16,75,100,8,0,59,59,26.14,34.9
14,16311,Derek Carr,QB,OAK,IND,16,63,83,2,0,49,49,21.92,34.8
15,16806,Eric Kendricks,ILB,MIN,GB,16,59,100,0,0,0,0,20.50,34.7
16,4314,Tom Brady,QB,NE,NYJ,16,61,81,0,0,44,44,20.56,33.7
17,12831,Tyrod Taylor,QB,BUF,MIA,16,93,100,13,0,55,55,31.16,33.5
18,11527,Sam Bradford,QB,MIN,GB,16,78,100,3,0,67,67,25.78,33.1
19,3807,Ben Roethlisberger,QB,PIT,BAL,16,58,100,2,0,59,59,19.06,32.9
20,732,Matt Ryan,QB,ATL,CAR,16,63,100,3,0,56,56,19.98,31.7
21,17167,Cameron Meredith,WR,CHI,WAS,16,62,90,0,19,15,19,19.50,31.5
22,15048,Travis Kelce,TE,KC,DEN,16,70,92,0,17,16,17,22,31.4
23,11463,Brandon LaFell,WR,CIN,HOU,16,61,97,0,16,10,16,19,31.1
24,13460,Doug Baldwin,WR,SEA,ARI,16,77,93,3,25,20,27,23.70,30.8
25,6739,Alex Smith,QB,KC,DEN,16,75,99,5,0,53,53,22.36,29.8
26,16771,Todd Gurley,RB,LA,SF,16,50,85,46,6,52,52,14.70,29.4
27,11932,LeSean McCoy,RB,BUF,MIA,16,70,75,34,9,41,43,20.50,29.3
28,11056,Antonio Brown,WR,PIT,BAL,16,54,93,0,20,19,20,15.60,28.9
29,16597,Mike Evans,WR,TB,NO,16,55,90,0,15,13,15,15.70,28.5
30,8244,Philip Rivers,QB,SD,CLE,16,68,100,2,0,69,69,18.88,27.8
31,16775,Devante Parker,WR,MIA,BUF,16,53,77,0,13,8,13,14.50,27.4
32,16762,Jameis Winston,QB,TB,NO,16,61,100,5,0,62,62,16.48,27
33,7884,Antonio Gates,TE,SD,CLE,16,57,84,0,23,14,23,15.40,27
34,17157,Todd Davis,ILB,DEN,KC,16,59,78,0,0,0,0,15.50,26.3
35,4358,Steve Smith,WR,BAL,PIT,16,61,81,0,12,12,12,15.90,26.1
36,16003,Sammy Watkins,WR,BUF,MIA,16,84,90,0,12,8,12,21.40,25.5
37,2428,Carson Palmer,QB,ARI,SEA,16,60,100,2,0,45,45,15.26,25.4
38,17915,Joey Bosa,DE,SD,CLE,16,57,80,0,0,0,0,14.50,25.4
39,17919,Jalen Ramsey,CB,JAX,TEN,16,68,96,0,0,0,0,17,25
40,14005,TY Hilton,WR,IND,OAK,16,50,91,0,18,8,18,12.50,25
41,14111,Rod Streater,WR,SF,LA,16,51,68,0,14,12,14,12.30,24.1
42,16258,Marqise Lee,WR,JAX,TEN,16,61,85,0,12,7,13,14.50,23.8
43,16263,Allen Robinson,WR,JAX,TEN,16,62,86,0,19,15,19,14.70,23.7
44,16550,Kelvin Benjamin,WR,CAR,ATL,16,52,75,0,15,8,15,12.30,23.7
45,9051,Clay Matthews,OLB,GB,MIN,16,55,71,0,0,0,0,13,23.6
46,16819,Markus Golden,OLB,ARI,SEA,16,51,61,0,0,0,0,12,23.5
47,12751,Charles Clay,TE,BUF,MIA,16,88,95,0,11,9,11,20.50,23.3
48,15147,Gerald Hodges,ILB,SF,LA,16,54,92,0,0,0,0,12.50,23.1
49,16095,Zach Orr,ILB,BAL,PIT,16,52,90,0,0,0,0,12,23.1
50,9196,Malcolm Jenkins,S,PHI,NYG,16,89,100,0,0,0,0,20.50,23
51,7242,Drew Brees,QB,NO,TB,16,71,100,6,0,54,54,16.06,22.6
52,5834,Matt Moore,QB,MIA,BUF,16,69,100,1,0,45,45,15.22,22.1
53,8281,Jairus Byrd,FS,NO,TB,16,61,100,0,0,0,0,13.50,22.1
54,17048,Tyrell Williams,WR,SD,CLE,16,56,82,0,16,7,16,12.40,22.1
55,7420,Lawrence Timmons,ILB,PIT,BAL,16,73,97,0,0,0,0,16,21.9
56,11308,Nate Allen,FS,OAK,IND,16,55,100,0,0,0,0,12,21.8
57,17920,Carson Wentz,QB,PHI,NYG,16,50,89,8,0,56,56,10.78,21.6
58,14340,Josh Norman,CB,WAS,CHI,16,68,100,0,0,0,0,14.50,21.3
59,16093,CJ Mosley,ILB,BAL,PIT,16,58,100,0,0,0,0,12,20.7
60,16781,Nelson Agholor,WR,PHI,NYG,16,54,96,2,9,6,11,11.20,20.7
61,12841,Andy Dalton,QB,CIN,HOU,16,63,100,0,0,65,65,12.72,20.2
62,17747,David Irving,DE,DAL,DET,16,67,94,0,0,0,0,13.50,20.1
63,13480,Malcolm Smith,OLB,OAK,IND,16,55,100,0,0,0,0,11,20
64,14851,Damion Square,NT,SD,CLE,16,50,70,0,0,0,0,10,20
65,15478,AJ Bouye,CB,HOU,CIN,16,61,97,0,0,0,0,12,19.7
66,16794,Landon Collins,SS,NYG,PHI,16,56,100,0,0,0,0,11,19.6
67,15305,Demetrius Harris,TE,KC,DEN,16,50,66,0,18,12,18,9.70,19.4
68,611,Joe Flacco,QB,BAL,PIT,16,75,100,0,0,59,59,14.48,19.3
69,13977,Whitney Mercilus,OLB,HOU,CIN,16,57,91,0,0,0,0,11,19.3
70,9994,Michael Bennett,DE,SEA,ARI,16,52,87,0,0,0,0,10,19.2
71,16470,Davante Adams,WR,GB,MIN,16,55,93,0,13,7,13,10.40,18.9
72,13358,Mason Foster,ILB,WAS,CHI,16,51,75,0,0,0,0,9.50,18.6
73,16786,Shaq Thompson,OLB,CAR,ATL,16,62,98,0,0,0,0,11.50,18.5
74,17933,Deforest Buckner,DT,SF,LA,16,55,93,0,0,0,0,10,18.2
75,12806,Muhammad Wilkerson,DE,NYJ,NE,16,64,85,0,0,0,0,11.50,18
76,15589,Michael Thomas,FS,MIA,BUF,16,70,75,0,0,0,0,12.50,17.9
77,18113,Blake Countess,CB,LA,SF,16,74,99,0,0,0,0,13,17.6
78,18092,Jatavis Brown,ILB,SD,CLE,16,71,100,0,0,0,0,12.50,17.6
79,9038,Matthew Stafford,QB,DET,DAL,16,71,100,1,0,66,66,12.50,17.6
80,14257,Robert Griffin III,QB,CLE,SD,16,61,86,10,0,51,51,10.76,17.6
81,4895,Thomas Davis,OLB,CAR,ATL,16,63,100,0,0,0,0,11,17.5
82,17145,Neville Hewitt,OLB,MIA,BUF,16,57,61,0,0,0,0,10,17.5
83,17983,Deion Jones,ILB,ATL,CAR,16,66,96,0,0,0,0,11.50,17.4
84,16389,Odell Beckham Jr,WR,NYG,PHI,16,88,99,0,23,13,23,15,17
85,17960,Michael Thomas,WR,NO,TB,16,58,82,0,14,10,14,9.80,16.9
86,13320,Cam Newton,QB,CAR,ATL,16,69,100,12,0,74,74,11.52,16.7
87,13484,KJ Wright,OLB,SEA,ARI,16,57,95,0,0,0,0,9.50,16.7
88,16618,Aaron Donald,DT,LA,SF,16,57,76,0,0,0,0,9.50,16.7
89,722,Jason Witten,TE,DAL,DET,16,56,98,0,7,4,7,9.30,16.6
90,14878,Jamar Taylor,CB,CLE,SD,16,64,94,0,0,0,0,10.50,16.4
91,15196,Kenny Stills,WR,MIA,BUF,16,59,86,0,14,5,14,9.50,16.1
92,16157,Ryan Shazier,ILB,PIT,BAL,16,75,100,0,0,0,0,12,16
93,15986,Preston Brown,ILB,BUF,MIA,16,69,100,0,0,0,0,11,15.9
94,16803,Jalen Collins,CB,ATL,CAR,16,69,100,0,0,0,0,11,15.9
95,3341,Calais Campbell,DE,ARI,SEA,16,69,83,0,0,0,0,11,15.9
96,16492,Joe Thomas,ILB,GB,MIN,16,66,85,0,0,0,0,10.50,15.9
