"Place_lo","Place_hi","Payout"
"1","1","1e+05"
"2","2","50000"
"3","3","30000"
"4","4","15000"
"5","5","10000"
"6","7","8000"
"8","10","6000"
"11","15","4000"
"16","23","3000"
"24","36","2000"
"37","60","1500"
"61","105","1200"
"106","176","1000"
"177","276","850"
