"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4300,100,43,"Brett Gardner","NYY",NA,"OF",1,4,1,2,0,9,3,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,4400,88.6363636363636,39,"George Springer","HOU",NA,"OF",1,4,2,2,0,8,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,4600,84.7826086956522,39,"Michael Conforto","NYM",NA,"OF",3,4,1,3,0,4,0,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,3800,100,38,"Jason Kipnis","CLE",NA,"2B",1,2,2,4,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,4100,78.0487804878049,32,"Starlin Castro","NYY",NA,"2B",4,3,1,4,0,10,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,3700,86.4864864864865,32,"Patrick Valaika","COL",NA,"2B/SS",7,2,2,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,7,5600,57.1428571428571,32,"Bryce Harper","WAS",NA,"OF",3,1,1,3,0,8,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,8,5300,60.377358490566,32,"Paul Goldschmidt","ARI",NA,"1B",3,2,2,3,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,9,3700,83.7837837837838,31,"Matt Holliday","NYY",NA,"1B",3,3,1,5,0,9,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,10,5300,56.6037735849057,30,"Mike Trout","LAA",NA,"OF",3,1,1,2,2,1,0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,11,3200,93.75,30,"Yadier Molina","STL",NA,"C",5,2,2,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,1,6300,43.2539682539683,27.25,"Alex Meyer","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.33333333333333,0,0,1,3,2,0
13,12,3900,69.2307692307692,27,"Chris Davis","BAL",NA,"1B",4,2,1,2,0,2,1,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,13,2100,123.809523809524,26,"Drew Butera","KC",NA,"C",9,3,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,14,4300,60.4651162790698,26,"Anthony Rendon","WAS",NA,"3B",4,2,0,0,1,5,1,0,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,15,5500,45.4545454545455,25,"Nolan Arenado","COL",NA,"3B",3,2,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,16,4800,52.0833333333333,25,"Aaron Judge","NYY",NA,"OF",5,2,1,1,0,6,1,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,17,3400,73.5294117647059,25,"Lonnie Chisenhall","CLE",NA,"OF",8,2,1,2,0,2,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,18,2800,89.2857142857143,25,"Manny Pina","MIL",NA,"C",5,2,1,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,19,3700,64.8648648648649,24,"Josh Reddick","HOU",NA,"OF",2,2,1,1,0,8,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,20,3400,70.5882352941177,24,"Michael Taylor","WAS",NA,"OF",8,2,1,2,0,8,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,2,9200,25.6521739130435,23.6,"Jeff Samardzija","SF",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.66666666666667,0,0,3,9,0,0
23,3,8100,28.8271604938272,23.35,"Charlie Morton","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,5.66666666666667,0,0,4,4,4,1
24,21,4800,47.9166666666667,23,"Carlos Correa","HOU",NA,"SS",4,3,0,2,0,7,3,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,22,4000,57.5,23,"Corey Dickerson","TB",NA,"OF",2,2,0,0,0,6,2,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,23,2500,92,23,"Caleb Joseph","BAL",NA,"C",9,1,1,3,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,24,3500,65.7142857142857,23,"Aaron Altherr","PHI",NA,"OF",3,2,1,1,0,7,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,25,4100,56.0975609756098,23,"Jonathan Villar","MIL",NA,"2B",1,2,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,26,2900,75.8620689655172,22,"Matt Joyce","OAK",NA,"OF",2,1,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,27,3700,59.4594594594595,22,"Steven Souza","TB",NA,"OF",1,2,1,3,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,28,2900,75.8620689655172,22,"Hunter Renfroe","SD",NA,"OF",6,1,1,3,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
