"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Archer","Dallas Keuchel","Brian McCann","Freddie Freeman","Brad Miller","Evan Longoria","Francisco Lindor","Kevin Kiermaier","Corey Dickerson","Shane Peterson"
"2","Chris Archer","Dallas Keuchel","Roberto Perez","Carlos Santana","Brad Miller","Mike Moustakas","Francisco Lindor","Lonnie Chisenhall","Abraham Almonte","Michael Conforto"
"3","Chris Archer","Dallas Keuchel","Jett Bandy","Eric Thames","Jonathan Villar","Mike Moustakas","Hernan Perez","Domingo Santana","Michael Conforto","Corey Dickerson"
"4","Dallas Keuchel","Tom Koehler","Roberto Perez","Freddie Freeman","Jose Ramirez","Mike Moustakas","Francisco Lindor","Nelson Cruz","Michael Brantley","Lonnie Chisenhall"
"5","Chris Archer","Dallas Keuchel","Derek Norris","Logan Morrison","Brad Miller","Kyle Seager","Aledmys Diaz","Nelson Cruz","Kevin Kiermaier","Corey Dickerson"
"6","Chris Archer","Dallas Keuchel","Yadier Molina","Matt Carpenter","Jedd Gyorko","Mike Moustakas","Aledmys Diaz","Randal Grichuk","Michael Conforto","Corey Dickerson"
"7","Noah Syndergaard","Dallas Keuchel","Russell Martin","Logan Morrison","Brad Miller","Evan Longoria","Jean Segura","Michael Conforto","Kevin Kiermaier","Corey Dickerson"
"8","Chris Archer","Dallas Keuchel","Jason Castro","Carlos Santana","Jose Ramirez","Miguel Rojas","Francisco Lindor","Michael Brantley","Lonnie Chisenhall","Shane Peterson"
"9","Chris Archer","Dallas Keuchel","Rene Rivera","Jay Bruce","Neil Walker","Jose Reyes","Francisco Lindor","Nelson Cruz","Michael Conforto","Corey Dickerson"
"10","Dallas Keuchel","Jordan Montgomery","Jason Castro","Freddie Freeman","Brad Miller","Kyle Seager","Jean Segura","Nelson Cruz","Ben Gamel","Guillermo Heredia"
"11","Chris Archer","Dallas Keuchel","Kurt Suzuki","Freddie Freeman","Brad Miller","Mike Moustakas","Dansby Swanson","Ender Inciarte","Nick Markakis","Tyler Collins"
"12","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Brad Miller","Miguel Sano","Jorge Polanco","Max Kepler","Eddie Rosario","Corey Dickerson"
"13","Noah Syndergaard","Dallas Keuchel","Russell Martin","Freddie Freeman","Ryan Goins","Mike Moustakas","Aledmys Diaz","Jose Bautista","Kevin Pillar","Steve Pearce"
"14","Dallas Keuchel","Jordan Montgomery","Roberto Perez","Carlos Santana","Jose Ramirez","Kyle Seager","Francisco Lindor","Michael Brantley","Michael Conforto","Corey Dickerson"
"15","Chris Archer","Dallas Keuchel","Salvador Perez","Freddie Freeman","Whit Merrifield","Mike Moustakas","Francisco Lindor","Lorenzo Cain","Corey Dickerson","Jorge Bonifacio"
"16","Noah Syndergaard","Chris Archer","Derek Norris","Eric Thames","Brad Miller","Mike Moustakas","Jean Segura","Kevin Kiermaier","Corey Dickerson","Shane Peterson"
"17","Chris Archer","Dallas Keuchel","Roberto Perez","Edwin Encarnacion","Jose Ramirez","Marwin Gonzalez","Francisco Lindor","Lonnie Chisenhall","Corey Dickerson","Joey Rickard"
"18","Dallas Keuchel","Jordan Montgomery","Kurt Suzuki","Freddie Freeman","Jonathan Villar","Adonis Garcia","Francisco Lindor","Ender Inciarte","Nick Markakis","Corey Dickerson"
"19","Dallas Keuchel","Tom Koehler","Geovany Soto","Eric Thames","Robinson Cano","Kyle Seager","Jean Segura","Nelson Cruz","Guillermo Heredia","Corey Dickerson"
"20","Dallas Keuchel","Mike Foltynewicz","Carlos Ruiz","Freddie Freeman","Robinson Cano","Mike Moustakas","Jean Segura","Nelson Cruz","Michael Conforto","Guillermo Heredia"
"21","Chris Archer","Dallas Keuchel","Chris Stewart","Freddie Freeman","Josh Harrison","Mike Moustakas","Alen Hanson","Andrew McCutchen","Gregory Polanco","Michael Conforto"
"22","Chris Archer","Dallas Keuchel","Geovany Soto","Freddie Freeman","Tyler Saladino","Todd Frazier","Tim Anderson","Nelson Cruz","Corey Dickerson","Leury Garcia"
"23","Chris Archer","Dallas Keuchel","Roberto Perez","Edwin Encarnacion","Kolten Wong","Miguel Rojas","Francisco Lindor","Michael Brantley","Abraham Almonte","Kevin Kiermaier"
"24","Chris Archer","Dallas Keuchel","Yadier Molina","Eric Thames","Kolten Wong","Miguel Rojas","Aledmys Diaz","Stephen Piscotty","Randal Grichuk","Kevin Kiermaier"
"25","Dallas Keuchel","Joe Ross","Jett Bandy","Carlos Santana","Jose Ramirez","Mike Moustakas","Francisco Lindor","Michael Brantley","Ender Inciarte","Abraham Almonte"
"26","Chris Archer","Dallas Keuchel","Derek Norris","Rickie Weeks","Jonathan Villar","Evan Longoria","Jean Segura","Ender Inciarte","Kevin Kiermaier","Corey Dickerson"
"27","Chris Archer","Dallas Keuchel","AJ Ellis","Justin Bour","Dee Gordon","Miguel Rojas","Francisco Lindor","Nelson Cruz","Christian Yelich","Corey Dickerson"
"28","Dallas Keuchel","Jordan Montgomery","Brian McCann","Eric Thames","Jason Kipnis","Mike Moustakas","Francisco Lindor","Michael Brantley","Lonnie Chisenhall","Abraham Almonte"
"29","Noah Syndergaard","Dallas Keuchel","Derek Norris","Freddie Freeman","Daniel Robertson","Evan Longoria","Aledmys Diaz","Josh Reddick","Kevin Kiermaier","Corey Dickerson"
"30","Chris Archer","Dallas Keuchel","Jason Castro","Eric Thames","Brian Dozier","Mike Moustakas","Jorge Polanco","Max Kepler","Byron Buxton","Kevin Kiermaier"
"31","Chris Archer","Dallas Keuchel","Salvador Perez","Eric Hosmer","Whit Merrifield","Mike Moustakas","Aledmys Diaz","Nelson Cruz","Michael Conforto","Brandon Moss"
"32","Dallas Keuchel","Mike Foltynewicz","Roberto Perez","Freddie Freeman","Jason Kipnis","Miguel Sano","Francisco Lindor","Michael Brantley","Abraham Almonte","Corey Dickerson"
"33","Dallas Keuchel","Joe Ross","Roberto Perez","Carlos Santana","Jonathan Villar","Evan Longoria","Francisco Lindor","Michael Brantley","Lonnie Chisenhall","Kevin Kiermaier"
"34","Chris Archer","Dallas Keuchel","Rene Rivera","Freddie Freeman","TJ Rivera","Jose Reyes","Aledmys Diaz","Curtis Granderson","Michael Conforto","Kevin Kiermaier"
"35","Chris Archer","Dallas Keuchel","Tucker Barnhart","Freddie Freeman","Brad Miller","Eugenio Suarez","Zack Cozart","Billy Hamilton","Scott Schebler","Michael Conforto"
"36","Dallas Keuchel","Tom Koehler","Kurt Suzuki","Freddie Freeman","Brad Miller","Adonis Garcia","Aledmys Diaz","Nelson Cruz","Matt Kemp","Ender Inciarte"
"37","Chris Archer","Dallas Keuchel","Jason Castro","Justin Bour","Dee Gordon","Martin Prado","Aledmys Diaz","Christian Yelich","Marcell Ozuna","Kevin Kiermaier"
"38","Chris Archer","Bronson Arroyo","Jett Bandy","Freddie Freeman","Robinson Cano","Kyle Seager","Jean Segura","Nelson Cruz","Guillermo Heredia","Kevin Kiermaier"
"39","Chris Archer","Dallas Keuchel","Carlos Ruiz","Josh Bell","Jedd Gyorko","Kyle Seager","Jean Segura","Ben Gamel","Guillermo Heredia","Corey Dickerson"
"40","Noah Syndergaard","Dallas Keuchel","Roberto Perez","Edwin Encarnacion","Jose Ramirez","Mike Moustakas","Francisco Lindor","Abraham Almonte","Kevin Pillar","Shane Peterson"
"41","Chris Archer","Dallas Keuchel","Kurt Suzuki","Freddie Freeman","Kolten Wong","Adonis Garcia","Alen Hanson","Ender Inciarte","Jace Peterson","Kevin Kiermaier"
"42","Chris Archer","Jordan Montgomery","Josh Phegley","Edwin Encarnacion","Jose Ramirez","Mike Moustakas","Francisco Lindor","Michael Brantley","Lonnie Chisenhall","Michael Conforto"
"43","Chris Archer","Dallas Keuchel","AJ Ellis","Freddie Freeman","Dee Gordon","Miguel Rojas","Alen Hanson","Giancarlo Stanton","Marcell Ozuna","Michael Conforto"
"44","Chris Archer","Dallas Keuchel","Jett Bandy","Eric Thames","Jonathan Villar","Martin Prado","Orlando Arcia","Ryan Braun","Kevin Kiermaier","Shane Peterson"
"45","Dallas Keuchel","Jordan Zimmermann","Carlos Ruiz","Eric Thames","Jonathan Villar","Kyle Seager","Jean Segura","Nelson Cruz","Ben Gamel","Kevin Kiermaier"
"46","Dallas Keuchel","Tom Koehler","Brian McCann","Edwin Encarnacion","Jose Ramirez","Miguel Sano","Francisco Lindor","Michael Brantley","Abraham Almonte","Michael Conforto"
"47","Dallas Keuchel","Mike Foltynewicz","Roberto Perez","Carlos Santana","Jose Ramirez","Manny Machado","Francisco Lindor","Nelson Cruz","Abraham Almonte","Kevin Kiermaier"
"48","Dallas Keuchel","Tom Koehler","Jett Bandy","Eric Thames","Jonathan Villar","Jose Reyes","Hernan Perez","Ryan Braun","Nelson Cruz","Ender Inciarte"
