"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Archer","Dallas Keuchel","Salvador Perez","Freddie Freeman","Brad Miller","Mike Moustakas","Francisco Lindor","Michael Conforto","Kevin Kiermaier","Corey Dickerson"
"2","Chris Archer","Dallas Keuchel","Jett Bandy","Eric Thames","Jonathan Villar","Mike Moustakas","Aledmys Diaz","Michael Conforto","Kevin Kiermaier","Joey Rickard"
"3","Chris Archer","Dallas Keuchel","Jason Castro","Eric Thames","Brad Miller","Marwin Gonzalez","Aledmys Diaz","Ender Inciarte","Kevin Kiermaier","Corey Dickerson"
"4","Chris Archer","Dallas Keuchel","Yadier Molina","Freddie Freeman","Kolten Wong","Mike Moustakas","Aledmys Diaz","Ender Inciarte","Corey Dickerson","Joey Rickard"
"5","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Jonathan Villar","Chase Headley","Jean Segura","Kevin Kiermaier","Corey Dickerson","Shane Peterson"
"6","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Brad Miller","Mike Moustakas","Jean Segura","Nelson Cruz","Guillermo Heredia","Shane Peterson"
"7","Chris Archer","Dallas Keuchel","Roberto Perez","Eric Thames","Jonathan Villar","Miguel Rojas","Francisco Lindor","Lonnie Chisenhall","Michael Conforto","Corey Dickerson"
"8","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Jonathan Villar","Mike Moustakas","Hernan Perez","Josh Reddick","Lonnie Chisenhall","Corey Dickerson"
"9","Chris Archer","Dallas Keuchel","Jason Castro","Eric Thames","Brad Miller","Mike Moustakas","Francisco Lindor","Michael Brantley","Lonnie Chisenhall","Shane Peterson"
"10","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Brad Miller","Miguel Sano","Aledmys Diaz","Max Kepler","Michael Conforto","Shane Peterson"
"11","Dallas Keuchel","Jordan Montgomery","Jason Castro","Freddie Freeman","Jose Ramirez","Mike Moustakas","Francisco Lindor","Michael Brantley","Ender Inciarte","Michael Conforto"
"12","Chris Archer","Dallas Keuchel","Yadier Molina","Freddie Freeman","Jedd Gyorko","Miguel Rojas","Aledmys Diaz","Billy Hamilton","Michael Conforto","Kevin Kiermaier"
"13","Chris Archer","Dallas Keuchel","Roberto Perez","Freddie Freeman","Jose Ramirez","Mike Moustakas","Aledmys Diaz","Lonnie Chisenhall","Kevin Kiermaier","Aaron Hicks"
"14","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Josh Harrison","Mike Moustakas","Alen Hanson","Ender Inciarte","Nick Markakis","Kevin Kiermaier"
"15","Noah Syndergaard","Dallas Keuchel","Jett Bandy","Eric Thames","Brad Miller","Mike Moustakas","Jean Segura","Kevin Kiermaier","Corey Dickerson","Kevin Pillar"
"16","Chris Archer","Dallas Keuchel","Geovany Soto","Freddie Freeman","Josh Harrison","Evan Longoria","Aledmys Diaz","Josh Reddick","Kevin Kiermaier","Corey Dickerson"
"17","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Neil Walker","Jose Reyes","Jean Segura","Michael Conforto","Corey Dickerson","Joey Rickard"
"18","Dallas Keuchel","Jordan Montgomery","Jett Bandy","Eric Thames","Jonathan Villar","Mike Moustakas","Francisco Lindor","Nelson Cruz","Michael Brantley","Corey Dickerson"
"19","Dallas Keuchel","Tom Koehler","Jason Castro","Freddie Freeman","Jonathan Villar","Mike Moustakas","Aledmys Diaz","Nelson Cruz","Ender Inciarte","Nick Markakis"
"20","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Jose Ramirez","Miguel Rojas","Francisco Lindor","Michael Brantley","Kevin Kiermaier","Shane Peterson"
"21","Chris Archer","Dallas Keuchel","Kurt Suzuki","Freddie Freeman","Jonathan Villar","Mike Moustakas","Francisco Lindor","Ender Inciarte","Tyler Collins","Shane Peterson"
"22","Chris Archer","Dallas Keuchel","Roberto Perez","Freddie Freeman","Brad Miller","Miguel Rojas","Aledmys Diaz","Michael Brantley","Abraham Almonte","Corey Dickerson"
"23","Chris Archer","Dallas Keuchel","Brian McCann","Eric Thames","Brad Miller","Evan Longoria","Jean Segura","Michael Conforto","Corey Dickerson","Shane Peterson"
"24","Chris Archer","Dallas Keuchel","Kurt Suzuki","Freddie Freeman","Brad Miller","Miguel Rojas","Jean Segura","Ender Inciarte","Michael Conforto","Aaron Hicks"
"25","Chris Archer","Dallas Keuchel","Jason Castro","Eric Thames","Jedd Gyorko","Mike Moustakas","Jean Segura","Ben Gamel","Guillermo Heredia","Kevin Kiermaier"
"26","Chris Archer","Dallas Keuchel","Jason Castro","Eric Thames","Josh Harrison","Mike Moustakas","Jorge Polanco","Ender Inciarte","Max Kepler","Michael Conforto"
"27","Chris Archer","Dallas Keuchel","Geovany Soto","Freddie Freeman","Jonathan Villar","Mike Moustakas","Tim Anderson","Nelson Cruz","Kevin Kiermaier","Leury Garcia"
"28","Chris Archer","Dallas Keuchel","Geovany Soto","Carlos Santana","Josh Harrison","Mike Moustakas","Francisco Lindor","Ender Inciarte","Lonnie Chisenhall","Corey Dickerson"
"29","Chris Archer","Dallas Keuchel","Jett Bandy","Eric Thames","Jedd Gyorko","Evan Longoria","Francisco Lindor","Kevin Kiermaier","Corey Dickerson","Aaron Hicks"
"30","Chris Archer","Dallas Keuchel","Roberto Perez","Eric Thames","Josh Harrison","Mike Moustakas","Francisco Lindor","Josh Reddick","Abraham Almonte","Kevin Kiermaier"
"31","Noah Syndergaard","Dallas Keuchel","Geovany Soto","Freddie Freeman","Brad Miller","Mike Moustakas","Aledmys Diaz","Michael Brantley","Kevin Kiermaier","Shane Peterson"
"32","Chris Archer","Dallas Keuchel","Geovany Soto","Freddie Freeman","Kolten Wong","Miguel Rojas","Jean Segura","Nelson Cruz","Ben Gamel","Corey Dickerson"
