"","P","P","C","1B","2B","3B","SS","OF","OF","OF"
"1","Chris Archer","Dallas Keuchel","Salvador Perez","Freddie Freeman","Brad Miller","Mike Moustakas","Francisco Lindor","Michael Conforto","Kevin Kiermaier","Corey Dickerson"
"2","Chris Archer","Dallas Keuchel","Geovany Soto","Eric Thames","Brad Miller","Mike Moustakas","Aledmys Diaz","Nelson Cruz","Kevin Kiermaier","Corey Dickerson"
"3","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Brad Miller","Mike Moustakas","Jean Segura","Nelson Cruz","Kevin Kiermaier","Shane Peterson"
"4","Chris Archer","Dallas Keuchel","Yadier Molina","Freddie Freeman","Jedd Gyorko","Mike Moustakas","Aledmys Diaz","Michael Conforto","Guillermo Heredia","Corey Dickerson"
"5","Chris Archer","Dallas Keuchel","Jett Bandy","Eric Thames","Jonathan Villar","Mike Moustakas","Francisco Lindor","Kevin Kiermaier","Corey Dickerson","Aaron Hicks"
"6","Chris Archer","Dallas Keuchel","Jason Castro","Eric Thames","Brad Miller","Jose Reyes","Jean Segura","Michael Conforto","Kevin Kiermaier","Corey Dickerson"
"7","Chris Archer","Dallas Keuchel","Brian McCann","Freddie Freeman","Jonathan Villar","Mike Moustakas","Aledmys Diaz","Kevin Kiermaier","Corey Dickerson","Shane Peterson"
"8","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Brad Miller","Chase Headley","Aledmys Diaz","Josh Reddick","Kevin Kiermaier","Corey Dickerson"
"9","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Jonathan Villar","Mike Moustakas","Hernan Perez","Josh Reddick","Michael Conforto","Corey Dickerson"
"10","Chris Archer","Dallas Keuchel","Brian McCann","Eric Thames","Brad Miller","Mike Moustakas","Francisco Lindor","Ender Inciarte","Corey Dickerson","Shane Peterson"
"11","Chris Archer","Dallas Keuchel","Roberto Perez","Eric Thames","Jose Ramirez","Mike Moustakas","Francisco Lindor","Michael Conforto","Corey Dickerson","Joey Rickard"
"12","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Brad Miller","Miguel Rojas","Jean Segura","Ender Inciarte","Kevin Kiermaier","Corey Dickerson"
"13","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Jose Ramirez","Mike Moustakas","Francisco Lindor","Lonnie Chisenhall","Corey Dickerson","Tyler Collins"
"14","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Brad Miller","Mike Moustakas","Alen Hanson","Ender Inciarte","Nick Markakis","Corey Dickerson"
"15","Chris Archer","Dallas Keuchel","Roberto Perez","Freddie Freeman","Jonathan Villar","Mike Moustakas","Francisco Lindor","Lonnie Chisenhall","Michael Conforto","Shane Peterson"
"16","Chris Archer","Dallas Keuchel","Kurt Suzuki","Freddie Freeman","Brad Miller","Mike Moustakas","Aledmys Diaz","Ender Inciarte","Kevin Kiermaier","Aaron Hicks"
"17","Chris Archer","Dallas Keuchel","Jett Bandy","Freddie Freeman","Neil Walker","Jose Reyes","Aledmys Diaz","Michael Conforto","Kevin Kiermaier","Corey Dickerson"
"18","Noah Syndergaard","Dallas Keuchel","Jason Castro","Eric Thames","Brad Miller","Mike Moustakas","Francisco Lindor","Kevin Kiermaier","Corey Dickerson","Kevin Pillar"
"19","Chris Archer","Dallas Keuchel","Jett Bandy","Eric Thames","Jonathan Villar","Mike Moustakas","Aledmys Diaz","Michael Conforto","Guillermo Heredia","Joey Rickard"
"20","Chris Archer","Dallas Keuchel","Roberto Perez","Eric Thames","Brad Miller","Mike Moustakas","Francisco Lindor","Josh Reddick","Lonnie Chisenhall","Kevin Kiermaier"
"21","Chris Archer","Dallas Keuchel","Geovany Soto","Freddie Freeman","Brad Miller","Mike Moustakas","Jean Segura","Ben Gamel","Michael Conforto","Guillermo Heredia"
"22","Chris Archer","Dallas Keuchel","Yadier Molina","Eric Thames","Kolten Wong","Mike Moustakas","Aledmys Diaz","Josh Reddick","Michael Conforto","Kevin Kiermaier"
"23","Noah Syndergaard","Dallas Keuchel","Jett Bandy","Freddie Freeman","Brad Miller","Mike Moustakas","Aledmys Diaz","Lonnie Chisenhall","Kevin Kiermaier","Corey Dickerson"
"24","Chris Archer","Dallas Keuchel","Yadier Molina","Carlos Santana","Brad Miller","Mike Moustakas","Jean Segura","Josh Reddick","Kevin Kiermaier","Corey Dickerson"
"25","Chris Archer","Dallas Keuchel","Jett Bandy","Eric Thames","Brad Miller","Mike Moustakas","Hernan Perez","Michael Brantley","Michael Conforto","Kevin Kiermaier"
"26","Chris Archer","Dallas Keuchel","Geovany Soto","Freddie Freeman","Brad Miller","Chase Headley","Francisco Lindor","Nelson Cruz","Corey Dickerson","Shane Peterson"
"27","Chris Archer","Dallas Keuchel","Geovany Soto","Eric Thames","Josh Harrison","Evan Longoria","Francisco Lindor","Michael Conforto","Kevin Kiermaier","Corey Dickerson"
"28","Chris Archer","Dallas Keuchel","Yadier Molina","Freddie Freeman","Kolten Wong","Miguel Rojas","Aledmys Diaz","Nelson Cruz","Kevin Kiermaier","Corey Dickerson"
"29","Chris Archer","Dallas Keuchel","Roberto Perez","Freddie Freeman","Josh Harrison","Mike Moustakas","Francisco Lindor","Josh Reddick","Abraham Almonte","Corey Dickerson"
"30","Chris Archer","Dallas Keuchel","Yadier Molina","Freddie Freeman","Brad Miller","Evan Longoria","Jean Segura","Michael Conforto","Corey Dickerson","Shane Peterson"
"31","Chris Archer","Dallas Keuchel","Brian McCann","Logan Morrison","Brad Miller","Mike Moustakas","Jean Segura","Nelson Cruz","Michael Conforto","Corey Dickerson"
"32","Chris Archer","Dallas Keuchel","Jason Castro","Eric Thames","Jonathan Villar","Evan Longoria","Aledmys Diaz","Michael Conforto","Corey Dickerson","Shane Peterson"
"33","Chris Archer","Dallas Keuchel","Kurt Suzuki","Freddie Freeman","Jedd Gyorko","Mike Moustakas","Jean Segura","Ender Inciarte","Michael Conforto","Shane Peterson"
"34","Chris Archer","Dallas Keuchel","Jason Castro","Jay Bruce","Neil Walker","Mike Moustakas","Francisco Lindor","Nelson Cruz","Michael Conforto","Corey Dickerson"
"35","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Jose Ramirez","Mike Moustakas","Jorge Polanco","Max Kepler","Michael Conforto","Kevin Kiermaier"
"36","Chris Archer","Dallas Keuchel","Kurt Suzuki","Freddie Freeman","Josh Harrison","Miguel Rojas","Francisco Lindor","Ender Inciarte","Michael Conforto","Corey Dickerson"
"37","Chris Archer","Dallas Keuchel","Yadier Molina","Eric Thames","Brad Miller","Miguel Sano","Francisco Lindor","Michael Conforto","Kevin Kiermaier","Shane Peterson"
"38","Chris Archer","Dallas Keuchel","Jason Castro","Freddie Freeman","Josh Harrison","Kyle Seager","Francisco Lindor","Kevin Kiermaier","Corey Dickerson","Shane Peterson"
"39","Chris Archer","Dallas Keuchel","Salvador Perez","Eric Thames","Whit Merrifield","Mike Moustakas","Aledmys Diaz","Max Kepler","Michael Conforto","Corey Dickerson"
"40","Chris Archer","Dallas Keuchel","Jett Bandy","Logan Morrison","Brad Miller","Mike Moustakas","Francisco Lindor","Nelson Cruz","Ender Inciarte","Kevin Kiermaier"
"41","Chris Archer","Dallas Keuchel","Rene Rivera","Freddie Freeman","Neil Walker","Mike Moustakas","Jean Segura","Josh Reddick","Michael Conforto","Kevin Kiermaier"
"42","Chris Archer","Dallas Keuchel","Roberto Perez","Freddie Freeman","Brad Miller","Mike Moustakas","Tim Anderson","Michael Brantley","Lonnie Chisenhall","Corey Dickerson"
"43","Chris Archer","Dallas Keuchel","Roberto Perez","Freddie Freeman","Brad Miller","Kyle Seager","Aledmys Diaz","Michael Conforto","Kevin Kiermaier","Shane Peterson"
"44","Chris Archer","Dallas Keuchel","Kurt Suzuki","Eric Thames","Brad Miller","Miguel Rojas","Francisco Lindor","Michael Brantley","Kevin Kiermaier","Corey Dickerson"
