"Place_lo","Place_hi","Payout"
"1","1","4000"
"2","2","2000"
"3","3","1000"
"4","4","750"
"5","5","500"
"6","6","250"
"7","8","100"
"9","10","75"
"11","15","50"
"16","25","25"
"26","50","20"
"51","100","15"
"101","200","10"
"201","400","8"
"401","800","6"
"801","1680","5"
