"Corey Dickerson_TB","Evan Longoria_TB","Steven Souza_TB","Mookie Betts_BOS","JD Martinez_DET","Jose Abreu_CWS","Elvis Andrus_TEX","Logan Morrison_TB","Xander Bogaerts_BOS","Miguel Cabrera_DET","Adrian Beltre_TEX","Joey Gallo_TEX","Hanley Ramirez_BOS","Kevin Kiermaier_TB","Nomar Mazara_TEX","Ian Kinsler_DET","Shin-Soo Choo_TEX","Mike Moustakas_KC","Jackie Bradley_BOS","Justin Upton_DET","Andrew Benintendi_BOS","Corey Seager_LAD","Colby Rasmus_TB","Wilson Ramos_TB","Brad Miller_TB","Melky Cabrera_CWS","Cody Bellinger_LAD","Mitch Moreland_BOS","Tommy Pham_STL","Carlos Gomez_TEX","Matt Duffy_TB","Eric Hosmer_KC","Pablo Sandoval_BOS","Todd Frazier_CWS","Avisail Garcia_CWS","Matt Davidson_CWS","Dexter Fowler_STL","Matt Carpenter_STL","Whit Merrifield_KC","Jorge Bonifacio_KC","Dustin Pedroia_BOS","Yoan Moncada_CWS","Randal Grichuk_STL","Stephen Piscotty_STL","Aledmys Diaz_STL","Mike Napoli_TEX","Rougned Odor_TEX","Victor Martinez_DET","Brandon Moss_KC","Leury Garcia_CWS","Yasmani Grandal_LAD","Yasiel Puig_LAD","Tim Beckham_TB","Nicholas Castellanos_DET","Brock Holt_BOS","Tyler Saladino_CWS","Chase Utley_LAD","Jedd Gyorko_STL","Jonathan Lucroy_TEX","Delino DeShields_TEX","Peter O'Brien_TEX","Jake Bauers_TB","Jose Iglesias_DET","Yolmer Sanchez_CWS","Joc Pederson_LAD","Chris Taylor_LAD","Lorenzo Cain_KC","Andrew Romine_DET","Alex Avila_DET","Jorge Soler_KC","Chris Young_BOS","Christian Vazquez_BOS","Justin Turner_LAD","Logan Forsythe_LAD","Jesus Sucre_TB","Jurickson Profar_TEX","Mallex Smith_TB","Paulo Orlando_KC","Billy Burns_KC","Cheslor Cuthbert_KC","Tim Anderson_CWS","Kike Hernandez_LAD","Robinson Chirinos_TEX","Peter Bourjos_TB","Steve Selsky_BOS","Marco Hernandez_BOS","Charlie Tilson_CWS","Adrian Gonzalez_LAD","Franklin Gutierrez_LAD","Jhonny Peralta_STL","Rickie Weeks_TB","Curt Casali_TB","Salvador Perez_KC","Sandy Leon_BOS","Yadier Molina_STL","Kolten Wong_STL","Austin Barnes_LAD","Pete Kozma_TEX","Brett Nicholas_TEX","Ryan Rua_TEX","Ryan O'Hearn_KC","Josh Rutledge_BOS","Sam Travis_BOS","Trayce Thompson_LAD","Harrison Bader_STL","Jared Hoying_TEX","JaCoby Jones_DET","James McCann_DET","Terrance Gore_KC","Deven Marrero_BOS","Jacob May_CWS","Jose Martinez_STL","Andrew Toles_LAD","Derek Norris_TB","Daniel Robertson_TB","Alex Gordon_KC","Dixon Machado_DET","John Hicks_DET","Mikie Mahtook_DET","Tyler Collins_DET","Cody Asche_CWS","Willy Garcia_CWS","Rob Segedin_LAD","Greg Garcia_STL","Michael Martinez_TB","Hanser Alberto_TEX","Geovany Soto_CWS","Omar Narvaez_CWS","Adam Engel_CWS","Andre Ethier_LAD","Magneuris Sierra_STL","Paul DeJong_STL","Drew Stubbs_TEX","Shane Peterson_TB","Jim Adduci_DET","Raul Mondesi_KC","Kevan Smith_CWS","Scott Van Slyke_LAD","Carson Kelly_STL","Alex Presley_DET","Eric Fryer_STL","Alcides Escobar_KC","Drew Butera_KC","Drew Robinson_TEX","Mike Freeman_LAD","Zack Collins_CWS","Brett Eibner_LAD"
65.3888888888889,17.8792912513843,8.24182076813656,0,0,0,0,3.03036437246964,0,0,0,0,0,1.87984496124031,0,0,0,0,0,0,0,0,26.5735294117647,0,-6.84259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.778846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0989010989011,0,6.5,0,0,0,0,0,0,-0.466666666666667,0,0,0,0,0,0,21.547619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0204301075269,7.18833333333333,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0
17.8792912513843,57.5102040816327,13.6517165005537,0,0,0,0,12.3310104529617,0,0,0,0,0,12.4774659863946,0,0,0,0,0,0,0,0,-12.7389705882353,0,1.42758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.89090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.33809523809524,0,-6,0,0,0,0,0,0,7.66666666666667,0,0,0,0,0,0,15.2642857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43529411764706,3.39285714285714,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7.45833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
8.24182076813656,13.6517165005537,58.8909090909091,0,0,0,0,-0.149206349206349,0,0,0,0,0,14.1528239202658,0,0,0,0,0,0,0,0,4.22727272727273,0,22.457264957265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53414634146341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.7912087912088,0,-1.33333333333333,0,0,0,0,0,0,2.61363636363636,0,0,0,0,0,0,3.50735294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.7354838709677,-0.653846153846154,0,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,5.10714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,86.0565539112051,0,0,0,0,17.1518292682927,0,0,0,5.46031746031746,0,0,0,0,0,12.064039408867,0,29.3576923076923,0,0,0,0,0,0,7.09919028340081,0,0,0,0,18.8653846153846,0,0,0,0,0,0,0,12.6927453769559,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.422380952381,4.67142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.1,0,0,0,0,0,0,0,21.1877470355731,0,0,0,0,0,0,0,6,-20,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,180.554945054945,0,0,0,0,58.0454545454545,0,0,0,0,0,52.2777777777778,0,0,0,44.1217948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9924242424242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1818181818182,0,0,0,0,5.5,54.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2857142857143,0,0,0,0,0,0,0,0,-0.25,28,-43,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,59.3850174216028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7382645803698,0,0,0,0,0,0,0,9.49147727272727,6.10526315789474,11.1823361823362,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.6844919786096,0,0,0,0,0,6.625,0,0,0,0,0,0,0,3.46666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725210084033613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98214285714286,0,0,0,0,0,0,0,0,0,16.8076923076923,3.97777777777778,0,0,0,0,-12.8055555555556,9.73160173160173,0,0,0,0,0,0,0,0,-8.23636363636364,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,62.7848639455782,0,0,0,28,1.77058279370953,0,0,12.4828349944629,0,3.97909407665505,0,0,0,0,0,0,0,0,0,0,0,0,2.52941176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.65853658536585,-0.296768707482993,0,0,0,0,0,0,0,0,0,0,0,7.51276276276276,7.69677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.59090909090909,0,0,0,0,0,0,17.6857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.66666666666667,0,0.403162055335968,0,0,0,0,0,10.1428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.03036437246964,12.3310104529617,-0.149206349206349,0,0,0,0,55.0099667774086,0,0,0,0,0,7.22415795586527,0,0,0,0,0,0,0,0,6.44852941176471,0,22.1908831908832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.8691322901849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.38636363636364,0,-29.1666666666667,0,0,0,0,0,0,-5.25,0,0,0,0,0,0,20.5512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12043010752688,-7.78571428571429,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,-8.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17.1518292682927,0,0,0,0,49.1614401858304,0,0,0,0.557142857142857,0,0,0,0,0,15.6416256157635,0,23.9089615931721,0,0,0,0,0,0,11.75,0,0,0,0,9.2,0,0,0,0,0,0,0,8.33968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7442105263158,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151515151515152,0,0,0,0,0,0,0,17.008658008658,0,0,0,0,0,0,0,4.05555555555556,210,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,58.0454545454545,0,0,0,0,47.6645161290323,0,0,0,0,0,9.52813852813853,0,0,0,10.4259259259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49206349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3461538461538,0,0,0,0,-7.11842105263158,35.7371794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98214285714286,7.36601307189542,0,0,0,0,0,0,0,0,2.16666666666667,14,6.71428571428571,-3.76470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.4,0,0,0,0,0,0,0,0,0,0,0,0
