"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Seahawks  (0000000)","Seahawks ",0,3800,"Phi@Sea 00:00PM ET","Sea","Seahawks","","Phi",10.8,8.3
"DST","Steelers  (0000000)","Steelers ",0,3700,"Pit@Cle 00:00PM ET","Pit","Steelers","","Cle",9.29,8.5
"DST","Patriots  (0000000)","Patriots ",0,3600,"NE@SF 00:00PM ET","NE","Patriots","","SF",8.86,9.7
"DST","Giants  (0000000)","Giants ",0,3500,"Chi@NYG 00:00PM ET","NYG","Giants","","Chi",10.08,9.6
"DST","Chiefs  (0000000)","Chiefs ",0,3400,"TB@KC 00:00PM ET","KC","Chiefs","","TB",10.2,10.9
"DST","Vikings  (0000000)","Vikings ",0,3300,"Ari@Min 00:00PM ET","Min","Vikings","","Ari",9.44,10.9
"DST","Lions  (0000000)","Lions ",0,3200,"Jax@Det 00:00PM ET","Det","Lions","","Jax",8.92,7
"DST","Cardinals  (0000000)","Cardinals ",0,3100,"Ari@Min 00:00PM ET","Ari","Cardinals","","Min",9.04,8.6
"DST","Rams  (0000000)","Rams ",0,3100,"Mia@LA 00:00PM ET","LA","Rams","","Mia",9.74,9.8
"DST","Bengals  (0000000)","Bengals ",0,3000,"Buf@Cin 00:00PM ET","Cin","Bengals","","Buf",8.1,6.7
"DST","Dolphins  (0000000)","Dolphins ",0,2900,"Mia@LA 00:00PM ET","Mia","Dolphins","","LA",7.78,9.5
"DST","Packers  (0000000)","Packers ",0,2800,"GB@Was 00:00PM ET","GB","Packers","","Was",6.61,5.3
"DST","Raiders  (0000000)","Raiders ",0,2800,"Hou@Oak 00:00PM ET","Oak","Raiders","","Hou",7.16,9.1
"DST","Panthers  (0000000)","Panthers ",0,2700,"NO@Car 00:00PM ET","Car","Panthers","","NO",6.68,6.1
"DST","Colts  (0000000)","Colts ",0,2700,"Ten@Ind 00:00PM ET","Ind","Colts","","Ten",7.12,5.2
"DST","Bills  (0000000)","Bills ",0,2700,"Buf@Cin 00:00PM ET","Buf","Bills","","Cin",6.11,7.1
"DST","Cowboys  (0000000)","Cowboys ",0,2600,"Bal@Dal 00:00PM ET","Dal","Cowboys","","Bal",7.6,10.6
"DST","Buccaneers  (0000000)","Buccaneers ",0,2600,"TB@KC 00:00PM ET","TB","Buccaneers","","KC",5.23,6.3
"DST","Redskins  (0000000)","Redskins ",0,2600,"GB@Was 00:00PM ET","Was","Redskins","","GB",5.66,6.7
"DST","Texans  (0000000)","Texans ",0,2600,"Hou@Oak 00:00PM ET","Hou","Texans","","Oak",6.42,5.4
"DST","Ravens  (0000000)","Ravens ",0,2500,"Bal@Dal 00:00PM ET","Bal","Ravens","","Dal",6.94,5.3
"DST","Bears  (0000000)","Bears ",0,2500,"Chi@NYG 00:00PM ET","Chi","Bears","","NYG",5.26,6
"DST","Eagles  (0000000)","Eagles ",0,2500,"Phi@Sea 00:00PM ET","Phi","Eagles","","Sea",7.88,8
"DST","Jaguars  (0000000)","Jaguars ",0,2400,"Jax@Det 00:00PM ET","Jax","Jaguars","","Det",5.74,4.7
"DST","Titans  (0000000)","Titans ",0,2200,"Ten@Ind 00:00PM ET","Ten","Titans","","Ind",6.78,6.7
"DST","Browns  (0000000)","Browns ",0,2100,"Pit@Cle 00:00PM ET","Cle","Browns","","Pit",5.28,5.3
"DST","Saints  (0000000)","Saints ",0,2000,"NO@Car 00:00PM ET","NO","Saints","","Car",4.26,7.3
"DST","49ers  (0000000)","49ers ",0,2000,"NE@SF 00:00PM ET","SF","49ers","","NE",3.28,3.9
