"Charlie Blackmon_COL","Joey Votto_CIN","Nolan Arenado_COL","Adam Duvall_CIN","Ian Desmond_COL","Anthony Rizzo_CHC","Mark Reynolds_COL","Zack Cozart_CIN","Scooter Gennett_CIN","David Dahl_COL","Travis Shaw_MIL","Ryan Braun_MIL","Eric Thames_MIL","Billy Hamilton_CIN","Carlos Gonzalez_COL","Gerardo Parra_COL","Raimel Tapia_COL","Kris Bryant_CHC","DJ LeMahieu_COL","Eugenio Suarez_CIN","Arismendy Alcantara_CIN","Domingo Santana_MIL","Orlando Arcia_MIL","Ian Happ_CHC","Scott Schebler_CIN","Manny Pina_MIL","Willson Contreras_CHC","Trevor Story_COL","Jesse Winker_CIN","Stephen Vogt_MIL","Devin Mesoraco_CIN","Jose Peraza_CIN","Jonathan Villar_MIL","Jason Heyward_CHC","Phillip Ervin_CIN","Pat Valaika_COL","Eric Sogard_MIL","Hernan Perez_MIL","Kyle Schwarber_CHC","Dustin Garneau_COL","Tom Murphy_COL","Jesus Aguilar_MIL","Ben Zobrist_CHC","Jon Jay_CHC","Tucker Barnhart_CIN","Stephen Cardullo_COL","Mike Tauchman_COL","Alexi Amarista_COL","Javier Baez_CHC","Lewis Brinson_MIL","Cristhian Adames_COL","Patrick Kivlehan_CIN","Jordan Patterson_COL","Addison Russell_CHC","Keon Broxton_MIL","Jeimer Candelario_CHC","Brett Phillips_MIL","Mark Zagunis_CHC","Ryan Hanigan_COL","Tony Wolters_COL","Michael Reed_MIL","Nick Senzel_CIN","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Tommy La Stella_CHC","Ryan Cordell_MIL","Albert Almora_CHC","Jacob Nottingham_MIL","Stuart Turner_CIN","Jett Bandy_MIL","Corey Ray_MIL","Victor Caratini_CHC","Eloy Jimenez_CHC"
76,0,74,0,46,0,68,0,0,0,0,0,0,0,60,30,16,0,69,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,14,0,0,0,15,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0
0,79,0,72,0,0,0,59,38,0,0,0,0,71,0,0,0,0,0,73,8,0,0,0,72,0,0,0,2,0,29,71,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
74,0,77,0,47,0,69,0,0,0,0,0,0,0,60,32,17,0,70,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0
0,72,0,72,0,0,0,53,32,0,0,0,0,65,0,0,0,0,0,66,8,0,0,0,66,0,0,0,2,0,28,64,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
46,0,47,0,49,0,42,0,0,0,0,0,0,0,35,12,12,0,47,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,38,0,0,54,0,0,0,0,0,0,50,0,0,0,0,52,0,0,0,46,31,0,0,0,0,56,0,0,0,0,60,0,6,0,2,0,0,0,0,0,0,7,0,36,0,0,0,0,0,0
68,0,69,0,42,0,71,0,0,0,0,0,0,0,54,26,15,0,64,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,15,0,0,0,14,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,59,0,53,0,0,0,59,21,0,0,0,0,54,0,0,0,0,0,54,3,0,0,0,53,0,0,0,0,0,19,52,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,38,0,32,0,0,0,21,38,0,0,0,0,32,0,0,0,0,0,32,4,0,0,0,33,0,0,0,2,0,15,31,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,67,28,55,0,0,0,0,0,0,0,0,55,60,0,0,34,0,0,0,3,0,0,47,0,0,0,20,43,0,0,0,20,0,0,0,0,0,0,0,5,0,0,0,0,55,0,0,0,0,0,0,0,5,0,0,0,0,0,0,30,0,0,0
0,0,0,0,0,0,0,0,0,0,28,33,29,0,0,0,0,0,0,0,0,27,30,0,0,19,0,0,0,0,0,0,29,0,0,0,2,19,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0
0,0,0,0,0,0,0,0,0,0,55,29,66,0,0,0,0,0,0,0,0,54,59,0,0,33,0,0,0,2,0,0,45,0,0,0,23,43,0,0,0,11,0,0,0,0,0,0,0,5,0,0,0,0,53,0,2,0,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0
0,71,0,65,0,0,0,54,32,0,0,0,0,71,0,0,0,0,0,65,5,0,0,0,66,0,0,0,2,0,26,64,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
60,0,60,0,35,0,54,0,0,0,0,0,0,0,62,26,7,0,57,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,32,0,12,0,26,0,0,0,0,0,0,0,26,32,0,0,30,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,17,0,12,0,15,0,0,0,0,0,0,0,7,0,17,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,33,0,0,49,0,0,0,0,0,0,48,0,0,0,0,49,0,0,0,45,30,0,0,0,0,52,0,0,0,0,57,0,3,0,3,0,0,0,0,0,0,4,0,31,0,0,0,0,0,0
69,0,70,0,47,0,64,0,0,0,0,0,0,0,57,30,13,0,72,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,12,0,0,0,15,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,8,43,0,0,0,0,0,0,0,0,0,0,0,0,0
0,73,0,66,0,0,0,54,32,0,0,0,0,65,0,0,0,0,0,73,8,0,0,0,66,0,0,0,2,0,28,65,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0,8,0,8,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,8,8,0,0,0,5,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,55,27,54,0,0,0,0,0,0,0,0,68,59,0,0,35,0,0,0,3,0,0,47,0,0,0,26,46,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,57,0,2,0,0,0,0,0,2,0,0,0,0,0,0,30,0,0,0
0,0,0,0,0,0,0,0,0,0,60,30,59,0,0,0,0,0,0,0,0,59,71,0,0,40,0,0,0,2,0,0,47,0,0,0,23,48,0,0,0,22,0,0,0,0,0,0,0,6,0,0,0,0,59,0,2,0,0,0,0,0,4,0,0,0,0,0,0,29,0,0,0
0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,39,0,0,27,0,0,0,0,0,0,18,0,0,0,0,21,0,0,0,16,16,0,0,0,0,29,0,0,0,0,27,0,5,0,3,0,0,0,0,0,0,7,0,19,0,0,0,0,0,0
