"Paul Goldschmidt_ARI","AJ Pollock_ARI","Jake Lamb_ARI","Corey Seager_LAD","Cody Bellinger_LAD","Giancarlo Stanton_MIA","Wil Myers_SD","Nelson Cruz_SEA","Robinson Cano_SEA","Jean Segura_SEA","Christian Yelich_MIA","Chris Owings_ARI","Jose Abreu_CWS","Dee Gordon_MIA","Yasmany Tomas_ARI","Yasiel Puig_LAD","Kyle Seager_SEA","Logan Forsythe_LAD","Justin Bour_MIA","Joc Pederson_LAD","Melky Cabrera_CWS","Todd Frazier_CWS","Justin Turner_LAD","Yasmani Grandal_LAD","Marcell Ozuna_MIA","Chris Taylor_LAD","David Peralta_ARI","Brandon Drury_ARI","Avisail Garcia_CWS","Ryan Schimpf_SD","Ben Gamel_SEA","Tim Anderson_CWS","Yoan Moncada_CWS","Adrian Gonzalez_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Yangervis Solarte_SD","Mitch Haniger_SEA","Taylor Motter_SEA","Rey Fuentes_ARI","Manuel Margot_SD","Tyler Saladino_CWS","JT Realmuto_MIA","Jeremy Hazelbaker_ARI","Alex Dickerson_SD","Hunter Renfroe_SD","Nick Ahmed_ARI","Danny Valencia_SEA","Martin Prado_MIA","Trayce Thompson_LAD","Chris Herrmann_ARI","Cory Spangenberg_SD","Leonys Martin_SEA","Andrew Toles_LAD","Austin Barnes_LAD","Socrates Brito_ARI","Rob Segedin_LAD","Gregor Blanco_ARI","Travis Jankowski_SD","Jarrod Dyson_SEA","Matt Davidson_CWS","Charlie Tilson_CWS","Andre Ethier_LAD","Derek Dietrich_MIA","Matt Szczur_SD","Mike Zunino_SEA","Scott Van Slyke_LAD","Kike Hernandez_LAD","Destin Hood_MIA","Chris Iannetta_ARI","Christian Bethancourt_SD","Austin Hedges_SD","Leury Garcia_CWS","Jacob May_CWS","Guillermo Heredia_SEA","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Erick Aybar_SD","Daniel Descalso_ARI","Shawn O'Malley_SEA","Cody Asche_CWS","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Luis Sardinas_SD","Allen Cordoba_SD","Geovany Soto_CWS","Carlos Ruiz_SEA","Omar Narvaez_CWS","Willy Garcia_CWS","Boog Powell_SEA","AJ Ellis_MIA","Jabari Blash_SD","Tuffy Gosewisch_SEA","Yolmer Sanchez_CWS","Mike Aviles_MIA","JT Riddle_MIA","Jeff Mathis_ARI","Hector Sanchez_SD","Mike Freeman_SEA","Daniel Vogelbach_SEA","Kevan Smith_CWS","Brett Eibner_LAD","Miguel Rojas_MIA","Zack Collins_CWS","Luis Torrens_SD"
75.7121794871795,31.089247311828,3.73650793650794,0,0,0,0,0,0,0,0,2.6096256684492,0,0,-2.30804597701149,0,0,0,0,0,0,0,0,0,0,0,14.6666666666667,10.8503787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667,0,0,15.45,0,0,0,-0.645454545454546,0,0,0,0,0,0,-17.75,0,0,0,0,0,0,0,0,0,0,0,-23.1410256410256,0,0,0,0,0,0,0,0,0,11.989010989011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46491228070175,0,0,0,0,0,0,0,0
31.089247311828,59.2540322580645,-3.17241379310345,0,0,0,0,0,0,0,0,-5.20229885057471,0,0,-12.52,0,0,0,0,0,0,0,0,0,0,0,10.7687747035573,15.9692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5769230769231,0,0,0,19.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.88181818181818,0,0,0,0,0,0,0,0,0,18.0416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32083333333333,0,0,0,0,0,0,0,0
3.73650793650794,-3.17241379310345,51.4444444444444,0,0,0,0,0,0,0,0,-20.6784946236559,0,0,3.36324786324786,0,0,0,0,0,0,0,0,0,0,0,21.6507936507937,6.40459770114943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,-29.1372549019608,0,0,0,46.6590909090909,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2.65454545454545,0,0,0,0,0,0,0,0,0,-25.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44117647058824,0,0,0,0,0,0,0,0
0,0,0,49.9325396825397,1.25146198830409,0,0,0,0,0,0,0,0,0,0,10.50623885918,0,37.7909090909091,0,20.0447368421053,0,0,18.4133064516129,25.4987684729064,0,-10.8076923076923,0,0,0,0,0,0,0,10.8744588744589,1.78947368421053,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18014705882353,5.92857142857143,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.25146198830409,62.3447368421053,0,0,0,0,0,0,0,0,0,0,23.3627450980392,0,0,0,-16.3777777777778,0,0,-6.31372549019608,-8.5,0,-31.2747252747253,0,0,0,0,0,0,0,16.25,-0.0128205128205128,123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7361111111111,-6.91666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,79.2447447447448,0,0,0,0,7.14489489489489,0,0,-10.4438502673797,0,0,0,0,-1.27272727272727,0,0,0,0,0,5.68018018018018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.14022988505747,0,0,0,0,0,19.8190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58874458874459,0,0,0,0,0,0,0,0,0,0,0,94.5,48,0,0,0,0,0,0,0,18.2416666666667,0,0,0,0,0,0,0,-3.71428571428571,0,0,0,0,3.22222222222222,0,0,0,0,0,0,-34.3846153846154,0,0
0,0,0,0,0,0,62.412955465587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.23588709677419,0,0,0,0,0,0,4.44238975817923,0,0,0,10.4932432432432,0,0,0,0,-0.807254623044097,0,0,0,0,0,-16.2190476190476,0,0,0,0,0,0,-8.87179487179487,0,0,0,0,0,15.4666666666667,0,0,0,0,0,0,9.60795454545454,0,0,0,0,0,0,-2.58645276292335,0,0,0,0,0,0,1.45,14.4181818181818,0,0,0,0,0,0,-12.6428571428571,0,0,0,0,0,0,0,0,0,0,0,0,11.25
0,0,0,0,0,0,0,62.3243243243243,5.02463054187192,9.72,0,0,0,0,0,0,11.375,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45220588235294,0,0,0,0,0,0,4.31052631578947,18.6383333333333,0,0,0,0,0,0,0,0,8.76666666666667,0,0,0,0,17.3653846153846,0,0,0,0,0,0,0.149621212121212,0,0,0,0,0,4.58771929824561,0,0,0,0,0,0,0,0,14.2094861660079,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-4.16666666666667,0,0,0,0,0,9.5,0,0,0,0,0,0
0,0,0,0,0,0,0,5.02463054187192,73.3185483870968,-0.123684210526316,0,0,0,0,0,0,-5.88888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6060606060606,0,0,0,0,0,0,6.69473684210526,1.41503267973856,0,0,0,0,0,0,0,0,10.6376811594203,0,0,0,0,3.03205128205128,0,0,0,0,0,0,14.6330049261084,0,0,0,0,0,-4.5,0,0,0,0,0,0,0,0,-5.06842105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2909090909091,0,0,0,0,0,0,0,0,0,0,0,-2.66666666666667,0,0,0,0,0,0
0,0,0,0,0,0,0,9.72,-0.123684210526316,56.712962962963,0,0,0,0,0,0,-8.19076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7763157894737,0,0,0,0,0,0,9.92857142857143,9.08791208791209,0,0,0,0,0,0,0,0,-1.79249011857708,0,0,0,0,8.43333333333333,0,0,0,0,0,0,18.37,0,0,0,0,0,17.8106060606061,0,0,0,0,0,0,0,0,11.3263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80909090909091,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0
