"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,10100,33.8118811881188,34.15,"Luis Severino","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,7,0,0,1,6,0,0
2,1,5200,61.5384615384615,32,"Trea Turner","WAS",NA,"SS",1,2,0,0,4,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,7700,38.1168831168831,29.35,"Kenta Maeda","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,0,4,0,0
4,3,6700,43.7313432835821,29.3,"Sean Newcomb","ATL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6,0,0,0,6,1,0
5,4,6900,41.0869565217391,28.35,"Aaron Nola","PHI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,7,0,0,2,5,4,0
6,5,5900,45.9322033898305,27.1,"Mike Clevinger","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,0,0,1,2,2,0
7,2,3500,77.1428571428571,27,"Chris Young","BOS",NA,"OF",4,1,1,3,1,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,3,2600,103.846153846154,27,"Christian Vazquez","BOS",NA,"C",8,2,1,2,1,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,6,7200,37.2916666666667,26.85,"Drew Pomeranz","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,5,0,0,0,4,0,0
10,7,13000,19.7692307692308,25.7,"Max Scherzer","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,1,2,0,1
11,4,5400,46.2962962962963,25,"George Springer","HOU",NA,"OF",1,2,1,3,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,11300,21.858407079646,24.7,"Carlos Martinez","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,6,0,0,2,4,3,1
13,9,7800,31.025641025641,24.2,"Alex Cobb","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,8,0,0,0,2,1,0
14,5,3800,63.1578947368421,24,"Michael Taylor","WAS",NA,"OF",8,1,0,2,2,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,6,4500,53.3333333333333,24,"J.D. Martinez","ARI",NA,"OF",5,1,1,1,0,3,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,10,8700,27.0689655172414,23.55,"James Paxton","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,7,0,0,3,4,3,0
17,7,4200,54.7619047619048,23,"Mark Reynolds","COL",NA,"1B",4,1,1,3,0,6,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,8,4600,50,23,"Adam Duvall","CIN",NA,"OF",4,2,1,2,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,11,7900,28.6708860759494,22.65,"Jose Quintana","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6.33333333333333,0,0,0,2,4,0
20,12,5100,43.4313725490196,22.15,"Trevor Williams","PIT",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,0,0,2,6,0,0
21,9,3800,57.8947368421053,22,"Orlando Arcia","MIL",NA,"SS",8,1,1,2,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,10,2900,72.4137931034483,21,"Maikel Franco","PHI",NA,"3B",6,2,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,13,6300,32.3809523809524,20.4,"Kevin Gausman","BAL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,5.33333333333333,0,0,0,4,2,0
24,11,3100,64.5161290322581,20,"Raimel Tapia","COL",NA,"OF",2,1,0,0,2,3,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,12,3700,54.0540540540541,20,"Aaron Altherr","PHI",NA,"OF",4,1,1,2,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,13,3400,58.8235294117647,20,"Freddy Galvis","PHI",NA,"SS",2,1,0,2,1,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,14,4200,47.6190476190476,20,"Travis Shaw","MIL",NA,"3B",4,1,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,15,3400,58.8235294117647,20,"Ryon Healy","OAK",NA,"1B/3B",6,1,1,4,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,16,3600,55.5555555555556,20,"Eugenio Suarez","CIN",NA,"3B",5,2,1,1,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,14,8400,23.5119047619048,19.75,"Justin Verlander","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,3,9,1,0
31,15,5400,35.3703703703704,19.1,"Tyson Ross","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,6,0,0,1,2,2,0
32,17,3300,57.5757575757576,19,"Travis d'Arnaud","NYM",NA,"C",8,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,18,3000,63.3333333333333,19,"Manny Pina","MIL",NA,"C",6,1,1,1,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,19,4400,40.9090909090909,18,"Joc Pederson","LAD",NA,"OF",6,1,1,3,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,20,3600,50,18,"Miguel Cabrera","DET",NA,"1B",4,1,1,3,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,21,4200,42.8571428571429,18,"Jean Segura","SEA",NA,"SS",1,1,1,2,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,16,8100,21.7283950617284,17.6,"Jeff Hoffman","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6.66666666666667,0,0,2,6,3,0
38,22,3200,53.125,17,"Christian Yelich","MIA",NA,"OF",3,1,0,2,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,23,3900,43.5897435897436,17,"Adrian Beltre","TEX",NA,"3B",4,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,24,3500,48.5714285714286,17,"Dustin Pedroia","BOS",NA,"2B",2,2,0,1,0,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
