"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Clayton Kershaw",14000,"Ari@LAD 04:10PM ET",26.333,"LAD",NA,NA,NA,NA,NA
"SP","Madison Bumgarner",12400,"Col@SF 04:05PM ET",22.85,"SF",NA,NA,NA,NA,NA
"SP","Yu Darvish",11500,"Tex@Sea 04:10PM ET",20.567,"Tex",NA,NA,NA,NA,NA
"SP","Johnny Cueto",11500,"Col@SF 04:05PM ET",20.117,"SF",NA,NA,NA,NA,NA
"SP","Lance McCullers",10400,"Hou@Oak 04:05PM ET",19.067,"Hou",NA,NA,NA,NA,NA
"SP","Cole Hamels",10000,"Tex@Sea 04:10PM ET",14.825,"Tex",20.01,15.3,17.9895,15.9,3.85
"SP","Rich Hill",9800,"Ari@LAD 04:10PM ET",20.25,"LAD",19.19,21.7,19.63,20,2.55
"SP","Felix Hernandez",9600,"Tex@Sea 04:10PM ET",16.683,"Sea",NA,NA,NA,NA,NA
"SP","Kenta Maeda",9500,"Ari@LAD 04:10PM ET",10.033,"LAD",NA,NA,NA,NA,NA
"SP","Jon Gray",9500,"Col@SF 04:05PM ET",7.65,"Col",NA,NA,NA,NA,NA
"SP","Dallas Keuchel",9400,"Hou@Oak 04:05PM ET",24.283,"Hou",NA,NA,NA,NA,NA
"SP","Jose Quintana",9100,"CWS@Min 04:10PM ET",7.867,"CWS",NA,NA,NA,NA,NA
"SP","Michael Pineda",9100,"StL@NYY 08:08PM ET",23.75,"NYY",18.99,17.7,18.036,14.8,23.55
"SP","Masahiro Tanaka",9000,"StL@NYY 08:08PM ET",6.033,"NYY",NA,NA,NA,NA,NA
"SP","Carlos Martinez",9000,"StL@NYY 08:08PM ET",19.183,"StL",NA,NA,NA,NA,NA
"SP","Zack Greinke",9000,"Ari@LAD 04:10PM ET",13.033,"Ari",NA,NA,NA,NA,NA
"SP","Robbie Ray",9000,"Ari@LAD 04:10PM ET",22.375,"Ari",NA,NA,NA,NA,NA
"SP","Carlos Rodon",8700,"CWS@Min 04:10PM ET",0,"CWS",NA,NA,NA,NA,NA
"SP","Tyson Ross",8600,"Tex@Sea 04:10PM ET",0,"Tex",NA,NA,NA,NA,NA
"SP","Jeff Samardzija",8600,"Col@SF 04:05PM ET",14.5,"SF",17.54,17.5,17.183,13.2,18.95
"SP","Collin McHugh",8500,"Hou@Oak 04:05PM ET",0,"Hou",NA,NA,NA,NA,NA
"SP","Hyun-Jin Ryu",8500,"Ari@LAD 04:10PM ET",9.7,"LAD",NA,NA,NA,NA,NA
"SP","Taijuan Walker",8400,"Ari@LAD 04:10PM ET",11.975,"Ari",14.02,15.1,14.57,11.4,24.25
"SP","Julio Urias",8400,"Ari@LAD 04:10PM ET",0,"LAD",NA,NA,NA,NA,NA
