"Corey Seager_LAD","Todd Frazier_CWS","Gary Sanchez_NYY","Jose Abreu_CWS","Melky Cabrera_CWS","Chris Carter_NYY","Matt Holliday_NYY","Tim Anderson_CWS","Brett Gardner_NYY","Buster Posey_SF","Hunter Pence_SF","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Eduardo Nunez_SF","Tyler Saladino_CWS","Logan Forsythe_LAD","Joc Pederson_LAD","Brandon Belt_SF","Avisail Garcia_CWS","Starlin Castro_NYY","Didi Gregorius_NYY","Justin Turner_LAD","Denard Span_SF","Greg Bird_NYY","Joe Panik_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Brandon Crawford_SF","Matt Davidson_CWS","Charlie Tilson_CWS","Chase Headley_NYY","Cody Bellinger_LAD","Chris Taylor_LAD","Jarrett Parker_SF","Pete Kozma_NYY","Aaron Hicks_NYY","Trayce Thompson_LAD","Nick Hundley_SF","Leury Garcia_CWS","Jacob May_CWS","Austin Barnes_LAD","Mac Williamson_SF","Cody Asche_CWS","Gleyber Torres_NYY","Rob Segedin_LAD","Kelby Tomlinson_SF","Geovany Soto_CWS","Omar Narvaez_CWS","Austin Romine_NYY","Andre Ethier_LAD","Andrew Toles_LAD","Ronald Torreyes_NYY","Scott Van Slyke_LAD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Zack Collins_CWS","Aaron Hill_SF","Chris Marrero_SF"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3560606060606,0,0,0,0,0,0,0,0,-4.66666666666667,0,20.7651515151515,0,0,0,11.9545454545455,0,0,0,0,0,-15.3636363636364,0,0,0,13.1590909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8030303030303,-3.18181818181818,0,-4.13636363636364,6.67272727272727
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.1428571428571,0,0,0,44.2857142857143,0,0,0,0,0,0,0,0,0,0,-0.285714285714286,0,0,0,0,0,0,0,0,0,-3.85714285714286,4.19047619047619,0,0,-9.14285714285714,0,0,0,28.047619047619,-5.57142857142857,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2333333333333,14.9222222222222,0,0,0,0,23.9444444444444,0,0,0,7.32222222222222,-1.46666666666667,3.81111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2666666666667,0,0,0,0,0,0,0,0,0,-3.12222222222222,0,12.2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.1,0,0,0,0,28.5,0,0,0,54.1888888888889,-1.28888888888889,-1.45555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42222222222222,0,0,0,0,0,0,0,0,0,6.52222222222222,0,-3.17777777777778,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3030303030303,0,0,0,39.8787878787879,0,0,0,0,-6.24242424242424,0,1.3030303030303,0,0,0,12.6363636363636,0,0,0,0,0,-2,0,0,0,-11.8181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.51515151515152,-2.09090909090909,0,10.7454545454545,-5.79090909090909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.267857142857,0,0,0,0,0,0,0,0,0,0,21.8392857142857,0,0,0,0,0,0,0,0,0,0.125,6.66666666666667,0,0,3.33333333333333,0,0,0,43.3333333333333,10.125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2545454545455,0,0,0,-3.52727272727273,0,0,0,0,0,0,0,8.08181818181818,0,0,0,0.155555555555556,-5.03636363636364,0,0,0,0,0,0,0,0,0,0,0,0,18.3818181818182,0,0,-11.3090909090909,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.1666666666667,0,0,0,27.6111111111111,-3.77777777777778,-4.05555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8888888888889,0,0,0,0,0,0,0,0,0,-1.94444444444444,0,6.66666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1515151515152,0,-3.21212121212121,0,0,0,4,0,0,0,0,0,13.7272727272727,0,0,0,2.90909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.33333333333333,3.90909090909091,0,-6.44545454545455,9.49090909090909
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56363636363636,0,0,0,0,0,0,0,10.6090909090909,0,0,0,-0.244444444444444,-5.48181818181818,0,0,0,0,0,0,0,0,0,0,0,0,-1.09090909090909,0,0,6.15454545454545,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8106060606061,0,0,0,9.40909090909091,0,0,0,0,0,1.54545454545455,0,0,0,5.02272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7121212121212,1.72727272727273,0,-9.08181818181818,-8.83636363636364
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.1222222222222,-1.64444444444444,-7.14444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.2666666666667,0,0,0,0,0,0,0,0,0,12.9,0,-8.86666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,-0.844444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.42222222222222,0,0,0,0,0,0,0,0,0,4.57777777777778,0,-0.622222222222222,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24444444444444,0,0,0,0,0,0,0,0,0,0.633333333333333,0,0.933333333333333,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4545454545455,0,0,0,0,0,-4.45454545454545,0,0,0,-10.5909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1818181818182,-4.54545454545455,0,-0.327272727272727,21.7545454545455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6964285714286,0,0,0,0,0,0,0,0,0,21.125,-1.14285714285714,0,0,10.8571428571429,0,0,0,-12.2857142857143,15.2678571428571,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.0727272727273,0,0,0,-0.0444444444444444,-31.4545454545455,0,0,0,0,0,0,0,0,0,0,0,0,-5.82727272727273,0,0,6.23636363636364,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3636363636364,0,0,0,7.90909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,5.54545454545455,0,-5.01818181818182,-6.76363636363636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,90.6909090909091,0,0,0,0,0,0,0,0,0,0,0,0,10.2454545454545,0,0,-3.42727272727273,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2045454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.04545454545455,1.09090909090909,0,-6.9,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4107142857143,-1.38095238095238,0,0,2.78571428571429,0,0,0,-9.09523809523809,4.69642857142857,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571428571,0,0,0,0,0,0,3.80952380952381,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4,0,0,0,0,0,0,0,0,0,-13.8222222222222,0,19.0222222222222,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.761904761904762,0,0,9.57142857142857,0,0,0,-5.85714285714286,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2857142857143,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.619047619047619,0,0,6.71428571428571,0,0,0,-5.57142857142857,12.5535714285714,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.844444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8727272727273,0,0,5.93636363636364,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.3444444444444,0,-7.64444444444444,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.911111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8181818181818,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0606060606061,-2,0,-4.6,-1.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81818181818182,0,-2.09090909090909,-2.81818181818182
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2909090909091,-4.98181818181818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5636363636364
