"Corey Seager_LAD","Todd Frazier_CWS","Gary Sanchez_NYY","Jose Abreu_CWS","Melky Cabrera_CWS","Chris Carter_NYY","Matt Holliday_NYY","Tim Anderson_CWS","Brett Gardner_NYY","Buster Posey_SF","Hunter Pence_SF","Jacoby Ellsbury_NYY","Aaron Judge_NYY","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Eduardo Nunez_SF","Tyler Saladino_CWS","Logan Forsythe_LAD","Joc Pederson_LAD","Brandon Belt_SF","Avisail Garcia_CWS","Starlin Castro_NYY","Didi Gregorius_NYY","Justin Turner_LAD","Denard Span_SF","Greg Bird_NYY","Joe Panik_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Franklin Gutierrez_LAD","Brandon Crawford_SF","Matt Davidson_CWS","Charlie Tilson_CWS","Chase Headley_NYY","Cody Bellinger_LAD","Chris Taylor_LAD","Jarrett Parker_SF","Pete Kozma_NYY","Aaron Hicks_NYY","Trayce Thompson_LAD","Nick Hundley_SF","Leury Garcia_CWS","Jacob May_CWS","Austin Barnes_LAD","Mac Williamson_SF","Cody Asche_CWS","Gleyber Torres_NYY","Rob Segedin_LAD","Kelby Tomlinson_SF","Geovany Soto_CWS","Omar Narvaez_CWS","Austin Romine_NYY","Andre Ethier_LAD","Andrew Toles_LAD","Ronald Torreyes_NYY","Scott Van Slyke_LAD","Gorkys Hernandez_SF","Conor Gillaspie_SF","Zack Collins_CWS","Aaron Hill_SF","Chris Marrero_SF"
73.5111111111111,0,0,0,0,0,0,0,0,0,0,0,0,19.4666666666667,27.9555555555556,0,0,44.7333333333333,33.7555555555556,0,0,0,0,50.4444444444444,0,0,0,29.3777777777778,-2.13333333333333,-1.24444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1555555555556,0,0,0,0,0,0,0,0,0,2.15555555555556,0,15.5333333333333,0,0,0,0,0
0,24.5,0,-5.5,-3.03571428571429,0,0,-4.17857142857143,0,0,0,0,0,0,0,0,24.2857142857143,0,0,0,41.25,0,0,0,0,0,0,0,0,0,0,-8.46428571428571,0,0,0,0,0,0,0,0,0,-6.46428571428571,3.80952380952381,0,0,-4.85714285714286,0,0,0,26.2857142857143,-4.17857142857143,0,0,0,0,0,0,0,0,0,0
0,0,39.7636363636364,0,0,-6.76363636363636,38.3454545454545,0,39,0,0,-6.24545454545455,-13.4727272727273,0,0,0,0,0,0,0,0,-5.72727272727273,0,0,0,-2.83636363636364,0,0,0,0,0,0,0,-22.0909090909091,0,0,0,-0.533333333333333,-14.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,-8.29090909090909,0,0,-13.7454545454545,0,0,0,0,0,0
0,0,0,23.6428571428571,21.6785714285714,0,0,24.6785714285714,0,0,0,0,0,0,0,0,-7.57142857142857,0,0,0,12.5357142857143,0,0,0,0,0,0,0,0,0,0,19.9642857142857,0,0,0,0,0,0,0,0,0,12.25,-1.23809523809524,0,0,8.92857142857143,0,0,0,-7.80952380952381,13.9642857142857,0,0,0,0,0,0,0,0,0,0
0,0,0,0,22.2678571428571,0,0,25.2678571428571,0,0,0,0,0,0,0,0,-5.28571428571429,0,0,0,18.2678571428571,0,0,0,0,0,0,0,0,0,0,16.5535714285714,0,0,0,0,0,0,0,0,0,8.98214285714286,-0.714285714285714,0,0,10.2857142857143,0,0,0,-4.42857142857143,13.2678571428571,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15.9636363636364,2.95454545454545,0,2.1,0,0,-4.65454545454545,27.5727272727273,0,0,0,0,0,0,0,0,7.62727272727273,0,0,0,-2.26363636363636,0,0,0,0,0,0,0,7.69090909090909,0,0,0,0.466666666666667,-7.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,-4.40909090909091,0,0,2.14545454545455,0,0,0,0,0,0
0,0,0,0,0,0,57.0181818181818,0,50.3,0,0,-16.6181818181818,7.49090909090909,0,0,0,0,0,0,0,0,-3.69090909090909,0,0,0,-1.85454545454545,0,0,0,0,0,0,0,-12.1363636363636,0,0,0,-1.08888888888889,-23.1727272727273,0,0,0,0,0,0,0,0,0,0,0,0,-10.8363636363636,0,0,2.28181818181818,0,0,0,0,0,0
0,0,0,0,0,0,0,30.8392857142857,0,0,0,0,0,0,0,0,-3.28571428571429,0,0,0,20.6964285714286,0,0,0,0,0,0,0,0,0,0,20.5535714285714,0,0,0,0,0,0,0,0,0,11.8392857142857,-0.761904761904762,0,0,9.07142857142857,0,0,0,-4.52380952380952,14.2678571428571,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,65,0,0,-5.7,-19.3,0,0,0,0,0,0,0,0,2.1,0,0,0,-0.5,0,0,0,0,0,0,0,-1.9,0,0,0,-1.88888888888889,-32.3,0,0,0,0,0,0,0,0,0,0,0,0,-14.4,0,0,-10.3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,42.969696969697,12.8484848484848,0,0,0,0,-1.93939393939394,0,0,0,18.2121212121212,0,0,0,0,-6.21212121212121,0,-12.5757575757576,0,0,0,4.45454545454545,0,0,0,0,0,-8.90909090909091,0,0,0,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.06060606060606,-4.72727272727273,0,18.2090909090909,-3.91818181818182
0,0,0,0,0,0,0,0,0,0,34.6060606060606,0,0,0,0,18.1212121212121,0,0,0,13.5151515151515,0,0,0,0,0.303030303030303,0,0.575757575757576,0,0,0,17,0,0,0,0,0,-4.09090909090909,0,0,0,10.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87878787878788,-3.63636363636364,0,-2.66363636363636,14.7272727272727
0,0,0,0,0,0,0,0,0,0,0,33.6181818181818,-17.8909090909091,0,0,0,0,0,0,0,0,-8.00909090909091,0,0,0,2.15454545454545,0,0,0,0,0,0,0,16.0363636363636,0,0,0,0.377777777777778,-14.5272727272727,0,0,0,0,0,0,0,0,0,0,0,0,-2.06363636363636,0,0,-11.0818181818182,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,92.8545454545455,0,0,0,0,0,0,0,0,11.7454545454545,0,0,0,-4.67272727272727,0,0,0,0,0,0,0,6.91818181818182,0,0,0,3.91111111111111,-12.4636363636364,0,0,0,0,0,0,0,0,0,0,0,0,-5.68181818181818,0,0,13.4090909090909,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,23.1555555555556,0,0,0,6.13333333333333,18.7333333333333,0,0,0,0,21.2222222222222,0,0,0,16.5333333333333,-1.15555555555556,3.95555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,8.2,0,-0.6,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.35555555555556,100.844444444444,0,0,2.84444444444444,-7.02222222222222,0,0,0,0,23.3333333333333,0,0,0,-2.28888888888889,-2.57777777777778,-11.9111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0444444444444,0,0,0,0,0,0,0,0,0,-12.8444444444444,0,19.3111111111111,0,0,0,0,0
