"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,751415432,"dacoltz (17/30)",0,170.2,"P Nate Karns P Tyler Anderson OF Bryce Harper SS Trea Turner 1B Ryan Zimmerman 2B Jonathan Villar OF Keon Broxton 3B Travis Shaw OF Domingo Santana C Jett Bandy",NA,"Trevor Cahill","49.87%",16.1
2,751630927,"salmonc (11/25)",0,169.55,"P Nate Karns P Alex Wood OF Bryce Harper SS Trea Turner 1B Eric Thames 2B Jonathan Villar 3B Travis Shaw OF Domingo Santana OF Hernán Pérez C Matt Wieters",NA,"Tanner Roark","29.89%",7.1
3,751415436,"dacoltz (21/30)",0,169.15,"P Julio Teheran P Nate Karns 1B Paul Goldschmidt OF Mike Trout 2B Jonathan Villar OF Yasmany Tomás OF David Peralta 3B Travis Shaw SS Nick Ahmed C Jeff Mathis",NA,"Nate Karns","28.87%",27.65
4,751700353,"my2boys",0,160.55,"P Nate Karns P Alex Wood OF Bryce Harper OF Mike Trout 1B Ryan Zimmerman OF Keon Broxton 2B César Hernández SS Hernán Pérez 3B Yunel Escobar C J.T. Realmuto",NA,"David Peralta","26.15%",3
5,751613987,"errovike (9/10)",0,159.75,"P Trevor Cahill P Nate Karns 1B Eric Thames 2B Jonathan Villar OF Matt Kemp OF J.D. Martinez 3B Travis Shaw OF Domingo Santana C Salvador Pérez SS Orlando Arcia",NA,"Austin Hedges","22.11%",3
6,751618306,"wioux (2/8)",0,159.55,"P Nate Karns P Alex Wood OF Bryce Harper SS Trea Turner 1B Eric Thames 2B Jonathan Villar 3B Travis Shaw OF Christian Yelich OF Marcell Ozuna C Jett Bandy",NA,"Jake Lamb","21.00%",5
7,751823856,"tomjk321 (32/50)",0,157,"P Trevor Cahill P Alex Wood OF Mike Trout 1B Eric Thames OF Khris Davis 2B Jonathan Villar 3B Travis Shaw SS Hernán Pérez OF Manuel Margot C Jett Bandy",NA,"Hernán Pérez","18.20%",7
8,751897479,"Rosetown1 (8/19)",0,156.75,"P Trevor Cahill P Nate Karns OF Bryce Harper 3B Jake Lamb 2B Rougned Odor OF Justin Upton OF Nomar Mazara C Salvador Pérez 1B Justin Bour SS Nick Ahmed",NA,"Paul Goldschmidt","18.07%",14
9,751815727,"gitsum40 (1/3)",0,155.75,"P Trevor Cahill P Nate Karns OF Bryce Harper 1B Eric Thames 2B Jonathan Villar OF David Peralta 3B Travis Shaw SS Hernán Pérez OF Manuel Margot C Jeff Mathis",NA,"Alex Wood","17.64%",33.9
10,751626928,"ChipotleAddict (25/50)",0,155,"P Alex Wood 1B Wil Myers OF J.D. Martinez OF Justin Upton 2B Ian Kinsler 3B Nicholas Castellanos OF Manuel Margot C Austin Hedges SS Allen Cordoba P Tanner Roark",NA,"Wil Myers","17.39%",16
11,751793976,"B_Edelman (25/50)",0,154,"P Trevor Cahill P Alex Wood OF Bryce Harper SS Trea Turner 1B Wil Myers OF J.D. Martinez OF Justin Upton 3B Nicholas Castellanos 2B Yangervis Solarte C Austin Hedges",NA,"Bryce Harper","17.18%",20
12,751278518,"youdacao (31/50)",0,153.75,"P Trevor Cahill P Nate Karns 1B Paul Goldschmidt 2B Jonathan Villar OF David Peralta 3B Travis Shaw OF Domingo Santana SS Hernán Pérez OF Manuel Margot C Jett Bandy",NA,"Trea Turner","16.11%",16
13,751823827,"tomjk321 (10/50)",0,152.75,"P Ricky Nolasco P Nate Karns OF Mike Trout 1B Eric Thames OF Michael Conforto 2B Jonathan Villar 3B Travis Shaw SS Hernán Pérez OF Manuel Margot C Jett Bandy",NA,"Michael Conforto","15.94%",8
13,751900294,"darcmaniluk (1/50)",0,152.75,"P Ricky Nolasco P Nate Karns OF Mike Trout 1B Eric Thames OF Michael Conforto 2B Jonathan Villar 3B Travis Shaw SS Hernán Pérez OF Manuel Margot C Jett Bandy",NA,"Taijuan Walker","15.60%",6.9
15,751760617,"Stonesalltheway (21/30)",0,152.55,"P Nate Karns P Alex Wood 3B Justin Turner SS Trea Turner OF Michael Conforto OF Franklin Gutierrez 1B Wil Myers 2B Jonathan Villar C Austin Barnes OF Leury García",NA,"Jay Bruce","14.63%",3
15,751823834,"tomjk321 (17/50)",0,152.55,"P Nate Karns P Alex Wood SS Corey Seager OF Mike Trout 3B Justin Turner 2B Chris Taylor 1B Wil Myers C Austin Barnes OF Matt Joyce OF Brett Eibner",NA,"Kiké Hernández","14.12%",9
17,751415426,"dacoltz (11/30)",0,151.75,"P Trevor Cahill P Nate Karns 1B Eric Thames 2B Jonathan Villar OF Keon Broxton 3B Travis Shaw OF Gregory Polanco SS Hernán Pérez OF Manuel Margot C Robinson Chirinos",NA,"Mike Trout","13.65%",21
18,751318531,"dahurricanes826",0,151,"P Trevor Cahill P Alex Wood OF Bryce Harper OF Jay Bruce OF Giancarlo Stanton 1B Yonder Alonso 3B Travis Shaw C Matt Wieters 2B Yangervis Solarte SS Nick Ahmed",NA,"Eric Thames","13.52%",6
