"Place_lo","Place_hi","Payout"
"1","1","1000"
"2","2","600"
"3","3","500"
"4","4","400"
"5","5","300"
"6","6","200"
"7","8","150"
"9","10","100"
"11","15","75"
"16","20","60"
"21","30","50"
"31","40","40"
"41","50","35"
"51","60","30"
"61","75","25"
"76","105","20"
"106","135","15"
"136","185","12"
"186","310","10"
"311","610","8"
"611","1210","6"
