"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Chris Sale",13200,"BOS@KC 08:15PM ET",29.346,"BOS","KC",31.97,22.2,33.7425,NA,33.75
"SP","Michael Pineda",10600,"LAA@NYY 07:05PM ET",18.181,"NYY","LAA",21.25,17.4,19.9575,NA,19.95
"SP","Ervin Santana",10400,"CWS@MIN 08:10PM ET",20.454,"MIN","CWS",23.61,17.2,8.05,NA,8.05
"SP","Gio Gonzalez",9600,"WAS@MIA 07:10PM ET",18.236,"WAS","MIA",19.72,17.9,24.95,NA,24.95
"SP","Zack Greinke",8600,"ARI@COL 08:40PM ET",21.947,"ARI","COL",17.42,15.1,17.0925,NA,17.1
"SP","Julio Teheran",7900,"SF@ATL 07:35PM ET",8.881,"ATL","SF",17.8,15.1,10.8925,NA,10.9
"SP","Mike Leake",7700,"STL@PHI 07:05PM ET",16.715,"STL","PHI",19.2,17.1,18.5,NA,18.5
"SP","Edinson Volquez",7200,"WAS@MIA 07:10PM ET",15.454,"MIA","WAS",14.58,14.8,0.5075,NA,1.7
"SP","Alex Cobb",7100,"CIN@TB 07:10PM ET",12.804,"TB","CIN",17.6,12.4,21.75,NA,21.75
"SP","Jhoulys Chacin",7000,"SD@CHC 08:05PM ET",11.197,"SD","CHC",14.37,15.3,16.7,NA,16.7
"SP","Sonny Gray",6900,"HOU@OAK 10:05PM ET",15.322,"OAK","HOU",15.42,12.8,4.65,NA,4.05
"SP","Francisco Liriano",6700,"TOR@TEX 08:05PM ET",11.24,"TOR","TEX",17.61,13.3,1.1075,NA,1.1
"SP","Zach Davies",6500,"PIT@MIL 07:40PM ET",10.343,"MIL","PIT",14.15,13.8,-1.35,NA,-1.95
"SP","Brandon McCarthy",6400,"NYM@LAD 10:10PM ET",15.292,"LAD","NYM",19.49,16.3,22.5,NA,21.9
"SP","Josh Tomlin",6300,"CLE@BAL 07:05PM ET",9.865,"CLE","BAL",13.36,12.3,5.7075,NA,5.7
"SP","Ariel Miranda",6100,"DET@SEA 10:10PM ET",13.323,"SEA","DET",14.06,12.1,14.15,NA,14.15
"SP","German Marquez",6000,"ARI@COL 08:40PM ET",14.595,"COL","ARI",10.72,11.3,13.9,NA,13.3
"SP","Jordan Zimmermann",5900,"DET@SEA 10:10PM ET",9.788,"DET","SEA",13.82,12.8,17.6075,NA,17.6
"RP","Francis Martes",5800,"HOU@OAK 10:05PM ET",11.85,"HOU","OAK",16.09,15.7,13.3575,NA,13.35
"SP","Robert Gsellman",5700,"NYM@LAD 10:10PM ET",6.994,"NYM","LAD",14.18,13.7,-7.4575,NA,-6.85
"SP","Derek Holland",5600,"CWS@MIN 08:10PM ET",13.781,"CWS","MIN",12.74,12.1,-7.9925,NA,-8
"RP","Mike Montgomery",5500,"SD@CHC 08:05PM ET",5.508,"CHC","SD",14.17,16.2,18.5,NA,22.5
"SP","Amir Garrett",5400,"CIN@TB 07:10PM ET",8.418,"CIN","TB",16.4,12.9,-3.1425,NA,-3.15
"SP","Matt Moore",5300,"SF@ATL 07:35PM ET",9.479,"SF","ATL",14.96,14.7,20.95,NA,20.95
"SP","Jeremy Hellickson",5200,"STL@PHI 07:05PM ET",8.032,"PHI","STL",12.24,11.5,16.95,NA,16.95
"SP","Chris Tillman",5100,"CLE@BAL 07:05PM ET",3.331,"BAL","CLE",11.17,7.6,-7.6,NA,-7.6
"RP","Matt Strahm",5000,"BOS@KC 08:15PM ET",3.96,"KC","BOS",NA,13.2,-0.0500000000000002,NA,NA
"SP","Nick Martinez",4800,"TOR@TEX 08:05PM ET",8.67,"TEX","TOR",10.17,8.3,17.2425,NA,17.25
"SP","Chad Kuhl",4700,"PIT@MIL 07:40PM ET",7.264,"PIT","MIL",9.36,12.7,17.85,NA,17.25
"RP","Parker Bridwell",4600,"LAA@NYY 07:05PM ET",10.375,"LAA","NYY",11.41,8.6,9.05,NA,9.05
