"Jose Altuve_HOU","Carlos Correa_HOU","Brian Dozier_MIN","George Springer_HOU","Miguel Sano_MIN","Giancarlo Stanton_MIA","Dee Gordon_MIA","Joe Mauer_MIN","Josh Reddick_HOU","Justin Bour_MIA","Carlos Beltran_HOU","Marwin Gonzalez_HOU","Robbie Grossman_MIN","Alex Bregman_HOU","Marcell Ozuna_MIA","Christian Yelich_MIA","Max Kepler_MIN","Tommy Joseph_PHI","Aaron Altherr_PHI","Cesar Hernandez_PHI","Brian McCann_HOU","Kennys Vargas_MIN","Eddie Rosario_MIN","Evan Gattis_HOU","JT Realmuto_MIA","Jorge Polanco_MIN","Derek Fisher_HOU","Yuli Gurriel_HOU","Martin Prado_MIA","Howie Kendrick_PHI","Michael Saunders_PHI","Derek Dietrich_MIA","Jake Marisnick_HOU","Norichika Aoki_HOU","Jason Castro_MIN","Maikel Franco_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Eduardo Escobar_MIN","Byron Buxton_MIN","Daniel Nava_PHI","Destin Hood_MIA","JT Riddle_MIA","Chris Gimenez_MIN","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Christian Colon_MIA","Freddy Galvis_PHI","Steve Lombardozzi_MIA","Brock Stassi_PHI","Cameron Rupp_PHI","Adeiny Hechavarria_MIA","Ehire Adrianza_MIN","Andres Blanco_PHI","AJ Ellis_MIA","Odubel Herrera_PHI","Juan Centeno_HOU","Tony Kemp_HOU","Mike Aviles_MIA","Ty Kelly_PHI","Miguel Rojas_MIA"
0,0,0,0,0,5.83383838383838,8.39430894308943,0,0,-1.57665505226481,0,0,0,0,78.2304347826087,22.0985507246377,0,0,0,0,0,0,0,0,7.80229419703104,0,0,0,0,0,0,-11.8497536945813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,11.5909090909091,5.64227642276423,0,0,13.6521486643438,0,0,0,0,22.0985507246377,48.8714975845411,0,0,0,0,0,0,0,0,2.33603238866397,0,0,0,0,0,0,1.13300492610837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18.2258064516129,0,34.1625615763547,0,0,7.17311827956989,0,0,0,0,17.8616600790514,0,0,0,52.25,0,0,0,0,0,2.36111111111111,0,0,5.08866995073892,0,0,0,0,0,0,0,0,-0.0933333333333333,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.4587482219061,33.4965517241379,8.74249249249249,0,0,0,0,0,0,0,0,0,0,22.9204545454545,0,0,0,0,3.72727272727273,0,0,0,0,0,0,0,0,0,0,0,0,-1.56401137980085,0,0,6.89039408866995,0,0,0,0,0.263814616755793,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.4965517241379,58.9313725490196,13.1590909090909,0,0,0,0,0,0,0,0,0,0,2.83333333333333,0,0,0,0,6.44458128078818,0,0,0,0,0,0,0,0,0,0,0,0,1.76114081996435,0,0,3.50724637681159,0,0,0,0,12.2574712643678,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74249249249249,13.1590909090909,52.1439645625692,0,0,0,0,0,0,0,0,0,0,8.22142857142857,0,0,0,0,-9.0796586059744,0,0,0,0,0,0,0,0,0,0,0,0,3.23200442967885,0,0,23.3275862068966,0,0,0,0,10.2415654520918,0,0,0,0,0
-9.51566951566952,-3.93589743589744,0,-1.37944664031621,0,0,0,0,-6.93666666666667,0,-6.28458498023715,-2.54385964912281,0,-4.14666666666667,0,0,0,0,0,0,50.7807881773399,0,0,-0.318181818181818,0,0,0,0,0,0,0,0,0,-4.05555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.838709677419355,0,-4.70752688172043,0,0,13.271164021164,0,0,0,0,-4.77865612648221,0,0,0,2.36111111111111,0,0,0,0,0,28.5285204991087,0,0,2.35591397849462,0,0,0,0,0,0,0,0,-3.1699604743083,0,0,0,0,3.88423645320197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.76190476190476,4.68,0,9.88307692307692,0,0,0,0,3.6600790513834,0,-5.3,3.08421052631579,0,-8.505291005291,0,0,0,0,0,0,-0.318181818181818,0,0,30.516091954023,0,0,0,0,0,0,0,0,0,-6.32916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2.59388335704125,7.18823529411765,0,0,7.85396825396825,0,0,0,0,7.80229419703104,2.33603238866397,0,0,0,0,0,0,0,0,37.3940620782726,0,0,0,0,0,0,3.6304347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.814516129032258,0,10.8806818181818,0,0,1.41748768472906,0,0,0,0,13.7566666666667,0,0,0,5.08866995073892,0,0,0,0,0,2.35591397849462,0,0,23.3529411764706,0,0,0,0,0,0,0,0,-0.630434782608696,0,0,0,0,3.15322580645161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9204545454545,2.83333333333333,8.22142857142857,0,0,0,0,0,0,0,0,0,0,46.4295874822191,0,0,0,0,6.29946524064171,0,0,0,0,0,0,0,0,0,0,0,0,10.4992887624467,0,0,8.88461538461539,0,0,0,0,5.32436974789916,0,0,0,0,0
0,0,0,0,0,4.10846560846561,-0.409230769230769,0,0,11.7307692307692,0,0,0,0,-11.8497536945813,1.13300492610837,0,0,0,0,0,0,0,0,3.6304347826087,0,0,0,0,0,0,43.2413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.8703703703704,-4.99166666666667,0,5.55833333333333,0,0,0,0,-8.43076923076923,0,-17.9723320158103,-5.675,0,3.28833333333333,0,0,0,0,0,0,-4.05555555555556,0,0,-6.32916666666667,0,0,0,0,0,0,0,0,0,29.3374384236453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.1583333333333,0,6.70652173913043,0,0,16.8183333333333,0,0,0,0,1.22058823529412,0,0,0,-0.0933333333333333,0,0,0,0,0,-3.1699604743083,0,0,-0.630434782608696,0,0,0,0,0,0,0,0,30.3138461538462,0,0,0,0,9.37662337662338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72727272727273,6.44458128078818,-9.0796586059744,0,0,0,0,0,0,0,0,0,0,6.29946524064171,0,0,0,0,51.7891025641026,0,0,0,0,0,0,0,0,0,0,0,0,-0.431410256410256,0,0,2.47660098522167,0,0,0,0,-1.11636636636637,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15.2068965517241,0,15.4032258064516,0,0,7.82051282051282,0,0,0,0,-2.56324110671937,0,0,0,18.5,0,0,0,0,0,3.88423645320197,0,0,3.15322580645161,0,0,0,0,0,0,0,0,9.37662337662338,0,0,0,0,28.9337121212121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56401137980085,1.76114081996435,3.23200442967885,0,0,0,0,0,0,0,0,0,0,10.4992887624467,0,0,0,0,-0.431410256410256,0,0,0,0,0,0,0,0,0,0,0,0,29.6585858585859,0,0,3.11494252873563,0,0,0,0,5.46524390243902,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89039408866995,3.50724637681159,23.3275862068966,0,0,0,0,0,0,0,0,0,0,8.88461538461539,0,0,0,0,2.47660098522167,0,0,0,0,0,0,0,0,0,0,0,0,3.11494252873563,0,0,34.0229885057471,0,0,0,0,8.21846153846154,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263814616755793,12.2574712643678,10.2415654520918,0,0,0,0,0,0,0,0,0,0,5.32436974789916,0,0,0,0,-1.11636636636637,0,0,0,0,0,0,0,0,0,0,0,0,5.46524390243902,0,0,8.21846153846154,0,0,0,0,20.8560975609756,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
