"Jose Altuve_HOU","Carlos Correa_HOU","Brian Dozier_MIN","George Springer_HOU","Miguel Sano_MIN","Giancarlo Stanton_MIA","Dee Gordon_MIA","Joe Mauer_MIN","Josh Reddick_HOU","Justin Bour_MIA","Carlos Beltran_HOU","Marwin Gonzalez_HOU","Robbie Grossman_MIN","Alex Bregman_HOU","Marcell Ozuna_MIA","Christian Yelich_MIA","Max Kepler_MIN","Tommy Joseph_PHI","Aaron Altherr_PHI","Cesar Hernandez_PHI","Brian McCann_HOU","Kennys Vargas_MIN","Eddie Rosario_MIN","Evan Gattis_HOU","JT Realmuto_MIA","Jorge Polanco_MIN","Derek Fisher_HOU","Yuli Gurriel_HOU","Martin Prado_MIA","Howie Kendrick_PHI","Michael Saunders_PHI","Derek Dietrich_MIA","Jake Marisnick_HOU","Norichika Aoki_HOU","Jason Castro_MIN","Maikel Franco_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Eduardo Escobar_MIN","Byron Buxton_MIN","Daniel Nava_PHI","Destin Hood_MIA","JT Riddle_MIA","Chris Gimenez_MIN","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Christian Colon_MIA","Freddy Galvis_PHI","Steve Lombardozzi_MIA","Brock Stassi_PHI","Cameron Rupp_PHI","Adeiny Hechavarria_MIA","Ehire Adrianza_MIN","Andres Blanco_PHI","AJ Ellis_MIA","Odubel Herrera_PHI","Juan Centeno_HOU","Tony Kemp_HOU","Mike Aviles_MIA","Ty Kelly_PHI","Miguel Rojas_MIA"
39,36,0,36,0,0,0,0,32,0,40,23,0,36,0,0,0,0,0,0,23,0,0,21,0,0,0,0,0,0,0,0,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,0,27,0,0,0,0,23,0,23,31,0,26,0,0,0,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,26,0,26,0,0,23,0,0,0,0,28,0,0,0,23,0,0,0,0,8,23,0,0,25,0,0,0,0,0,0,0,0,17,0,0,0,13,23,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
42,38,0,39,0,0,0,0,36,0,36,26,0,44,0,0,0,0,0,0,25,0,0,28,0,0,0,0,0,0,0,0,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,45,42,0,0,42,0,0,0,0,46,46,0,0,0,0,0,0,0,0,39,0,0,0,15,0,0,29,0,0,0,0,0,0,0,0,0,0,17,0,5,2,0,4,0,0,0,0,16,0,0,8,0,0,0,0,0,15
0,0,0,0,0,45,42,0,0,42,0,0,0,0,46,46,0,0,0,0,0,0,0,0,39,0,0,0,15,0,0,29,0,0,0,0,0,0,0,0,0,0,17,0,5,2,0,4,0,0,0,0,16,0,0,8,0,0,0,0,0,15
0,0,31,0,29,0,0,31,0,0,0,0,23,0,0,0,33,0,0,0,0,12,28,0,0,29,0,0,0,0,0,0,0,0,25,0,0,0,14,27,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,30,37,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,34,9,0,0,0,7,0,0,0,0,0,0,0,38,0,2,29,0,0,5,0,34,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,33,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,29,10,0,0,0,7,0,0,0,0,0,0,0,34,0,6,24,0,0,6,0,30,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,33,43,0,0,0,0,0,0,0,0,0,10,36,0,0,0,0,38,14,0,0,0,10,0,0,0,0,0,0,0,43,0,8,29,0,0,5,0,39,0,0,0,2,0
27,27,0,23,0,0,0,0,25,0,23,19,0,25,0,0,0,0,0,0,29,0,0,11,0,0,0,0,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,0,14,0,0,13,0,0,0,0,8,0,0,0,12,0,0,0,0,17,15,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,9,16,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,32,0,31,0,0,28,0,0,0,0,23,0,0,0,28,0,0,0,0,15,34,0,0,31,0,0,0,0,0,0,0,0,23,0,0,0,17,29,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
28,26,0,26,0,0,0,0,23,0,21,20,0,28,0,0,0,0,0,0,11,0,0,30,0,0,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38,35,0,0,36,0,0,0,0,39,39,0,0,0,0,0,0,0,0,39,0,0,0,14,0,0,23,0,0,0,0,0,0,0,0,0,0,15,0,5,2,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,11
0,0,32,0,33,0,0,29,0,0,0,0,25,0,0,0,29,0,0,0,0,15,31,0,0,35,0,0,0,0,0,0,0,0,24,0,0,0,16,32,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,13,0,0,14,0,0,0,0,15,15,0,0,0,0,0,0,0,0,14,0,0,0,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,36,0,0,0,0,0,0,0,0,0,9,38,0,0,0,0,34,11,0,0,0,6,0,0,0,0,0,0,0,38,0,6,27,0,0,6,0,35,0,0,0,0,0
0,0,0,0,0,28,26,0,0,27,0,0,0,0,29,29,0,0,0,0,0,0,0,0,23,0,0,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,8
18,15,0,15,0,0,0,0,9,0,15,12,0,16,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,25,0,25,0,0,0,0,26,0,23,16,0,25,0,0,0,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,24,0,0,25,0,0,0,0,17,0,0,0,25,0,0,0,0,11,23,0,0,24,0,0,0,0,0,0,0,0,26,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,29,38,0,0,0,0,0,0,0,0,0,9,34,0,0,0,0,40,11,0,0,0,11,0,0,0,0,0,0,0,40,0,8,29,0,0,3,0,37,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,14,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,11,15,0,0,0,6,0,0,0,0,0,0,0,15,0,6,0,0,0,6,0,15,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,0,16,0,0,13,0,0,0,0,13,0,0,0,14,0,0,0,0,9,17,0,0,16,0,0,0,0,0,0,0,0,11,0,0,0,19,14,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,30,0,31,0,0,27,0,0,0,0,23,0,0,0,27,0,0,0,0,16,29,0,0,32,0,0,0,0,0,0,0,0,22,0,0,0,14,33,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,6,0,0,0,11,0,0,0,0,0,0,0,11,0,5,5,0,0,0,0,9,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,17,16,0,0,15,0,0,0,0,17,17,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0
0,0,11,0,12,0,0,8,0,0,0,0,11,0,0,0,8,0,0,0,0,7,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,4,4,0,0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4,3,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,43,0,0,0,0,0,0,0,0,0,10,38,0,0,0,0,40,15,0,0,0,11,0,0,0,0,0,0,0,45,0,9,30,0,0,7,0,41,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,6,0,0,0,5,0,0,0,0,0,0,0,9,0,9,3,0,0,2,0,8,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,29,0,0,0,0,0,0,0,0,0,8,27,0,0,0,0,29,0,0,0,0,5,0,0,0,0,0,0,0,30,0,3,30,0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,16,13,0,0,15,0,0,0,0,16,16,0,0,0,0,0,0,0,0,14,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,3
0,0,2,0,2,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,7,0,7,0,0,0,0,0
0,0,0,0,0,8,8,0,0,7,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,39,0,0,0,0,0,0,0,0,0,8,35,0,0,0,0,37,15,0,0,0,9,0,0,0,0,0,0,0,41,0,8,26,0,0,7,0,41,0,0,0,0,0
2,0,0,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,14,13,0,0,12,0,0,0,0,15,15,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,15
