"Jose Altuve_HOU","Carlos Correa_HOU","Brian Dozier_MIN","George Springer_HOU","Miguel Sano_MIN","Giancarlo Stanton_MIA","Dee Gordon_MIA","Joe Mauer_MIN","Josh Reddick_HOU","Justin Bour_MIA","Carlos Beltran_HOU","Marwin Gonzalez_HOU","Robbie Grossman_MIN","Alex Bregman_HOU","Marcell Ozuna_MIA","Christian Yelich_MIA","Max Kepler_MIN","Tommy Joseph_PHI","Aaron Altherr_PHI","Cesar Hernandez_PHI","Brian McCann_HOU","Kennys Vargas_MIN","Eddie Rosario_MIN","Evan Gattis_HOU","JT Realmuto_MIA","Jorge Polanco_MIN","Derek Fisher_HOU","Yuli Gurriel_HOU","Martin Prado_MIA","Howie Kendrick_PHI","Michael Saunders_PHI","Derek Dietrich_MIA","Jake Marisnick_HOU","Norichika Aoki_HOU","Jason Castro_MIN","Maikel Franco_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Eduardo Escobar_MIN","Byron Buxton_MIN","Daniel Nava_PHI","Destin Hood_MIA","JT Riddle_MIA","Chris Gimenez_MIN","Ichiro Suzuki_MIA","Tyler Moore_MIA","Tomas Telis_MIA","Christian Colon_MIA","Freddy Galvis_PHI","Steve Lombardozzi_MIA","Brock Stassi_PHI","Cameron Rupp_PHI","Adeiny Hechavarria_MIA","Ehire Adrianza_MIN","Andres Blanco_PHI","AJ Ellis_MIA","Odubel Herrera_PHI","Juan Centeno_HOU","Tony Kemp_HOU","Mike Aviles_MIA","Ty Kelly_PHI","Miguel Rojas_MIA"
47,41,0,43,0,0,0,0,38,0,39,29,0,42,0,0,0,0,0,0,27,0,0,28,0,0,0,0,0,0,0,0,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
41,43,0,37,0,0,0,0,35,0,36,25,0,38,0,0,0,0,0,0,27,0,0,26,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,36,0,33,0,0,31,0,0,0,0,26,0,0,0,31,0,0,0,0,15,32,0,0,32,0,0,0,0,0,0,0,0,25,0,0,0,16,30,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
43,37,0,43,0,0,0,0,34,0,36,27,0,39,0,0,0,0,0,0,23,0,0,26,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,33,0,35,0,0,29,0,0,0,0,26,0,0,0,29,0,0,0,0,14,31,0,0,33,0,0,0,0,0,0,0,0,24,0,0,0,16,31,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,45,41,0,0,41,0,0,0,0,45,45,0,0,0,0,0,0,0,0,38,0,0,0,15,0,0,28,0,0,0,0,0,0,0,0,0,0,17,0,4,2,0,4,0,0,0,0,16,0,0,8,0,0,0,0,0,14
0,0,0,0,0,41,42,0,0,38,0,0,0,0,42,42,0,0,0,0,0,0,0,0,35,0,0,0,13,0,0,26,0,0,0,0,0,0,0,0,0,0,16,0,4,2,0,3,0,0,0,0,13,0,0,8,0,0,0,0,0,13
0,0,31,0,29,0,0,33,0,0,0,0,23,0,0,0,31,0,0,0,0,13,28,0,0,29,0,0,0,0,0,0,0,0,25,0,0,0,13,27,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
38,35,0,34,0,0,0,0,40,0,32,23,0,36,0,0,0,0,0,0,25,0,0,23,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,41,38,0,0,42,0,0,0,0,42,42,0,0,0,0,0,0,0,0,36,0,0,0,14,0,0,27,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,4,0,0,0,0,15,0,0,7,0,0,0,0,0,12
